index	nameMatchValidation	taxonID	datasetName	scientificName	verbatimScientificName	synonym	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	vernacularNameEN	vernacularNameNL	vernacularNameFR	verbatimInvasionStage	invasionStage	invasionStageCertainty	BFIS	ISEIA	spatialDistribution	invasiveness	verbatimIntroductionPathway	introductionPathway	introductionMode	verbatimHabitat	habitat	verbatimNativeRange	nativeRange	verbatimPresenceBE	verbatimPresenceFL	verbatimPresenceWA	verbatimPresenceBR	verbatimPresenceBECoast	verbatimPresenceBPNS	verbatimPresenceBEEZ	presenceBE	presenceFL	presenceWA	presenceBR	presenceBECoast	presenceBPNS	presenceBEEZ	firstObservationYearBE	firstObservationYearFL	latestObservationYearBE	source	sourceID	riskAnalysis	publicationStatus	notes	manual_acceptedKey	gbifapi_usageKey	gbifapi_scientificName	gbifapi_canonicalName	gbifapi_status	gbifapi_rank	gbifapi_matchType	gbifapi_confidence	gbifapi_acceptedKey	gbifapi_acceptedScientificName
55	ok	118	harmonia	Carpobrotus	Carpobrotus spp.	Carpobrotus edulis, C. acinaciformis					Aizoaceae				Hottentot fig	Hottentotvijg	Griffes de sorcières				a0	12.0			agri- and horticulture	escape > to be determined by experts		terrestrial	terrestrial	Africa	Africa	no							absent	absent	absent	absent									yes	published			3084841	Carpobrotus N. E. Br.	Carpobrotus	ACCEPTED	GENUS	EXACT	92	3084841	Carpobrotus N. E. Br.
56	ok	123	harmonia	Castor canadensis	Castor canadensis						Castoridae				Canadian beaver	Canadese bever	Castor canadien	naturalization	established		b1	10.0	isolated		fur farming	escape > fur farms		freshwater	freshwater	North America	N. America	yes	no	yes					present	absent	present	to be determined by experts				2009					no	published			2439838	Castor canadensis Kuhl, 1820	Castor canadensis	ACCEPTED	SPECIES	EXACT	99	2439838	Castor canadensis Kuhl, 1820
57	ok	124	harmonia	Cervus nippon	Cervus nippon						Cervidae				Sika deer	Sikahert	Cerf sika				a0	12.0			game/fish stocking	release > to be determined by experts		terrestrial	terrestrial	Asia	Asia	no							absent	absent	absent	absent									yes	published			2440954	Cervus nippon Temminck, 1838	Cervus nippon	ACCEPTED	SPECIES	EXACT	99	2440954	Cervus nippon Temminck, 1838
58	ok	46	harmonia	Chloephaga picta	Chloephaga picta						Anatidae				Magellan goose	Magelhaengans	Ouette de magellan	naturalization	established		c	1.0	isolated			to be determined by experts		freshwater	freshwater	South America	S. America	yes	yes	no					present	present	absent	to be determined by experts				1993					no	pending			5232428	Chloephaga picta (Gmelin, 1789)	Chloephaga picta	ACCEPTED	SPECIES	EXACT	99	5232428	Chloephaga picta (Gmelin, 1789)
59	no match	47	harmonia	Conyza canadensis	Conyza canadensis						Asteraceae				Canadian horseweed	Canadese fijnstraal	Vergerette du canada	stabilization	established		b3	1.0	widespread			to be determined by experts		terrestrial	terrestrial	North America	N. America	yes	yes	yes					present	present	present	present				1822					no	pending			5404801	Conyza canadensis (L.) Cronquist	Conyza canadensis	SYNONYM	SPECIES	EXACT	99	3146791	Erigeron canadensis L.
60	ok	48	harmonia	Coregonus	Coregonus spp.						Salmonidae				Whitefish		Corégone				c	1.0	isolated			to be determined by experts		freshwater	freshwater	Europe	Europe	no	no	no					absent	absent	absent	absent				1979					no	pending			2350934	Coregonus Linnaeus, 1758	Coregonus	ACCEPTED	GENUS	EXACT	92	2350934	Coregonus Linnaeus, 1758
61	ok	106	harmonia	Cornus sericea	Cornus sericea	Swida sericea, C. alba, C. stolonifera					Cornaceae				Red-osier dogwood, red willow	Canadese kornoeilje	Cornouiller soyeux	spread	invasive		a2	11.0	restricted		agri- and horticulture	escape > to be determined by experts		terrestrial	terrestrial	North America	N. America	yes	yes	yes					present	present	present	present				1885					no	published			3082244	Cornus sericea L.	Cornus sericea	ACCEPTED	SPECIES	EXACT	99	3082244	Cornus sericea L.
62	ok	49	harmonia	Cotoneaster horizontalis	Cotoneaster horizontalis						Malaceae				Rockspray	Vlakke dwergmispel	Cotonéaster horizontal	spread	invasive		a2	11.0	restricted		agri- and horticulture	escape > to be determined by experts		terrestrial	terrestrial	Asia	Asia	yes	yes	yes					present	present	present	present				1982					no	published			3025617	Cotoneaster horizontalis Decne	Cotoneaster horizontalis	ACCEPTED	SPECIES	EXACT	97	3025617	Cotoneaster horizontalis Decne
63	ok	50	harmonia	Crassula helmsii	Crassula helmsii	Tillaea recurva, Crassula recurva					Crassulaceae				New zealand pigmyweed	Watercrassula	Crassule des étangs	spread	invasive		a1	12.0	isolated		aquariums and ponds	escape > to be determined by experts		freshwater	freshwater	Australia	Oceania	yes	yes	yes					present	present	present	present				1982					yes	published			8035075	Crassula helmsii (Kirk) A. Berger	Crassula helmsii	ACCEPTED	SPECIES	EXACT	97	8035075	Crassula helmsii (Kirk) A. Berger
64	ok	153	harmonia	Crassula helmsii	Crassula helmsii	Tillaea recurva, Crassula recurva					Crassulaceae				New zealand pigmyweed	Watercrassula	Crassule des étangs	spread	invasive		a1	12.0	isolated		aquariums and ponds	escape > to be determined by experts		freshwater	freshwater	Australia	Oceania	yes	yes	yes					present	present	present	present				1982					yes	pending			8035075	Crassula helmsii (Kirk) A. Berger	Crassula helmsii	ACCEPTED	SPECIES	EXACT	97	8035075	Crassula helmsii (Kirk) A. Berger
65	ok	51	harmonia	Ctenopharyngodon idella	Ctenopharyngodon idella						Cyprinidae				Grass carp	Graskarper	Carpe herbivore				c	1.0	isolated			to be determined by experts		freshwater	freshwater	Asia	Asia	no	no	no					absent	absent	absent	absent				1978					no	pending			2362030	Ctenopharyngodon idella (Valenciennes, 1844)	Ctenopharyngodon idella	ACCEPTED	SPECIES	EXACT	99	2362030	Ctenopharyngodon idella (Valenciennes, 1844)
66	ok	52	harmonia	Cygnus atratus	Cygnus atratus						Anatidae				Black swan	Zwarte zwaan	Cygne noir	naturalization	established		b1	10.0	isolated			to be determined by experts		freshwater	freshwater	Australia	Oceania	yes	yes	yes					present	present	present	present				1995					no	published			2498344	Cygnus atratus (Latham, 1790)	Cygnus atratus	ACCEPTED	SPECIES	EXACT	99	2498344	Cygnus atratus (Latham, 1790)
67	ok	115	harmonia	Cyperus eragrostis	Cyperus eragrostis	Cyperus vegetus					Cyperaceae				Tall flatsedge, Pale galingale	Bleek cypergras	Souchet vigoureux	spread	invasive		b1	10.0	isolated		agri- and horticulture	escape > to be determined by experts		terrestrial	terrestrial	South America	S. America	yes	yes						present	present	to be determined by experts	to be determined by experts				1896					no	published			2715482	Cyperus eragrostis Lam.	Cyperus eragrostis	ACCEPTED	SPECIES	EXACT	97	2715482	Cyperus eragrostis Lam.
68	ok	25	harmonia	Dama dama	Dama dama						Cervidae				Fallow deer	Damhert	Daim	naturalization	established		b1	10.0	isolated		game/fish stocking	release > to be determined by experts		terrestrial	terrestrial	Europe	Europe	yes	no	yes					present	absent	present	to be determined by experts				1850					no	published			5220136	Dama dama (Linnaeus, 1758)	Dama dama	ACCEPTED	SPECIES	EXACT	99	5220136	Dama dama (Linnaeus, 1758)
69	ok, SYNONYM	107	harmonia	Duchesnea indica	Duchesnea indica	Fragaria indica, Potentilla indica					Rosaceae				Indian strawberry	Schijnaardbei	Fraisier des Indes				b2	9.0	restricted		agri- and horticulture	escape > to be determined by experts		terrestrial	terrestrial	Asia	Asia	yes	yes	yes					present	present	present	present				1950					no	published			3031919	Duchesnea indica (Jacks.) Focke	Duchesnea indica	ACCEPTED	SPECIES	EXACT	97	3031919	Duchesnea indica (Jacks.) Focke
70	ok	53	harmonia	Echinocystis lobata	Echinocystis lobata	Echinocystis echinata					Cucurbitaceae				Wild cucumber	Egelkomkommer, Stekelaugurk	Concombre sauvage				b0	9.0			agri- and horticulture	escape > to be determined by experts		terrestrial	terrestrial	North America	N. America	no							absent	absent	absent	absent									no	published			5331404	Echinocystis lobata (Michx.) Torr. & Gray	Echinocystis lobata	ACCEPTED	SPECIES	EXACT	99	5331404	Echinocystis lobata (Michx.) Torr. & Gray
71	ok	54	harmonia	Egeria densa	Egeria densa	Elodea densa					Hydrocharitaceae				Brazilian waterweed	Egeria	Egéria	spread	invasive		a1	12.0	isolated		aquariums and ponds	escape > to be determined by experts		freshwater	freshwater	South America	S. America	yes	yes						present	present	to be determined by experts	to be determined by experts				1999					yes	published			5329260	Egeria densa Planch.	Egeria densa	ACCEPTED	SPECIES	EXACT	99	5329260	Egeria densa Planch.
72	ok	122	harmonia	Elaeagnus angustifolia	Elaeagnus angustifolia	Elaeagnus hortensis					Elaeagnaceae				Russian olive	Smalle olijfwilg	Olivier de bohême	spread	invasive		b1	10.0	isolated		agri- and horticulture	escape > to be determined by experts		terrestrial	terrestrial	Asia, Europe	Europe | Asia	yes	yes						present	present	to be determined by experts	to be determined by experts				1939					no	published			3039269	Elaeagnus angustifolia L.	Elaeagnus angustifolia	ACCEPTED	SPECIES	EXACT	97	3039269	Elaeagnus angustifolia L.
73	ok	55	harmonia	Elodea callitrichoides	Elodea callitrichoides						Hydrocharitaceae				South american waterweed		Elodée à feuilles allongées				a0	1.0			accidental	to be determined by experts		freshwater	freshwater	South America	S. America	no	no	no					absent	absent	absent	absent									no	pending			5329198	Elodea callitrichoides (Rich.) Casp.	Elodea callitrichoides	ACCEPTED	SPECIES	EXACT	99	5329198	Elodea callitrichoides (Rich.) Casp.
74	ok	56	harmonia	Elodea canadensis	Elodea canadensis	Anacharis canadensis					Hydrocharitaceae				Canadian waterweed	Canadese waterpest	Elodée du canada	regression	established		a3	12.0	widespread		aquariums and ponds	escape > to be determined by experts		freshwater	freshwater	North America	N. America	yes	yes	yes					present	present	present	present				1860					no	published			2865448	Elodea canadensis Michx.	Elodea canadensis	ACCEPTED	SPECIES	EXACT	97	2865448	Elodea canadensis Michx.
75	ok	57	harmonia	Elodea nuttallii	Elodea nuttallii						Hydrocharitaceae				Nuttall's waterweed	Smalle waterpest	Elodée de nuttall	spread	invasive		a3	12.0	widespread		aquariums and ponds	escape > to be determined by experts		freshwater	freshwater	North America	N. America	yes	yes	yes					present	present	present	present				1939					no	published			5329212	Elodea nuttallii (Planch.) H.St.John	Elodea nuttallii	ACCEPTED	SPECIES	EXACT	99	5329212	Elodea nuttallii (Planch.) H.St.John
76	ok	8	harmonia	Epilobium ciliatum	Epilobium ciliatum	Epilobium adenocaulon					Onagraceae				Northern willowherb	Beklierde basterdwederik	Epilobe cilié	spread	invasive		c	8.0	widespread		accidental	to be determined by experts		terrestrial	terrestrial	North America	N. America	yes	yes	yes					present	present	present	present									no	published			3189096	Epilobium ciliatum Raf.	Epilobium ciliatum	ACCEPTED	SPECIES	EXACT	99	3189096	Epilobium ciliatum Raf.
77	ok, SYNONYM	9	harmonia	Fallopia japonica	Fallopia japonica	Polygonum cuspidatum, Reynoutria japonica.					Polygonaceae				Japanese knotweed	Japanse duizendknoop	Renouée du japon	spread	invasive		a3	12.0	widespread		agri- and horticulture	escape > to be determined by experts		terrestrial	terrestrial	Asia	Asia	yes	yes	yes					present	present	present	present				1888					no	published			5334357	Fallopia japonica (Houtt.) Ronse Decraene	Fallopia japonica	SYNONYM	SPECIES	EXACT	99	2889173	Reynoutria japonica Houtt.
78	ok, SYNONYM	144	harmonia	Fallopia sachalinensis	Fallopia sachalinensis	Reynoutria sachalinensis, Polygonum sachalinense					Polygonaceae				Giant knotweed	Sachalinse duizendknoop	Renouée de sakhaline	spread	invasive		a2	12.0	restricted		agri- and horticulture	escape > to be determined by experts		terrestrial	terrestrial	Asia	Asia	yes	yes	yes					present	present	present	present				1924					no	published			5334293	Fallopia sachalinensis (Friedrich Schmidt Petrop.) Ronse Decraene	Fallopia sachalinensis	SYNONYM	SPECIES	EXACT	96	2889088	Reynoutria sachalinensis (Friedrich Schmidt Petrop.) Nakai
79	ok, SYNONYM	58	harmonia	Fallopia sachalinensis	Fallopia sachalinensis						Polygonaceae				Giant knotweed	Sachalinse duizenknoop	Renouée de sakhaline	spread	invasive		a1	1.0	isolated			to be determined by experts		terrestrial	terrestrial	Asia	Asia	yes	yes	yes					present	present	present	present				1924					no	pending			5334293	Fallopia sachalinensis (Friedrich Schmidt Petrop.) Ronse Decraene	Fallopia sachalinensis	SYNONYM	SPECIES	EXACT	96	2889088	Reynoutria sachalinensis (Friedrich Schmidt Petrop.) Nakai
80	ok, SYNONYM	145	harmonia	Fallopia x bohemica	Fallopia x bohemica						Polygonaceae				Hybrid knotweed		Renouée de bohème	spread	invasive		a2	12.0	restricted		agri- and horticulture	escape > to be determined by experts		terrestrial	terrestrial	Asia	Asia	yes	yes	yes					present	present	present	present				1924					no	published			5652296	Fallopia bohemica (Chrtek & Chrtková) J.P. Bailey	Fallopia bohemica	SYNONYM	SPECIES	EXACT	99	4038485	Reynoutria bohemica J. Chrtek & A. Chrtková
81	ok	134	harmonia	Fraxinus pennsylvanica	Fraxinus pennsylvanica	Fraxinus pubescens					Oleaceae				Red ash, Green ash		Frêne rouge	spread	invasive		b1	9.0	isolated		agri- and horticulture	escape > to be determined by experts		terrestrial	terrestrial	North America	N. America	yes	yes						present	present	to be determined by experts	to be determined by experts				2008					no	published			3172348	Fraxinus pennsylvanica Marshall	Fraxinus pennsylvanica	ACCEPTED	SPECIES	EXACT	99	3172348	Fraxinus pennsylvanica Marshall
82	ok, SYNONYM	59	harmonia	Gaillardia x grandiflora	Gaillardia x grandiflora						Asteraceae				Blanket flower	Kokardebloem	Gaillarde	spread	invasive		c	8.0	restricted		agri- and horticulture	escape > to be determined by experts		terrestrial	terrestrial	North America	N. America	yes	yes	no					present	present	absent	to be determined by experts				1953					no	published			8440418	Gaillardia grandiflora Hort.	Gaillardia grandiflora	SYNONYM	SPECIES	EXACT	97	5387817	Gaillardia grandiflora Hort. ex Van Houtte
83	ok	102	harmonia	Harmonia axyridis	Harmonia axyridis						Coccinellidae				Harlequin ladybird	Veelkleurig aziatisch lieveheersbeestje	Coccinelle asiatique	spread	invasive		a3	11.0	widespread		biological control	release > biological control		terrestrial	terrestrial	Asia	Asia	yes	yes	yes					present	present	present	present				2000					no	published			4989904	Harmonia axyridis (Pallas, 1773)	Harmonia axyridis	ACCEPTED	SPECIES	EXACT	99	4989904	Harmonia axyridis (Pallas, 1773)
84	ok, SYNONYM	60	harmonia	Helianthus tuberosus	Helianthus tuberosus	H. tuberosus x h. strumosus					Asteraceae				Jerusalem artichoke	Aardpeer	Topinambour	spread	invasive		a3	12.0	widespread		agri- and horticulture	escape > to be determined by experts		terrestrial	terrestrial	North America	N. America	yes	yes	yes					present	present	present	present				1893					no	published			3119175	Helianthus tuberosus L.	Helianthus tuberosus	DOUBTFUL	SPECIES	EXACT	95	3119175	Helianthus tuberosus L.
85	ok	10	harmonia	Heracleum mantegazzianum	Heracleum mantegazzianum						Apiaceae				Giant hogweed	Reuzenbereklauw	Berce du caucase	spread	invasive		a3	11.0	widespread		agri- and horticulture	escape > to be determined by experts		terrestrial	terrestrial	Asia	Asia	yes	yes	yes					present	present	present	present				1938					no	published			3034825	Heracleum mantegazzianum Sommier & Levier	Heracleum mantegazzianum	ACCEPTED	SPECIES	EXACT	99	3034825	Heracleum mantegazzianum Sommier & Levier
86	ok	61	harmonia	Heracleum sosnowskyi	Heracleum sosnowskyi						Apiaceae				Sosnowski's hogweed						a0	1.0				to be determined by experts		terrestrial	terrestrial	Asia	Asia	no							absent	absent	absent	absent									no	pending			3642949	Heracleum sosnowskyi Manden.	Heracleum sosnowskyi	ACCEPTED	SPECIES	EXACT	99	3642949	Heracleum sosnowskyi Manden.
87	ok, SYNONYM	62	harmonia	Humulus japonicus	Humulus japonicus						Canabaceae				Japanese hop						a0	1.0				to be determined by experts		freshwater, terrestrial	freshwater | terrestrial	Asia	Asia	no							absent	absent	absent	absent									no	pending			2984536	Humulus japonicus Sieb. & Zucc.	Humulus japonicus	SYNONYM	SPECIES	EXACT	99	3874408	Humulopsis scandens (Lour.) I.A. Grudzinskaya
88	ok	132	harmonia	Hyacinthoides hispanica	Hyacinthoides hispanica	Hyacinthoides x massartiana					Liliaceae				Spanish bluebell	Spaanse hyacint	Scille d'espagne	spread	invasive		b2	9.0	restricted		agri- and horticulture	escape > to be determined by experts		terrestrial	terrestrial	Europe	Europe	yes	yes	yes					present	present	present	present				1882					no	published			5304257	Hyacinthoides hispanica (Mill.) Rothm.	Hyacinthoides hispanica	ACCEPTED	SPECIES	EXACT	99	5304257	Hyacinthoides hispanica (Mill.) Rothm.
89	ok	63	harmonia	Hydrocotyle ranunculoides	Hydrocotyle ranunculoides						Apiaceae				Water pennywort	Grote waternavel	Hydrocotyle fausse renoncule	spread	invasive		a2	12.0	restricted		aquariums and ponds	escape > to be determined by experts		freshwater	freshwater	North America	N. America	yes	yes	yes					present	present	present	present				1992					yes	published			7978544	Hydrocotyle ranunculoides L. fil.	Hydrocotyle ranunculoides	ACCEPTED	SPECIES	EXACT	97	7978544	Hydrocotyle ranunculoides L. fil.
90	ok	64	harmonia	Hypophthalmichthys molitrix	Hypophthalmichthys molitrix						Cyprinidae				Silver carp	Zilverkarper	Carpe argentée				c	1.0	isolated			to be determined by experts		freshwater	freshwater	Asia	Asia	no	no	no					absent	absent	absent	absent				1975					no	pending			2362473	Hypophthalmichthys molitrix (Valenciennes, 1844)	Hypophthalmichthys molitrix	ACCEPTED	SPECIES	EXACT	99	2362473	Hypophthalmichthys molitrix (Valenciennes, 1844)
91	ok	65	harmonia	Impatiens glandulifera	Impatiens glandulifera						Balsaminaceae				Indian balsam	Reuzenbalsemien	Balsamine géante	spread	invasive		a3	12.0	widespread		agri- and horticulture	escape > to be determined by experts		terrestrial	terrestrial	Asia	Asia	yes	yes	yes					present	present	present	present				1939					no	published			2891770	Impatiens glandulifera Royle	Impatiens glandulifera	ACCEPTED	SPECIES	EXACT	97	2891770	Impatiens glandulifera Royle
92	ok	66	harmonia	Impatiens parviflora	Impatiens parviflora						Balsaminaceae				Small yellow balsam	Klein springzaad	Balsamine à petites fleurs	spread	invasive		b3	10.0	widespread		accidental	to be determined by experts		terrestrial	terrestrial	Asia	Asia	yes	yes	yes					present	present	present	present				1868					no	published			2891782	Impatiens parviflora DC.	Impatiens parviflora	ACCEPTED	SPECIES	EXACT	99	2891782	Impatiens parviflora DC.
93	ok	67	harmonia	Juncus tenuis	Juncus tenuis						Juncaceae				Slender rush	Tengere rus	Jonc grêle	stabilization	established		b3	1.0	widespread		accidental	to be determined by experts		terrestrial	terrestrial	North America	N. America	yes	yes	yes					present	present	present	present				1823					no	pending			2702084	Juncus tenuis Willd.	Juncus tenuis	ACCEPTED	SPECIES	EXACT	97	2702084	Juncus tenuis Willd.
94	ok	68	harmonia	Lagarosiphon major	Lagarosiphon major	Elodea crispa					Hydrocharitaceae				Curly waterweed	Verspreidbladige waterpest	Elodée à feuilles alternes	spread	invasive		a1	12.0	isolated		aquariums and ponds	escape > to be determined by experts		freshwater	freshwater	Africa	Africa	yes	yes	yes					present	present	present	present				1993					yes	published			2865565	Lagarosiphon major (Ridl.) Moss	Lagarosiphon major	ACCEPTED	SPECIES	EXACT	99	2865565	Lagarosiphon major (Ridl.) Moss
