id,scientificname,species_group,species_type,species_status,count_obs
25855,Coleophora caespititiella,Nachtvlinders en micro's,S,Native,13
25857,Coleophora glaucicolella,Nachtvlinders en micro's,S,Native,16
25858,Coleophora otidipennella,Nachtvlinders en micro's,S,Native,29
25859,Coleophora alticolella,Nachtvlinders en micro's,S,Native,31
25864,Coleophora therinella,Nachtvlinders en micro's,S,Native,1
25865,Coleophora asteris,Nachtvlinders en micro's,S,Native,1
25868,Coleophora versurella,Nachtvlinders en micro's,S,Native,4
25870,Coleophora atriplicis,Nachtvlinders en micro's,S,Native,11
25871,Coleophora deviella,Nachtvlinders en micro's,S,Native,9
25872,Coleophora salinella,Nachtvlinders en micro's,S,Native,1
25873,Coleophora artemisicolella,Nachtvlinders en micro's,S,Native,102
25874,Coleophora peribenanderi,Nachtvlinders en micro's,S,Native,55
25875,Coleophora trochilella,Nachtvlinders en micro's,S,Native,31
25876,Coleophora striatipennella,Nachtvlinders en micro's,S,Native,18
25877,Coleophora tanaceti,Nachtvlinders en micro's,S,Native,23
25879,Coleophora argentula,Nachtvlinders en micro's,S,Native,41
25880,Coleophora follicularis,Nachtvlinders en micro's,S,Native,34
25882,Coleophora adspersella,Nachtvlinders en micro's,S,Native,7
25885,Coleophora squalorella,Nachtvlinders en micro's,S,Native,1
25886,Coleophora salicorniae,Nachtvlinders en micro's,S,Native,16
25888,Coleophora paripennella,Nachtvlinders en micro's,S,Native,13
25889,Batrachedra praeangusta,Nachtvlinders en micro's,S,Native,162
25890,Batrachedra pinicolella,Nachtvlinders en micro's,S,Native,15
25891,Mompha miscella,Nachtvlinders en micro's,S,Native,117
25892,Mompha idaei,Nachtvlinders en micro's,S,Native,22
25893,Mompha langiella,Nachtvlinders en micro's,S,Native,76
25894,Mompha terminella,Nachtvlinders en micro's,S,Native,29
25895,Mompha locupletella,Nachtvlinders en micro's,S,Native,85
25896,Mompha raschkiella,Nachtvlinders en micro's,S,Native,149
25897,Mompha conturbatella,Nachtvlinders en micro's,S,Native,10
25898,Mompha propinquella,Nachtvlinders en micro's,S,Native,77
25899,Mompha bradleyi,Nachtvlinders en micro's,S,Native,8
25900,Mompha sturnipennella,Nachtvlinders en micro's,S,Native,46
25901,Mompha epilobiella,Nachtvlinders en micro's,S,Native,429
25902,Sorhagenia rhamniella,Nachtvlinders en micro's,S,Native,51
25903,Sorhagenia janiszewskae,Nachtvlinders en micro's,S,Native,6
25904,Pancalia leuwenhoekella,Nachtvlinders en micro's,S,Native,47
25907,Limnaecia phragmitella,Nachtvlinders en micro's,S,Native,474
25908,Cosmopterix zieglerella,Nachtvlinders en micro's,S,Native,182
25909,Cosmopterix scribaiella,Nachtvlinders en micro's,S,Native,61
25910,Cosmopterix lienigiella,Nachtvlinders en micro's,S,Native,10
25913,Scythris cicadella,Nachtvlinders en micro's,S,Native,3
25914,Scythris potentillella,Nachtvlinders en micro's,S,Native,5
25915,Scythris limbella,Nachtvlinders en micro's,S,Native,91
25916,Scythris knochella,Nachtvlinders en micro's,S,Native,6
25917,Scythris inspersella,Nachtvlinders en micro's,S,Native,2
25920,Scythris picaepennis,Nachtvlinders en micro's,S,Native,1
25921,Scythris laminella,Nachtvlinders en micro's,S,Native,3
25922,Scythris dissimilella,Nachtvlinders en micro's,S,Native,16
25923,Scythris ericetella,Nachtvlinders en micro's,S,Native,2
25926,Oegoconia deauratella,Nachtvlinders en micro's,S,Native,362
25927,Oegoconia caradjai,Nachtvlinders en micro's,S,Native,305
25928,Blastobasis phycidella,Nachtvlinders en micro's,S,Native,96
25929,Hypatopa inunctella,Nachtvlinders en micro's,S,Native,4
25930,Dactylotula kinkerella,Nachtvlinders en micro's,S,Native,2
25931,Aristotelia subdecurtella,Nachtvlinders en micro's,S,Native,4
25932,Aristotelia brizella,Nachtvlinders en micro's,S,Native,2
25933,Chrysoesthia sexguttella,Nachtvlinders en micro's,S,Native,51
25934,Atremaea lonchoptera,Nachtvlinders en micro's,S,Native,1
25935,Isophrictis striatella,Nachtvlinders en micro's,S,Native,207
25936,Metzneria lappella,Nachtvlinders en micro's,S,Native,43
25937,Metzneria metzneriella,Nachtvlinders en micro's,S,Native,37
25939,Apodia bifractella,Nachtvlinders en micro's,S,Native,137
25940,Ptocheuusa paupella,Nachtvlinders en micro's,S,Native,14
25941,Argolamprotes micella,Nachtvlinders en micro's,S,Native,249
25943,Monochroa tenebrella,Nachtvlinders en micro's,S,Native,36
25944,Monochroa conspersella,Nachtvlinders en micro's,S,Native,32
25945,Monochroa tetragonella,Nachtvlinders en micro's,S,Native,1
25946,Monochroa lutulentella,Nachtvlinders en micro's,S,Native,3
25947,Monochroa lucidella,Nachtvlinders en micro's,S,Native,8
25948,Monochroa divisella,Nachtvlinders en micro's,S,Native,6
25949,Monochroa palustrellus,Nachtvlinders en micro's,S,Native,5
25952,Monochroa suffusella,Nachtvlinders en micro's,S,Native,10
25953,Monochroa hornigi,Nachtvlinders en micro's,S,Native,2
25954,Eulamprotes wilkella,Nachtvlinders en micro's,S,Native,164
25955,Eulamprotes superbella,Nachtvlinders en micro's,S,Native,2
25956,Eulamprotes unicolorella,Nachtvlinders en micro's,S,Native,24
25957,Eulamprotes atrella,Nachtvlinders en micro's,S,Native,112
25959,Bryotropha desertella,Nachtvlinders en micro's,S,Native,73
25961,Bryotropha senectella,Nachtvlinders en micro's,S,Native,42
25962,Bryotropha similis,Nachtvlinders en micro's,S,Native,13
25963,Bryotropha umbrosella,Nachtvlinders en micro's,S,Native,1
25964,Bryotropha affinis,Nachtvlinders en micro's,S,Native,413
25965,Bryotropha basaltinella,Nachtvlinders en micro's,S,Native,40
25966,Recurvaria nanella,Nachtvlinders en micro's,S,Native,125
25967,Recurvaria leucatella,Nachtvlinders en micro's,S,Native,312
25968,Exoteleia dodecella,Nachtvlinders en micro's,S,Native,259
25970,Teleiodes vulgella,Nachtvlinders en micro's,S,Native,696
25971,Teleiodes flavimaculella,Nachtvlinders en micro's,S,Native,2
25972,Teleiodes saltuum,Nachtvlinders en micro's,S,Native,11
25975,Carpatolechia fugacella,Nachtvlinders en micro's,S,Native,2
25976,Carpatolechia fugitivella,Nachtvlinders en micro's,S,Native,55
25977,Carpatolechia alburnella,Nachtvlinders en micro's,S,Native,110
25978,Carpatolechia notatella,Nachtvlinders en micro's,S,Native,5
25980,Pseudotelphusa paripunctella,Nachtvlinders en micro's,S,Native,88
25982,Altenia scriptella,Nachtvlinders en micro's,S,Native,4
25983,Gelechia rhombella,Nachtvlinders en micro's,S,Native,3
25984,Gelechia scotinella,Nachtvlinders en micro's,S,Native,1
25985,Gelechia senticetella,Nachtvlinders en micro's,S,Native,419
25987,Gelechia sororculella,Nachtvlinders en micro's,S,Native,51
25988,Gelechia muscosella,Nachtvlinders en micro's,S,Native,123
25990,Gelechia nigra,Nachtvlinders en micro's,S,Native,22
25991,Gelechia turpella,Nachtvlinders en micro's,S,Native,3
25992,Gelechia rhombelliformis,Nachtvlinders en micro's,S,Native,2
25993,Psoricoptera gibbosella,Nachtvlinders en micro's,S,Native,100
25995,Mirificarma lentiginosella,Nachtvlinders en micro's,S,Native,2
25996,Mirificarma interrupta,Nachtvlinders en micro's,S,Native,10
25997,Mirificarma mulinella,Nachtvlinders en micro's,S,Native,33
25998,Chionodes tragicella,Nachtvlinders en micro's,S,Native,9
26000,Chionodes distinctella,Nachtvlinders en micro's,S,Native,5
26001,Chionodes electella,Nachtvlinders en micro's,S,Native,240
26002,Chionodes fumatella,Nachtvlinders en micro's,S,Native,1
26003,Aroga velocella,Nachtvlinders en micro's,S,Native,286
26004,Neofriseria peliella,Nachtvlinders en micro's,S,Native,53
26006,Prolita sexpunctella,Nachtvlinders en micro's,S,Native,3
26008,Athrips pruinosella,Nachtvlinders en micro's,S,Native,14
26011,Scrobipalpa acuminatella,Nachtvlinders en micro's,S,Native,45
26012,Scrobipalpa artemisiella,Nachtvlinders en micro's,S,Native,5
26014,Scrobipalpa salinella,Nachtvlinders en micro's,S,Native,7
26015,Scrobipalpa instabilella,Nachtvlinders en micro's,S,Native,10
26016,Scrobipalpa obsoletella,Nachtvlinders en micro's,S,Native,1
26017,Scrobipalpa nitentella,Nachtvlinders en micro's,S,Native,10
26018,Scrobipalpa atriplicella,Nachtvlinders en micro's,S,Native,1
26019,Scrobipalpa costella,Nachtvlinders en micro's,S,Native,89
26020,Scrobipalpa proclivella,Nachtvlinders en micro's,S,Native,1
26021,Scrobipalpa ocellatella,Nachtvlinders en micro's,S,Native,2
26023,Phthorimaea operculella,Nachtvlinders en micro's,S,Native,17
26024,Caryocolum alsinella,Nachtvlinders en micro's,S,Native,11
26026,Caryocolum marmoreum,Nachtvlinders en micro's,S,Native,4
26027,Caryocolum fraternella,Nachtvlinders en micro's,S,Native,2
26028,Caryocolum blandella,Nachtvlinders en micro's,S,Native,30
26030,Caryocolum tricolorella,Nachtvlinders en micro's,S,Native,3
26033,Sophronia semicostella,Nachtvlinders en micro's,S,Native,45
26035,Syncopacma taeniolella,Nachtvlinders en micro's,S,Native,17
26036,Syncopacma vinella,Nachtvlinders en micro's,S,Native,6
26039,Aproaerema anthyllidella,Nachtvlinders en micro's,S,Native,150
26040,Anacampsis temerella,Nachtvlinders en micro's,S,Native,1
26041,Anarsia lineatella,Nachtvlinders en micro's,S,Native,41
26042,Anarsia spartiella,Nachtvlinders en micro's,S,Native,29
26043,Hypatima rhomboidella,Nachtvlinders en micro's,S,Native,152
26045,Neofaculta infernella,Nachtvlinders en micro's,S,Native,10
26047,Dichomeris ustalella,Nachtvlinders en micro's,S,Native,71
26048,Dichomeris derasella,Nachtvlinders en micro's,S,Native,70
26049,Dichomeris alacella,Nachtvlinders en micro's,S,Native,32
26052,Helcystogramma lutatella,Nachtvlinders en micro's,S,Native,28
26053,Helcystogramma rufescens,Nachtvlinders en micro's,S,Native,914
26054,Acompsia schmidtiellus,Nachtvlinders en micro's,S,Native,30
26055,Pexicopia malvella,Nachtvlinders en micro's,S,Native,36
26057,Thiotricha subocellea,Nachtvlinders en micro's,S,Native,32
26059,Phtheochroa inopiana,Nachtvlinders en micro's,S,Native,125
26061,Phtheochroa sodaliana,Nachtvlinders en micro's,S,Native,3
26062,Phtheochroa rugosana,Nachtvlinders en micro's,S,Native,98
26063,Cochylimorpha straminea,Nachtvlinders en micro's,S,Native,32
26064,Cochylimorpha alternana,Nachtvlinders en micro's,S,Native,2
26066,Phalonidia affinitana,Nachtvlinders en micro's,S,Native,4
26070,Gynnidomorpha alismana,Nachtvlinders en micro's,S,Native,14
26071,Agapeta zoegana,Nachtvlinders en micro's,S,Native,364
26073,Commophila aeneana,Nachtvlinders en micro's,S,Native,1
26074,Aethes cnicana,Nachtvlinders en micro's,S,Native,137
26075,Aethes margaritana,Nachtvlinders en micro's,S,Native,5
26078,Aethes tesserana,Nachtvlinders en micro's,S,Native,42
26080,Aethes piercei,Nachtvlinders en micro's,S,Native,13
26081,Aethes hartmanniana,Nachtvlinders en micro's,S,Native,26
26083,Aethes francillana,Nachtvlinders en micro's,S,Native,8
26086,Cochylidia rupicola,Nachtvlinders en micro's,S,Native,58
26087,Cochylidia implicitana,Nachtvlinders en micro's,S,Native,86
26088,Cochylis roseana,Nachtvlinders en micro's,S,Native,6
26090,Cochylis pallidana,Nachtvlinders en micro's,S,Native,1
26091,Cochylis posterana,Nachtvlinders en micro's,S,Native,3
26092,Falseuncaria ruficiliana,Nachtvlinders en micro's,S,Native,1
26093,Acleris ferrugana,Nachtvlinders en micro's,S,Native,57
26094,Acleris quercinana,Nachtvlinders en micro's,S,Native,2
26095,Acleris shepherdana,Nachtvlinders en micro's,S,Native,49
26096,Acleris schalleriana,Nachtvlinders en micro's,S,Native,33
26097,Acleris permutana,Nachtvlinders en micro's,S,Native,6
26098,Acleris kochiella,Nachtvlinders en micro's,S,Native,11
26100,Acleris cristana,Nachtvlinders en micro's,S,Native,481
26101,Acleris hyemana,Nachtvlinders en micro's,S,Native,53
26102,Acleris lipsiana,Nachtvlinders en micro's,S,Native,39
26103,Acleris rufana,Nachtvlinders en micro's,S,Native,5
26104,Acleris lorquiniana,Nachtvlinders en micro's,S,Native,54
26105,Acleris literana,Nachtvlinders en micro's,S,Native,41
26106,Neosphaleroptera nubilana,Nachtvlinders en micro's,S,Native,1
26107,Exapate congelatella,Nachtvlinders en micro's,S,Native,6
26109,Eana incanana,Nachtvlinders en micro's,S,Native,20
26110,Cnephasia stephensiana,Nachtvlinders en micro's,S,Native,81
26111,Cnephasia pasiuana,Nachtvlinders en micro's,S,Native,11
26112,Cnephasia genitalana,Nachtvlinders en micro's,S,Native,9
26113,Cnephasia communana,Nachtvlinders en micro's,S,Native,43
26114,Cnephasia longana,Nachtvlinders en micro's,S,Native,29
26117,Periclepsis cinctana,Nachtvlinders en micro's,S,Native,77
26118,Philedone gerningana,Nachtvlinders en micro's,S,Native,12
26119,Archips betulana,Nachtvlinders en micro's,S,Native,4
26124,Choristoneura murinana,Nachtvlinders en micro's,S,Native,1
26125,Choristoneura lafauryana,Nachtvlinders en micro's,S,Native,2
26127,Aphelia viburniana,Nachtvlinders en micro's,S,Native,10
26128,Dichelia histrionana,Nachtvlinders en micro's,S,Native,148
26129,Clepsis senecionana,Nachtvlinders en micro's,S,Native,33
26130,Clepsis rurinana,Nachtvlinders en micro's,S,Native,272
26131,Clepsis pallidana,Nachtvlinders en micro's,S,Native,34
26135,Olindia schumacherana,Nachtvlinders en micro's,S,Native,85
26136,Isotrias rectifasciana,Nachtvlinders en micro's,S,Native,51
26138,Bactra furfurana,Nachtvlinders en micro's,S,Native,22
26139,Bactra lacteana,Nachtvlinders en micro's,S,Native,10
26140,Bactra robustana,Nachtvlinders en micro's,S,Native,4
26141,Endothenia oblongana,Nachtvlinders en micro's,S,Native,2
26142,Endothenia marginana,Nachtvlinders en micro's,S,Native,58
26143,Endothenia pullana,Nachtvlinders en micro's,S,Native,5
26144,Endothenia ustulana,Nachtvlinders en micro's,S,Native,2
26145,Endothenia nigricostana,Nachtvlinders en micro's,S,Native,35
26146,Endothenia ericetana,Nachtvlinders en micro's,S,Native,11
26147,Eudemis porphyrana,Nachtvlinders en micro's,S,Native,128
26148,Pseudosciaphila branderiana,Nachtvlinders en micro's,S,Native,14
26149,Apotomis semifasciana,Nachtvlinders en micro's,S,Native,41
26151,Apotomis lineana,Nachtvlinders en micro's,S,Native,73
26152,Apotomis turbidana,Nachtvlinders en micro's,S,Native,303
26153,Apotomis sauciana,Nachtvlinders en micro's,S,Native,45
26155,Cymolomia hartigiana,Nachtvlinders en micro's,S,Native,39
26156,Stictea mygindiana,Nachtvlinders en micro's,S,Native,5
26157,Argyroploce arbutella,Nachtvlinders en micro's,S,Native,1
26159,Phiaris bipunctana,Nachtvlinders en micro's,S,Native,18
26160,Phiaris palustrana,Nachtvlinders en micro's,S,Native,18
26161,Phiaris umbrosana,Nachtvlinders en micro's,S,Native,3
26163,Pristerognatha fuligana,Nachtvlinders en micro's,S,Native,5
26165,Celypha rosaceana,Nachtvlinders en micro's,S,Native,24
26166,Celypha rurestrana,Nachtvlinders en micro's,S,Native,8
26167,Celypha aurofasciana,Nachtvlinders en micro's,S,Native,48
26168,Celypha rivulana,Nachtvlinders en micro's,S,Native,54
26170,Lobesia abscisana,Nachtvlinders en micro's,S,Native,196
26173,Ancylis upupana,Nachtvlinders en micro's,S,Native,53
26174,Ancylis geminana,Nachtvlinders en micro's,S,Native,3
26175,Ancylis diminutana,Nachtvlinders en micro's,S,Native,265
26176,Ancylis tineana,Nachtvlinders en micro's,S,Native,16
26178,Epinotia sordidana,Nachtvlinders en micro's,S,Native,7
26179,Epinotia maculana,Nachtvlinders en micro's,S,Native,11
26180,Epinotia caprana,Nachtvlinders en micro's,S,Native,3
26181,Epinotia abbreviana,Nachtvlinders en micro's,S,Native,79
26182,Epinotia ramella,Nachtvlinders en micro's,S,Native,314
26183,Epinotia demarniana,Nachtvlinders en micro's,S,Native,301
26185,Epinotia fraternana,Nachtvlinders en micro's,S,Native,5
26187,Epinotia granitana,Nachtvlinders en micro's,S,Native,89
26188,Epinotia rubiginosana,Nachtvlinders en micro's,S,Native,135
26189,Epinotia nanana,Nachtvlinders en micro's,S,Native,40
26190,Epinotia pygmaeana,Nachtvlinders en micro's,S,Native,5
26191,Epinotia subsequana,Nachtvlinders en micro's,S,Native,1
26193,Rhopobota myrtillana,Nachtvlinders en micro's,S,Native,2
26194,Rhopobota ustomaculana,Nachtvlinders en micro's,S,Native,4
26195,Crocidosema plebejana,Nachtvlinders en micro's,S,Native,5
26196,Zeiraphera ratzeburgiana,Nachtvlinders en micro's,S,Native,8
26197,Zeiraphera rufimitrana,Nachtvlinders en micro's,S,Native,2
26198,Zeiraphera griseana,Nachtvlinders en micro's,S,Native,16
26199,Gypsonoma oppressana,Nachtvlinders en micro's,S,Native,137
26200,Gibberifera simplana,Nachtvlinders en micro's,S,Native,12
26202,Epiblema turbidana,Nachtvlinders en micro's,S,Native,11
26203,Epiblema costipunctana,Nachtvlinders en micro's,S,Native,36
26204,Epiblema graphana,Nachtvlinders en micro's,S,Native,7
26205,Epiblema cirsiana,Nachtvlinders en micro's,S,Native,6
26207,Epiblema hepaticana,Nachtvlinders en micro's,S,Native,19
26208,Pelochrista caecimaculana,Nachtvlinders en micro's,S,Native,8
26209,Eriopsela quadrana,Nachtvlinders en micro's,S,Native,1
26210,Eucosma obumbratana,Nachtvlinders en micro's,S,Native,61
26212,Eucosma lacteana,Nachtvlinders en micro's,S,Native,1
26215,Eucosma tripoliana,Nachtvlinders en micro's,S,Native,8
26217,Eucosma conterminana,Nachtvlinders en micro's,S,Native,486
26219,Spilonota laricana,Nachtvlinders en micro's,S,Native,322
26221,Pseudococcyx posticana,Nachtvlinders en micro's,S,Native,22
26223,Clavigesta sylvestrana,Nachtvlinders en micro's,S,Native,1
26224,Clavigesta purdeyi,Nachtvlinders en micro's,S,Native,180
26225,Gravitarmata margarotana,Nachtvlinders en micro's,S,Native,13
26226,Strophedra weirana,Nachtvlinders en micro's,S,Native,152
26227,Strophedra nitidana,Nachtvlinders en micro's,S,Native,87
26229,Pammene juniperana,Nachtvlinders en micro's,S,Native,1
26230,Pammene splendidulana,Nachtvlinders en micro's,S,Native,1
26231,Pammene obscurana,Nachtvlinders en micro's,S,Native,50
26233,Pammene giganteana,Nachtvlinders en micro's,S,Native,68
26234,Pammene albuginana,Nachtvlinders en micro's,S,Native,17
26235,Pammene gallicolana,Nachtvlinders en micro's,S,Native,3
26236,Pammene ignorata,Nachtvlinders en micro's,S,Native,3
26237,Pammene spiniana,Nachtvlinders en micro's,S,Native,6
26238,Pammene populana,Nachtvlinders en micro's,S,Native,26
26239,Pammene trauniana,Nachtvlinders en micro's,S,Native,18
26240,Pammene gallicana,Nachtvlinders en micro's,S,Native,15
26241,Pammene insulana,Nachtvlinders en micro's,S,Native,1
26242,Pammene ochsenheimeriana,Nachtvlinders en micro's,S,Native,4
26244,Cydia microgrammana,Nachtvlinders en micro's,S,Native,5
26245,Cydia pactolana,Nachtvlinders en micro's,S,Native,15
26247,Cydia servillana,Nachtvlinders en micro's,S,Native,13
26248,Cydia conicolana,Nachtvlinders en micro's,S,Native,59
26249,Cydia nigricana,Nachtvlinders en micro's,S,Native,117
26251,Cydia cosmophorana,Nachtvlinders en micro's,S,Native,37
26252,Cydia indivisa,Nachtvlinders en micro's,S,Native,1
26253,Cydia illutana,Nachtvlinders en micro's,S,Native,7
26254,Cydia coniferana,Nachtvlinders en micro's,S,Native,25
26256,Grapholita gemmiferana,Nachtvlinders en micro's,S,Native,24
26257,Grapholita janthinana,Nachtvlinders en micro's,S,Native,105
26258,Grapholita tenebrosana,Nachtvlinders en micro's,S,Native,11
26259,Grapholita molesta,Nachtvlinders en micro's,S,Native,18
26260,Grapholita lobarzewskii,Nachtvlinders en micro's,S,Native,16
26262,Grapholita jungiella,Nachtvlinders en micro's,S,Native,14
26263,Grapholita discretana,Nachtvlinders en micro's,S,Native,9
26264,Grapholita orobana,Nachtvlinders en micro's,S,Native,3
26265,Dichrorampha alpinana,Nachtvlinders en micro's,S,Native,42
26266,Dichrorampha flavidorsana,Nachtvlinders en micro's,S,Native,66
26267,Dichrorampha plumbagana,Nachtvlinders en micro's,S,Native,17
26268,Dichrorampha obscuratana,Nachtvlinders en micro's,S,Native,8
26270,Dichrorampha simpliciana,Nachtvlinders en micro's,S,Native,49
26271,Dichrorampha sylvicolana,Nachtvlinders en micro's,S,Native,8
26272,Dichrorampha vancouverana,Nachtvlinders en micro's,S,Native,16
26273,Dichrorampha agilana,Nachtvlinders en micro's,S,Native,29
26275,Dichrorampha sedatana,Nachtvlinders en micro's,S,Native,31
26276,Prochoreutis myllerana,Nachtvlinders en micro's,S,Native,15
26277,Prochoreutis sehestediana,Nachtvlinders en micro's,S,Native,19
26278,Schreckensteinia festaliella,Nachtvlinders en micro's,S,Native,80
26279,Phaulernis dentella,Nachtvlinders en micro's,S,Native,4
26280,Phaulernis fulviguttella,Nachtvlinders en micro's,S,Native,1
26282,Epermenia falciformis,Nachtvlinders en micro's,S,Native,120
26284,Agdistis bennetii,Nachtvlinders en micro's,S,Native,17
26285,Oxyptilus pilosellae,Nachtvlinders en micro's,S,Native,8
26286,Oxyptilus chrysodactyla,Nachtvlinders en micro's,S,Native,22
26287,Oxyptilus parvidactyla,Nachtvlinders en micro's,S,Native,22
26288,Crombrugghia distans,Nachtvlinders en micro's,S,Native,12
26289,Capperia britanniodactylus,Nachtvlinders en micro's,S,Native,22
26293,Stenoptilia pneumonanthes,Nachtvlinders en micro's,S,Native,8
26294,Stenoptilia zophodactylus,Nachtvlinders en micro's,S,Native,33
26296,Merrifieldia baliodactylus,Nachtvlinders en micro's,S,Native,21
26297,Merrifieldia leucodactyla,Nachtvlinders en micro's,S,Native,13
26299,Pselnophorus heterodactyla,Nachtvlinders en micro's,S,Native,9
26300,Hellinsia tephradactyla,Nachtvlinders en micro's,S,Native,1
26302,Hellinsia carphodactyla,Nachtvlinders en micro's,S,Native,31
26303,Hellinsia lienigianus,Nachtvlinders en micro's,S,Native,18
26304,Oidaematophorus lithodactyla,Nachtvlinders en micro's,S,Native,21
26305,Galleria mellonella,Nachtvlinders en micro's,S,Native,292
26306,Achroia grisella,Nachtvlinders en micro's,S,Native,72
26307,Corcyra cephalonica,Nachtvlinders en micro's,S,Native,2
26312,Aglossa caprealis,Nachtvlinders en micro's,S,Native,202
26314,Pempelia obductella,Nachtvlinders en micro's,Y,Native,26
26315,Salebriopsis albicilla,Nachtvlinders en micro's,S,Native,92
26317,Sciota rhenella,Nachtvlinders en micro's,S,Native,241
26318,Sciota hostilis,Nachtvlinders en micro's,S,Native,12
26319,Selagia argyrella,Nachtvlinders en micro's,S,Native,54
26320,Selagia spadicella,Nachtvlinders en micro's,S,Native,41
26321,Dioryctria schuetzeella,Nachtvlinders en micro's,S,Native,69
26322,Epischnia prodromella,Nachtvlinders en micro's,S,Native,5
26323,Hypochalcia ahenella,Nachtvlinders en micro's,S,Native,37
26325,Matilella fusca,Nachtvlinders en micro's,S,Native,117
26328,Conobathra tumidana,Nachtvlinders en micro's,Y,Native,214
26329,Acrobasis sodalella,Nachtvlinders en micro's,S,Native,6
26331,Glyptoteles leucacrinella,Nachtvlinders en micro's,S,Native,8
26332,Trachycera marmorea,Nachtvlinders en micro's,Y,Native,115
26333,Apomyelois bistriatella,Nachtvlinders en micro's,S,Native,61
26337,Zophodia grossulariella,Nachtvlinders en micro's,S,Native,103
26339,Eccopisa effractella,Nachtvlinders en micro's,S,Native,133
26341,Euzophera fuliginosella,Nachtvlinders en micro's,S,Native,10
26342,Nyctegretis lineana,Nachtvlinders en micro's,S,Native,58
26343,Ancylosis oblitella,Nachtvlinders en micro's,S,Native,5
26344,Homoeosoma sinuella,Nachtvlinders en micro's,S,Native,9
26345,Homoeosoma nebulella,Nachtvlinders en micro's,S,Native,15
26346,Homoeosoma nimbella,Nachtvlinders en micro's,S,Native,1
26347,Phycitodes saxicola,Nachtvlinders en micro's,S,Native,4
26348,Phycitodes albatella,Nachtvlinders en micro's,S,Native,11
26349,Vitula biviella,Nachtvlinders en micro's,S,Native,34
26350,Ephestia kuehniella,Nachtvlinders en micro's,S,Native,33
26351,Ephestia elutella,Nachtvlinders en micro's,S,Native,64
26352,Ephestia unicolorella,Nachtvlinders en micro's,S,Native,63
26354,Cadra cautella,Nachtvlinders en micro's,S,Native,4
26355,Cadra calidella,Nachtvlinders en micro's,S,Native,1
26356,Scoparia basistrigalis,Nachtvlinders en micro's,S,Native,162
26357,Eudonia lineola,Nachtvlinders en micro's,S,Native,1
26358,Heliothela wulfeniana,Nachtvlinders en micro's,S,Native,2
26361,Crambus silvella,Nachtvlinders en micro's,S,Native,28
26362,Crambus uliginosellus,Nachtvlinders en micro's,S,Native,40
26363,Agriphila deliella,Nachtvlinders en micro's,S,Native,22
26364,Catoptria fulgidella,Nachtvlinders en micro's,S,Native,66
26365,Catoptria verellus,Nachtvlinders en micro's,S,Native,1101
26366,Catoptria lythargyrella,Nachtvlinders en micro's,S,Native,1
26367,Pediasia contaminella,Nachtvlinders en micro's,S,Native,323
26368,Pediasia aridella,Nachtvlinders en micro's,S,Native,17
26369,Platytes cerussella,Nachtvlinders en micro's,S,Native,21
26374,Atralata albofascialis,Nachtvlinders en micro's,S,Native,19
26375,Eurrhypis pollinalis,Nachtvlinders en micro's,S,Native,2
26377,Pyrausta nigrata,Nachtvlinders en micro's,S,Native,153
26378,Pyrausta cingulata,Nachtvlinders en micro's,S,Native,1
26379,Loxostege sticticalis,Nachtvlinders en micro's,S,Native,27
26381,Sitochroa verticalis,Nachtvlinders en micro's,S,Native,172
26382,Paratalanta hyalinalis,Nachtvlinders en micro's,S,Native,68
26383,Anania terrealis,Nachtvlinders en micro's,S,Native,36
26384,Anania funebris,Nachtvlinders en micro's,S,Native,24
26385,Psammotis pulveralis,Nachtvlinders en micro's,S,Native,2
26386,Anania crocealis,Nachtvlinders en micro's,S,Native,308
26387,Nascia cilialis,Nachtvlinders en micro's,S,Native,232
26388,Udea fulvalis,Nachtvlinders en micro's,S,Native,265
26389,Mecyna flavalis,Nachtvlinders en micro's,S,Native,68
26390,Diasemia reticularis,Nachtvlinders en micro's,S,Native,50
26391,Diasemiopsis ramburialis,Nachtvlinders en micro's,S,Native,1
26393,Palpita vitrealis,Nachtvlinders en micro's,S,Native,27
26397,Agrotera nemoralis,Nachtvlinders en micro's,S,Native,164
26398,Thyris fenestrella,Nachtvlinders en micro's,S,Native,64
26411,Ophion ventricosus,Bijen wespen en mieren,S,Native,6
26412,Verbena hastata,Planten,S,Incidental / Vagrant / Migrant,50
26413,Spongilla lacustris,overige ongewervelden,S,Native,27
26415,Rhaphium appendiculatum,Vliegen en Muggen,S,Native,32
26416,Cerodontha denticornis,Vliegen en Muggen,S,Native,1
26417,Limnia unguicornis,Vliegen en Muggen,S,Native,60
26418,Liriomyza spec.,Vliegen en Muggen,M,Native,7
26419,Minettia longipennis,Vliegen en Muggen,S,Native,86
26420,Trichrysis cyanea,Bijen wespen en mieren,S,Native,174
26421,Tenthredo temula,Bijen wespen en mieren,S,Native,60
26422,Phryno vetula,Vliegen en Muggen,S,Native,1
26423,Azelia spec.,Vliegen en Muggen,M,Native,5
26424,Melanophora roralis,Vliegen en Muggen,S,Native,7
26425,Siphona spec.,Vliegen en Muggen,M,Native,8
26426,Nemophora ochsenheimerella,Nachtvlinders en micro's,S,Native,19
26427,Dichrorampha spec.,Nachtvlinders en micro's,M,Native,509
26429,Phytomyza pubicornis,Vliegen en Muggen,S,Native,17
26430,Hydroglyphus pusillus,Kevers,Y,Native,597
26431,Mollusca indet.,overige ongewervelden,M,Native,30
