taxonID	datasetName	scientificName	synonym	kingdom	phylum	class	order	family	genus	specificEpithet	subspecies	taxonGroup	vernacularNameEN	vernacularNameNL	vernacularNameFR	euConcernStatus	invasionStage	invasionStageCertainty	BFIS	ISEIA	spatialDistribution	invasiveness	introductionPathway	introductionMode	habitat	nativeRange	presenceBE	presenceFL	presenceWA	presenceBR	presenceBECoast	presenceBPNS	presenceBEEZ	firstObservationYearBE	firstObservationYearFL	latestObservationYearBE	source	sourceID	riskAnalysis	publicationStatus	notes
	rinse				Annelida	Polychaeta			Branchiomma	bombyx															marine		not confirmed														
	rinse				Annelida	Clitellata			Branchiura	sowerbyi															freshwater		present														
	rinse				Annelida	Clitellata			Bratislavia	dadayi															freshwater		present														
	rinse				Annelida	Clitellata			Caspiobdella	fadejewi															marine+freshwater		not confirmed														
	rinse				Annelida	Clitellata			Chaetogaster	orchidii															freshwater		not confirmed														
	rinse				Annelida	Polychaeta			Clymenella	torquata															marine		not confirmed														
	rinse				Annelida	Polychaeta			Desdemona	ornata															marine		not confirmed														
	rinse				Annelida	Clitellata			Erpobdella	testacea															freshwater		present														
	rinse				Annelida	Polychaeta			Ficopomatus	enigmaticus															marine		present														
	rinse				Annelida	Polychaeta			Filogranula	calyculata															marine		present														
	rinse				Annelida	Polychaeta			Goniadella	gracilis															marine		not confirmed														
	rinse				Annelida	Clitellata			Haementeria	costata															freshwater		not confirmed														
	rinse				Annelida	Polychaeta			Hydroides	dianthus															marine		present														
	rinse				Annelida	Polychaeta			Hydroides	elegans															marine		not confirmed														
	rinse				Annelida	Polychaeta			Hydroides	ezoensis															marine		present														
	rinse				Annelida	Polychaeta			Hypania	invalida															freshwater		present														
	rinse				Annelida	Clitellata			Insulodrilus	sp.															marine+freshwater		not confirmed														
	rinse				Annelida	Polychaeta			Janua	brasiliensis															marine		not confirmed														
	rinse				Annelida	Clitellata			Limnodrilus	cervix															freshwater		present														
	rinse				Annelida	Clitellata			Limnodrilus	maumeensis															freshwater		not confirmed														
	rinse				Annelida	Clitellata			Limnodrilus	profundicola															freshwater		not confirmed														
	rinse				Annelida	Polychaeta			Marenzelleria	neglecta															marine		present														
	rinse				Annelida	Polychaeta			Marenzelleria	viridis															marine		present														
	rinse				Annelida	Polychaeta			Marenzelleria	wireni															marine+freshwater		present														
	rinse				Annelida	Polychaeta			Marphysa	sanguinea															marine		not confirmed														
	rinse				Annelida	Polychaeta			Metavermilia	multicristata															marine		present														
	rinse				Annelida	Polychaeta			Microphthalmus	similis															marine		present														
	rinse				Annelida	Clitellata			Monopylephorus	limosus															freshwater		present														
	rinse				Annelida	Polychaeta			Nereis	virens															marine		not confirmed														
	rinse				Annelida	Polychaeta			Paralaeospira	malardi															marine		not confirmed														
	rinse				Annelida	Polychaeta			Pileolaria	berkeleyana															marine		not confirmed														
	rinse				Annelida	Polychaeta			Pileolaria	militaris															marine		not confirmed														
	rinse				Annelida	Polychaeta			Polydora	ciliata															marine		present														
	rinse				Annelida	Polychaeta			Polydora	hoplura															marine		present														
	rinse				Annelida	Clitellata			Potamothrix	vejdovskyi															marine		present														
	rinse				Annelida	Polychaeta			Proceraea	cornuta															marine		not confirmed														
	rinse				Annelida	Clitellata			Psammoryctides	moravicus															marine+freshwater		present														
	rinse				Annelida	Clitellata			Quistadrilus	multisetosus															freshwater		present														
	rinse				Annelida	Polychaeta			Sabellaria	spinulosa															marine		present														
	rinse				Annelida	Polychaeta			Scolelepis	cf. bonnieri															marine		not confirmed														
	rinse				Annelida	Clitellata			Sparganophilus	tamensis															freshwater		not confirmed														
	rinse				Annelida	Polychaeta			Spirorbis	marioni															marine		not confirmed														
	rinse				Annelida	Polychaeta			Streblospio	benedicti															marine		present														
	rinse				Annelida	Polychaeta			Syllidia	armata															marine		not confirmed														
	rinse				Annelida	Polychaeta			Syllis	gracilis															marine		present														
	rinse				Annelida	Clitellata			Tasserkidrilus	americanus															freshwater		present														
	rinse				Annelida	Clitellata			Tubificoides	heterochaetus															marine+freshwater		present														
	rinse				Annelida	Clitellata			Tubificoides	pseudogaster															marine		not confirmed														
	rinse				Annelida	Polychaeta			Vermiliopsis	striaticeps															marine		not confirmed														
	rinse				Arthropoda	Insecta			Abax	parallelus															terrestrial		present														
	rinse				Arthropoda	Insecta			Abgrallapspis	cyanophylli															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Ablerus	clisiocampae															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Ablerus	perspeciosus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Acalyptris	platani															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Acanthocinus	aedilis															terrestrial		present														
	rinse				Arthropoda	Insecta			Acanthocnemus	nigricans															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Acantholyda	erythrocephala															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Acantholyda	laricis															terrestrial		present														
	rinse				Arthropoda	Insecta			Acanthoscelides	obtectus															terrestrial		present														
	rinse				Arthropoda	Insecta			Acanthoxyla	geisovii															terrestrial		not confirmed														
