index	taxonID	datasetName	scientificName	synonym	kingdom	phylum	class	order	family	genus	specificEpithet	subspecies	taxonGroup	vernacularNameEN	vernacularNameNL	vernacularNameFR	status	statusCertainty	BFIS	ISEIA	spatialDistribution	invasiveness	introductionPathway	introductionMode	habitat	origin	presenceBE	presenceFL	presenceWA	presenceBR	presenceBECoast	presenceBPNS	presenceBEEZ	firstObservationYearBE	firstObservationYearFL	latestObservationYearBE	source	sourceID	riskAnalysis	publicationStatus	notes
index		plants	Periploca graeca L.						Apocynaceae								Cas.						Hort.	D		E AS-Te			X					1918		1918					
index		plants	Vinca major L.						Apocynaceae								Nat.						Hort.	D		E AF AS-Te		X	X	X				<1835		N					
index		plants	Vincetoxicum nigrum (L.) Moench						Apocynaceae								Nat.						Hort.	D		E		X	X					1877		N					
index		plants	Vincetoxicum rossicum (Kleopow) Barbar.						Apocynaceae								Cas.						Hort.	D		E AS-Te		X						1965		1965					
index		plants	Aponogeton distachyos L. f.						Aponogetonaceae								Nat.?						Hort.	D		AF		X	X					1993		N?					
index		plants	Ilex x altaclerensis (Loudon) Dallimore (I. aquifolium L. x perado Ait.)						Aquifoliaceae								Cas.						Hort.	D		Cult.		X						2006		2015					
index		plants	Ilex x meserveae S.Y. Hu (I. aquifolium L. x I. rugosa Friedr. Schmidt)						Aquifoliaceae								Cas.						Hort.	D		Cult.		X						2014		2015					
index		plants	Ilex crenata Thunb.						Aquifoliaceae								Cas.						Hort.	D 		AS-Te		X						2012		2015					
index		plants	Arum italicum Mill. s.l.						Araceae								Nat.						Hort.	D		E		X	X	X				1955		N					
index		plants	Lemna minuta Humb., Bonpl. et Kunth						Araceae								Inv.						Waterfowl	A		AM		X	X	X				1983		N					
index		plants	Lemna turionifera Landolt						Araceae								Nat.						Waterfowl	A		NAM AS-Te		X	X	X				2005		N					
index		plants	Lysichiton americanus Hultén et St John x L. camtschatcensis (L.) Schott						Araceae								Inv.						Hort.	D		Cult.		X	X					1997		N					
index		plants	Pistia stratiotes L.						Araceae								Cas.						Hort.	D		Trop.		X						2000		2015					
index		plants	Typhonium venosum (Ait.) Hett. et Boyce	Sauromatum venosum (Ait.) Kunth					Araceae								Nat.?						Hort.	D		AS-Te		X	X					2010		N?					
index		plants	Zantedeschia albomaculata (Hook.) Baill.						Araceae								Cas.						Hort.	D		AF		X						2011		2011					
index		plants	Aralia cordata Thunb.						Araliaceae								Cas.						Hort.	D		AS-Te			X					1915		1948					
index		plants	Aralia elata (Miq.) Seem.						Araliaceae								Nat.						Hort.	D		AS-Te		X		X				<1999		N					
index		plants	Aralia racemosa L.						Araliaceae								Cas.						Hort.	D		NAM		X	 					1972		1972					
index		plants	Fatsia japonica (Thunb.) Decaisne et Planch.						Araliaceae								Cas.						Hort.	D		AS-Te		X						2005		2015					
index		plants	Hedera colchica K. Koch						Araliaceae								Nat.						Hort.	D		E AS-Te		X	X					1952		N					
index		plants	Hedera hibernica (Kirchner) Bean						Araliaceae								Nat.						Hort.	D		E		X	X					?		N					
index		plants	Hedera maroccana McAllister						Araliaceae								Cas.						Hort.	D		AF		X						2010		2010					
index		plants	Hydrocotyle novae-zelandiae DC.						Araliaceae								Nat.						?	A		AUS		X						1984		N					
index		plants	Hydrocotyle ranunculoides L. f.						Araliaceae								Inv.						Hort.	D		NAM		X	X	X				1992		N					
index		plants	Hydrocotyle verticillata Thunb.						Araliaceae								Cas.						Hort.	D		AM		X						2009		2014					
index		plants	Araucaria araucana (Molina) K. Koch						Araucariaceae								Cas.						Hort.	D		SAM				X				2009		2009					
index		plants	Phoenix dactylifera L.						Arecaceae								Cas.						Food refuse	D		AF AS-Te		X	X	X				1945		2015					
index		plants	Trachycarpus fortunei (Hook.) H. Wendl.						Arecaceae								Cas.						Hort.	D		AS-Te		X						2015		2015					
index		plants	Aristolochia clematitis L.						Aristolochiaceae								Nat.						Hort.	D		E AS-Te		X	X	X				1828		N					
index		plants	Aristolochia rotunda L.						Aristolochiaceae								Cas.						?	A		E				X				1952		1952					
index		plants	Asarum europaeum L.						Aristolochiaceae								Nat.						Hort.	D		E AS-Te		X	X					1811		N					
index		plants	Isotrema macrophyllum (Lam.) C. Reed	Aristolochia macrophylla Lam.					Aristolochiaceae								Nat.?						Hort.	D		NAM			X					<1999		N?					
index		plants	Agave americana L.						Asparagaceae								Cas.						Hort.	D		NAM			X					2007		2007					
index		plants	Camassia leichtlinii (Baker) S. Watson subsp. suksdorfii (Greenman) Gould						Asparagaceae								Cas.						Hort.	D		NAM		X						2013		2014					
index		plants	Chionodoxa luciliae Boiss.						Asparagaceae								Nat.?						Hort.	D		AS-Te		X	X	X				1984		N?					
index		plants	Chionodoxa sardensis Whittall ex Barr et Sugd.						Asparagaceae								Nat.?						Hort.	D		AS-Te				X				1987		N?					
index		plants	Chlorophytum comosum group						Asparagaceae								Cas.						Hort.	D 		Cult.		X						2011		2015					
index		plants	Danae racemosa (L.) Moench						Asparagaceae								Cas.						Hort.	D		AS-Te		X						2015		2015					
index		plants	Honorius nutans (L.) Gray	Ornithogalum nutans L.					Asparagaceae								Cas.						Hort., seeds	D/A		E AS-Te		X	X	X				<1835		2014					
index		plants	Hosta spec.						Asparagaceae								Cas.						Hort.	D		?		X						2005		2015					
index		plants	Hyacinthoides hispanica (Mill.) Rothm.						Asparagaceae								Nat.						Hort.	D		E AF		X	X	X				1882		N					
index		plants	Hyacinthoides x massartiana Geerinck (H. hispanica x non-scripta (L.) Chouard ex Rothm.)						Asparagaceae								Inv.						Hort.	D		Hybr.		X	X	X				1977		N					
index		plants	Hyacinthus orientalis L.						Asparagaceae								Cas.						Hort.	D		AS-Te		X	X					1977		2015					
index		plants	Loncomelos brevistylus (Wolfner ) Dostál 	Ornithogalum pyramidale L., O. brevistylum Wolfner					Asparagaceae								Cas.?						Hort.	D		E		X	X					1987		2013					
index		plants	Loncomelos narbonense (L.) Raf.	Ornithogalum narbonense L.					Asparagaceae								Cas.						Grain	A		E AF AS-Te		X						2001		2011					
index		plants	Maianthemum dilatatum (Alph. Wood) A. Nelson & J. F. Macbride						Asparagaceae								Cas.?						Hort.	D		NAM AS-Te		X						2013		2013					
index		plants	Muscari armeniacum Leichtlin ex Baker						Asparagaceae								Nat.						Hort.	D		E AS-Te		X	X					1975?		N					
index		plants	Muscari latifolium Kirk.						Asparagaceae								Cas.						Hort.	D		AS-Te		X						2014		2014					
index		plants	Ornithogalum divergens Boreau 	O. umbellatum subsp. divergens (Boreau) Bonnier et Layens					Asparagaceae								Nat.?						Hort.	D		E AS-Te		X	X	X				1919		N?					
index		plants	Polygonatum x hybridum Brügger (P. odoratum (Mill.) Druce x P. multiflorum (L.) All.)						Asparagaceae								Cas.						Hort.	D		Cult.		X						2009		2015					
index		plants	Ruscus aculeatus L.						Asparagaceae								Cas.						Hort.	D		E AF AS-Te		X	X					<1800		2013					
index		plants	Scilla siberica Haw.						Asparagaceae								Nat.?						Hort.	D		AS-Te		X	X	X				1984		N?					
index		plants	Yucca flaccida Haworth	Y. filamentosa L. s.l.					Asparagaceae								Nat.?						Hort.	D		NAM		X						2001		N?					
index		plants	Yucca gloriosa L.						Asparagaceae								Nat.						Hort.	D		NAM		X	X					2001		N					
index		plants	Acanthospermum hispidum DC.						Asteraceae								Cas.						Grain	A		SAM		X						1997		2005					
index		plants	Achillea ageratum L.						Asteraceae								Cas.						Hort.	D		E AF		X						1953		1960					
index		plants	Achillea cartilaginea Ledeb. ex Reichenb. s.l.	Incl. A. salicifolia Besser					Asteraceae								Cas.						Hort.	D?		E AS-Te		X						1986		1986					
index		plants	Achillea collina J. Becker ex Reichenb.						Asteraceae								Nat.?						Ore?	A		E		X						?		N?					
index		plants	Achillea filipendulina Lam.						Asteraceae								Cas.						Hort.	D		AS-Te		X	X					1944		2015					
index		plants	Achillea nobilis L.						Asteraceae								Nat.						Grain, wool, hort.	A/D		E AS-Te		X	X	X				1880		N					
index		plants	Achillea setacea Waldst. et Kit.						Asteraceae								Cas.						Grain?	A		E AS-Te		X						1885		1886					
index		plants	Acmella spec.						Asteraceae								Cas.						Wool	A		Trop.			X					1955		1955					
index		plants	Acmella oleracea (L.) R.K.Jansen						Asteraceae								Cas.						Hort.	D		SAM		X						2008		2008					
index		plants	Adenostyles alliariae (Gouan) A. Kerner						Asteraceae								Cas.						?	A?		E			X					1971		1971					
index		plants	Ageratina altissima (L.) King et Robinson 	Eupatorium rugosum Houtt.					Asteraceae								Cas.						Hort.?	D?		NAM			X					1953		2011					
index		plants	Ageratum houstonianum Mill.						Asteraceae								Cas.						Hort.	D		AM		X	X	X				1908		2014					
index		plants	Amberboa moschata (L.) DC.	Centaurea moschata L.					Asteraceae								Cas.						Hort.	D		E AS				X				1952		1952					
index		plants	Ambrosia artemisiifolia L.						Asteraceae								Nat.?						Grain, wool,etc	A		NAM		X	X	X				1883		N?					
index		plants	Ambrosia psilostachya DC.	Ambrosia coronopifolia Torr. et A. Gray					Asteraceae								Nat.						Ore,etc	A		NAM		X	X	X				1917		N					
index		plants	Ambrosia trifida L.						Asteraceae								Cas.						Grain, wool,etc	A		NAM		X	X	X				1829		2012					
index		plants	Amphiachyris dracunculoides (DC.) Nutt.	Gutierrezia dracunculoides (DC.) S.T. Blake					Asteraceae								Cas.						Ore?	A		NAM		X						1991		1991					
index		plants	Anacyclus clavatus (Desf.) Pers.						Asteraceae								Cas.						Grain, wool	A		E AF AS-Te		X	X					1911		2015					
index		plants	Anacyclus radiatus Loisel.						Asteraceae								Cas.						Grain	A		E AF AS-Te		X						1998		1999					
index		plants	Anacyclus valentinus L.						Asteraceae								Cas.						?	A		E AF		X	X					1913		1932					
index		plants	Anaphalis margaritacea (L.) Benth.						Asteraceae								Cas.						Hort.	D		NAM AS-Te		X	X	X				<1850		2015					
index		plants	Anaphalis triplinervis (Sims.) C.B. Clarke						Asteraceae								Cas.						Hort.	D		AS-Te		X						2005		2005					
index		plants	Anthemis ruthenica Bieb.						Asteraceae								Cas.						Grain,etc	A		E AS-Te		X						1828		2012					
index		plants	Arctotheca calendula (L.) Levyns						Asteraceae								Cas.						Grain, wool	A		AF		X	X					1902		2014					
index		plants	Artemisia abrotanum L.						Asteraceae								Cas.						Agric.	D		?		X	X					1872		2015					
index		plants	Artemisia afra Jacq.						Asteraceae								Cas.						Wool	A		AF			X					1893		1900					
index		plants	Artemisia annua L.						Asteraceae								Nat.						Wool,etc	A		E AS-Te		X		X				1891		N					
index		plants	Artemisia austriaca Jacq.						Asteraceae								Ext.						?	A		E		X	X					1944		1957					
index		plants	Artemisia biennis Willd.						Asteraceae								Cas.						Grain,etc	A		NAM AS-Te		X	X	X				1895		Ann.					
index		plants	Artemisia campestris L. subsp. maritima Arcang.						Asteraceae								Nat.						Hort.	D		E		X						2001		N					
index		plants	Artemisia dracunculus L.						Asteraceae								Nat.?						Agric.	D		E AS-Te NAM		X	X	X				1817?		N?					
index		plants	Artemisia ludoviciana Nutt.						Asteraceae								Cas.						Hort., wool	A		NAM 		X	X					1902		2015					
index		plants	Artemisia pontica L.						Asteraceae								Cas.						Hort.	D		E AS-Te		X	X	X				<1850		1949					
index		plants	Artemisia princeps Pamp.						Asteraceae								Nat.						?	A		AS-Te		X						2011		N					
index		plants	Artemisia scoparia Waldst. et Kit.						Asteraceae								Cas.						Wool, grain,etc	A		E AS-Te		X	X					1911		2000					
index		plants	Artemisia sieversiana Ehrh.						Asteraceae								Cas. 						Grain	A		E AS-Te		X						2011		2015					
index		plants	Artemisia verlotiorum Lamotte						Asteraceae								Nat.						?	A		AS-Te		X	X	X				1937		N					
index		plants	Aster ageratoides Turcz.						Asteraceae								Cas.						Hort.	D		AS-Te		X						2014		2015					
index		plants	Aster amellus L.						Asteraceae								Cas.						Hort.	D		E AS-Te				X				<1951		<1951					
index		plants	Asteriscus aquaticus (L.) Less.						Asteraceae								Cas.						Wool	A		E AF AS-Te			X					1911		1911					
index		plants	Athanasia trifurcata L.						Asteraceae								Cas.						Wool	A		AF			X					1909		1912					
index		plants	Baccharis halimifolia L.						Asteraceae								Inv.						Hort.	D		NAM		X						1924		N					
index		plants	Bidens bipinnata L.						Asteraceae								Cas.						Grain?	A		SAM		X	X					1885		1915					
index		plants	Bidens connata Muhlenb. ex Willd.						Asteraceae								Nat.						Waterfowl?	A		NAM		X	X					1920		N					
index		plants	Bidens frondosa L. var. anomala Porter ex Fernald						Asteraceae								Nat.?						Waterfowl?	A		AM		X	X					1979		N?  					
index		plants	Bidens frondosa L. var. frondosa						Asteraceae								Inv.						Waterfowl?	A		AM		X	X	X				1886?		N					
index		plants	Bidens pilosa L.						Asteraceae								Cas.						Wool, grain,etc	A		SAM		X	X					1903		2015					
index		plants	Bidens radiata Thuill.						Asteraceae								Cas.						Fish	A		E AS-Te		X						2005		2015					
index		plants	Bidens subalternans DC.						Asteraceae								Cas.						Wool, grain,etc	A		SAM		X	X					1903		2004					
index		plants	Bidens triplinervia Humb., Bonpl. et Kunth var. macrantha (Wedd.) Sherff						Asteraceae								Cas.						Hort.	D		SAM		X						2000		2014					
index		plants	Bidens vulgata E. Greene						Asteraceae								Cas.						Grain	A		NAM		X						2000		2001					
index		plants	Brachycome heterodonta DC.						Asteraceae								Cas.						Wool	A		AUS			X					1892		1892					
index		plants	Calendula arvensis L.						Asteraceae								Cas.						Grain?	A		E AF AS-Te			X	X				1859		2014					
index		plants	Calendula officinalis L.						Asteraceae								Cas.						Hort.	D		?		X	X	X				1858		Ann.					
index		plants	Callistephus chinensis (L.) Nees						Asteraceae								Cas.						Hort.	D		AS-Te		X	X					1930		2014					
index		plants	Calotis cuneifolia R.Brown						Asteraceae								Cas.						Wool	A		AUS			X					1895		1963					
index		plants	Calotis hispidula F. Muell.						Asteraceae								Cas.						Wool	A		AUS			X					1898		1949					
index		plants	Calotis lappulacea Benth.						Asteraceae								Cas.						Wool	A		AUS			X					1902		1940					
index		plants	Carduus acanthoides L.						Asteraceae								Nat.						?	A		E AS-Te		X	X	X				1866?		N					
index		plants	Carduus hamulosus Ehrh.						Asteraceae								Cas.						Seeds	A		E AS-Te		X						1876		1877					
index		plants	Carduus nutans L. subsp. leiophyllus (Petrovič) Arènes						Asteraceae								Cas.						Grain, etc	A?		E AF AS-Te		X	 	X				1908		2012					
index		plants	Carduus pycnocephalus L.						Asteraceae								Cas.						Grain, wool,etc	A		E AF AS-Te		X	X					<1850		2015					
index		plants	Carduus vivariensis Jord.						Asteraceae								Cas.						Seeds,etc	A		E		X	X					1897		1965					
index		plants	Carduus x theriotii Rouy (C. pycnocephalus x tenuiflorus Curt.)						Asteraceae								Cas.						Hybridization	A		Hybr.			X					<1850		1892					
index		plants	Carthamus lanatus L.						Asteraceae								Cas.						Wool, grain,etc	A		E AF AS-Te		X	X					1940		2015					
index		plants	Carthamus tinctorius L.						Asteraceae								Cas.						Birdseed	D		Cult.		X	X	X				1893		Ann.					
index		plants	Catananche caerulea L.						Asteraceae								Cas.						Hort.	D		E AF		X						1953		1953					
index		plants	Centaurea alba L.						Asteraceae								Cas.						?	A		E		?	?	?				<1850		<1850					
index		plants	Centaurea algeriensis Coss. et Durieu	Centaurea diluta Ait. subsp. algeriensis (Coss. et Durieu) Maire					Asteraceae								Cas.						Grain?	A		AF		X	 					1918		1918					
index		plants	Centaurea aspera L.						Asteraceae								Cas.						Ore?	A		E		X	X	 				1872		1983					
index		plants	Centaurea benedicta (L.) L.	Cnicus benedictus L.					Asteraceae								Cas.						Agric.,etc	A/D		E AF AS-Te		X	X					1886		1953					
index		plants	Centaurea calocephala Willd.	Centaurea atropurpurea Waldst. & Kit. 					Asteraceae								Cas.						Hort.	D		E		X						2014		2014					
index		plants	Centaurea diffusa Lam.						Asteraceae								Cas.						Wool,etc	A		E AS-Te		X	X	X				1877		1944					
index		plants	Centaurea diluta Ait. 						Asteraceae								Cas.						Grain?	A		E AF  		X	X	X				1918		2015					
index		plants	Centaurea glaberrima Tausch						Asteraceae								Cas.						?	A		E			X					<1850		<1850					
index		plants	Centaurea hyalolepis Boiss.						Asteraceae								Cas.						?	A		E AS-Te		X	X					1954		1955					
index		plants	Centaurea macrocephala Willd.						Asteraceae								Cas.						Hort.	D		AS-Te			X	X				1940		2012					
index		plants	Centaurea melitensis L.						Asteraceae								Cas.						Grain, wool,etc	A		E AF AS-Te		X	X	X				1848		2012					
index		plants	Centaurea nigrescens Willd.	Centaurea jacea L. subsp. nigrescens (Willd.) Čelak.					Asteraceae								Nat.?						?	A		E		X	X					1826		N?					
index		plants	Centaurea orientalis L.						Asteraceae								Cas.						Grain?	A		E AS-Te			X					1893		1894					
index		plants	Centaurea paniculata L.						Asteraceae								Cas.						?	A		E			X					1895		1895					
index		plants	Centaurea pectinata L.						Asteraceae								Cas.						?	A		E			X					2004		2004					
index		plants	Centaurea phrygia L.						Asteraceae								Cas.						?	A?		E			X					<1850		<1850					
index		plants	Centaurea solstitialis L. subsp. adamii (Willd.) Nyman						Asteraceae								Cas.						Grain	A		E AS-Te		X	X					1927		2012					
