taxonID	datasetName	scientificName	synonym	kingdom	phylum	class	order	family	genus	specificEpithet	subspecies	taxonGroup	vernacularNameEN	vernacularNameNL	vernacularNameFR	status	statusCertainty	BFIS	ISEIA	spatialDistribution	invasiveness	introductionPathway	introductionMode	habitat	origin	presenceBE	presenceFL	presenceWA	presenceBR	presenceBECoast	presenceBPNS	presenceBEEZ	firstObservationYearBE	firstObservationYearFL	latestObservationYearBE	source	sourceID	riskAnalysis	publicationStatus	notes	usageKey	canonicalName	rank	matchType	confidence	acceptedKey
	plants	Eragrostis neesii Trin.						Poaceae								ACCEPTED						Wool	A		SAM			X					1895		1895						4143912	Eragrostis neesii	SPECIES	EXACT	100	4143912
	plants	Eragrostis neomexicana Vasey ex Beal						Poaceae								SYNONYM						Wool, grain,etc	A		NAM  		X	X					1947		2011						4143895	Eragrostis neomexicana	SPECIES	EXACT	100	2705339
	plants	Eragrostis nigra Nees ex Steud.						Poaceae								ACCEPTED						?	A		AS				X				1913		1913						4143852	Eragrostis nigra	SPECIES	EXACT	100	4143852
	plants	Eragrostis obtusa Munro ex Ficalho & Hiern						Poaceae								ACCEPTED						Wool	A		AF			X					1911		1911						4143702	Eragrostis obtusa	SPECIES	EXACT	100	4143702
	plants	Eragrostis papposa (Desf. ex Roem. & Schult.) Steud.						Poaceae								ACCEPTED						Wool	A		E AF AS-Te			X					1955		1955						4143386	Eragrostis papposa	SPECIES	EXACT	100	4143386
	plants	Eragrostis parviflora (R.Br.) Trin.						Poaceae								ACCEPTED						Wool	A		AUS			X					1887		1969						2705393	Eragrostis parviflora	SPECIES	EXACT	100	2705393
	plants	Eragrostis pectinacea (Michx.) Nees						Poaceae								ACCEPTED						Grain, wool,etc	A		AM		X	X					1940		2012						2705420	Eragrostis pectinacea	SPECIES	EXACT	100	2705420
	plants	Eragrostis pilosa (L.) P.Beauv.						Poaceae								ACCEPTED						Wool, grain,etc	A		E AF AS-Te		X	X					1877		2013						2705400	Eragrostis pilosa	SPECIES	EXACT	100	2705400
	plants	Eragrostis plana Nees						Poaceae								ACCEPTED						Wool	A		AF			X					1911		1948						2705350	Eragrostis plana	SPECIES	EXACT	100	2705350
	plants	Eragrostis planiculmis Nees						Poaceae								ACCEPTED						Wool	A		AF			X					1947		1947						4142741	Eragrostis planiculmis	SPECIES	EXACT	100	4142741
	plants	Eragrostis procumbens Nees						Poaceae								ACCEPTED						Wool	A		AF			X					1921		1947						4142399	Eragrostis procumbens	SPECIES	EXACT	100	4142399
	plants	Eragrostis rotifer Rendle						Poaceae								ACCEPTED						Wool	A		AF			X					<1950		<1950						4111606	Eragrostis rotifer	SPECIES	EXACT	100	4111606
	plants	Eragrostis tef (Zucc.) Trotter						Poaceae								ACCEPTED						Grain, wool	A		AF AS-Te		X	X					1939		2012						2705325	Eragrostis tef	SPECIES	EXACT	100	2705325
	plants	Eragrostis trichophora Coss. & Durieu						Poaceae								SYNONYM						Wool	A		AF			X					1921		1921						2705367	Eragrostis trichophora	SPECIES	EXACT	100	2705391
	plants	Eragrostis virescens subsp. verloovei						Poaceae								SYNONYM						?	A		SAM		X						1999		2003						6084851	Eragrostis virescens verloovei	SUBSPECIES	EXACT	100	2705339
	plants	Eragrostis virescens subsp. virescens						Poaceae								ACCEPTED						Wool, grain,etc	A		SAM		X	X					1947		2013						6084852	Eragrostis virescens virescens	SUBSPECIES	EXACT	97	6084852
	plants	Eremopoa persica (Trin.) Roshev.						Poaceae								ACCEPTED						Grain	A		AS-Te			X					1957		1957						4138123	Eremopoa persica	SPECIES	EXACT	100	4138123
	plants	Eremopyrum bonaepartis (Spreng.) Nevski						Poaceae								ACCEPTED						Grain	A		AF AS-Te			X					1954		1954						2704664	Eremopyrum bonaepartis	SPECIES	EXACT	100	2704664
	plants	Eriochloa australiensis Stapf & Thell.						Poaceae								ACCEPTED						Wool	A		AUS			X					1911		1911						4134633	Eriochloa australiensis	SPECIES	EXACT	100	4134633
	plants	Eriochloa crebra S.T.Blake						Poaceae								ACCEPTED						Wool	A		AUS			X					1895		1947						4134508	Eriochloa crebra	SPECIES	EXACT	100	4134508
	plants	Eriochloa procera (Retz.) C.E.Hubb.						Poaceae								ACCEPTED						Wool	A		AS-Tr		X	X					1899		1947						2702527	Eriochloa procera	SPECIES	EXACT	100	2702527
	plants	Eriochloa pseudoacrotricha (Stapf ex Thell.) J.M.Black						Poaceae								ACCEPTED						Wool	A		AUS			X					1904		1959						2702519	Eriochloa pseudoacrotricha	SPECIES	EXACT	100	2702519
	plants	Eustachys neglecta (Nash) Nash						Poaceae								ACCEPTED						Wool	A		NAM			X					1949		1949						5289814	Eustachys neglecta	SPECIES	EXACT	100	5289814
	plants	Eustachys retusa (Lag.) Kunth						Poaceae								ACCEPTED						Wool	A		SAM			X					1950		1950						5289819	Eustachys retusa	SPECIES	EXACT	100	5289819
	plants	Fargesia spathacea Franch.						Poaceae								ACCEPTED						Hort.	D		AS-Te		X						1988		1988						5676003	Fargesia spathacea	SPECIES	EXACT	100	5676003
	plants	Festuca brevipila R.Tracey						Poaceae								SYNONYM						Seeds  	D/A		E		X	X	X				1863		N						2704955	Festuca brevipila	SPECIES	EXACT	100	2704949
	plants	Festuca gautieri (Hack.) K.Richt.						Poaceae								ACCEPTED						Hort.	D		E		X						1991		1991						4123970	Festuca gautieri	SPECIES	EXACT	100	4123970
	plants	Festuca glauca Vill.						Poaceae								ACCEPTED						Hort.	D		E		X						1887		2006						2705031	Festuca glauca	SPECIES	EXACT	100	2705031
	plants	Festuca valesiaca Schleich. ex Gaudin						Poaceae								ACCEPTED						Grass seed,etc	A		E		X	X					<1824		N						2704966	Festuca valesiaca	SPECIES	EXACT	100	2704966
	plants	Gastridium phleoides (Nees & Meyen) C.E.Hubb.						Poaceae								ACCEPTED						Wool,etc	A		AF AS-Te		X	X					1895		1920						5289763	Gastridium phleoides	SPECIES	EXACT	100	5289763
	plants	Gastridium ventricosum (Gouan) Schinz & Thell.						Poaceae								ACCEPTED						Grain,etc	A		E AF AS-Te		X	 					1950		1960						5289764	Gastridium ventricosum	SPECIES	EXACT	100	5289764
	plants	Gaudinia fragilis (L.) P.Beauv.						Poaceae								ACCEPTED						?	A		E AF AS-Te		X	X					1907		2014						5290242	Gaudinia fragilis	SPECIES	EXACT	100	5290242
	plants	Glyceria canadensis (Michx.) Trin.						Poaceae								ACCEPTED						Military troops?	A		NAM		X	X					1995		N						2705512	Glyceria canadensis	SPECIES	EXACT	100	2705512
	plants	Hainardia cylindrica (Willd.) Greuter	Monerma cylindrica (Willd.) Coss. et Durieu					Poaceae								ACCEPTED						Wool,etc	A		E AF AS-Te		X	X					1906		1956						2705690	Hainardia cylindrica	SPECIES	EXACT	100	2705690
	plants	Harpachne schimperi A.Rich.						Poaceae								ACCEPTED						Wool	A		AF AS-Te			X					1947		1947						4125110	Harpachne schimperi	SPECIES	EXACT	100	4125110
	plants	Helictotrichon bromoides (Gouan) C.E.Hubb.	Avenula bromoides (Gouan) H. Scholz					Poaceae								ACCEPTED						?	A		E		X						1950		1950						4153260	Helictotrichon bromoides	SPECIES	EXACT	100	4153260
	plants	Helictotrichon sempervirens (Vill.) Pilg.						Poaceae								ACCEPTED						Hort.	D		E		X						1981		1981						4152037	Helictotrichon sempervirens	SPECIES	EXACT	100	4152037
	plants	Hordeum bulbosum L.						Poaceae								ACCEPTED						?	A		E AF AS-Te		X						1889		1889						2706067	Hordeum bulbosum	SPECIES	EXACT	100	2706067
	plants	Hordeum comosum J.Presl						Poaceae								ACCEPTED						Wool	A		SAM			X					1891		1902						4149167	Hordeum comosum	SPECIES	EXACT	100	4149167
	plants	Hordeum distichon L.	Incl. H. zeocriton L.					Poaceae								ACCEPTED						Agric.	D		?		X	X					1871		Ann.						2706058	Hordeum distichon	SPECIES	EXACT	100	2706058
	plants	Hordeum euclaston Steud.						Poaceae								ACCEPTED						Wool	A		SAM			X					1906		1907						4148721	Hordeum euclaston	SPECIES	EXACT	100	4148721
	plants	Hordeum flexuosum Steud.						Poaceae								ACCEPTED						Wool	A		SAM			X					1886		1948						4148661	Hordeum flexuosum	SPECIES	EXACT	100	4148661
	plants	Hordeum geniculatum All.						Poaceae								SYNONYM						Grain, wool,etc	A		E AF AS-Te			X	X				1892		1956						4116522	Hordeum geniculatum	SPECIES	EXACT	100	4115568
	plants	Hordeum glaucum Steud.	H. murinum subsp. glaucum (Steud.) Tzvelev					Poaceae								SYNONYM						Wool	A		E AF AS-Te			X					1948		1948						4116483	Hordeum glaucum	SPECIES	EXACT	100	4115425
	plants	Hordeum jubatum L.						Poaceae								ACCEPTED						Grain, wool,etc	A/D?		AM-AS-Te		X	X	X				1887		N						2706052	Hordeum jubatum	SPECIES	EXACT	100	2706052
	plants	Hordeum leporinum Link	H. murinum subsp. leporinum (Link) Arcang.					Poaceae								SYNONYM						Wool, grain,etc	A		E AF AS-Te		X	X	X				1938		N						4115652	Hordeum leporinum	SPECIES	EXACT	100	4270548
	plants	Hordeum pusillum Nutt.						Poaceae								ACCEPTED						Grain	A		NAM		X						1893		1893						2706070	Hordeum pusillum	SPECIES	EXACT	100	2706070
	plants	Hordeum vulgare L.	Incl. H. hexastichon L.					Poaceae								ACCEPTED						Agric.	D		?		X	X	X				1888		Ann.						2706056	Hordeum vulgare	SPECIES	EXACT	100	2706056
	plants	Hystrix patula Moench						Poaceae								ACCEPTED						?	A		NAM			X					1891		1891						4146782	Hystrix patula	SPECIES	EXACT	100	4146782
	plants	Lachnagrostis billardierei (R.Br.) Trin.	Agrostis billardierei R. Brown					Poaceae								SYNONYM						Wool	A		AUS			X					1911		1911						4136060	Lachnagrostis billardierei	SPECIES	FUZZY	92	4125992
	plants	Lachnagrostis filiformis (J.R.Forst.) Trin.	Agrostis avenacea J.F. Gmel.					Poaceae								SYNONYM						Grain, wool	A		AUS		X	X					1892		2013						4135963	Lachnagrostis filiformis	SPECIES	EXACT	100	2706451
	plants	Lagurus ovatus L.						Poaceae								ACCEPTED						Grain, hort.,etc	A/D		E AF AS-Te		X	X	X				1848		N						5290177	Lagurus ovatus	SPECIES	EXACT	100	5290177
	plants	Lamarckia aurea (L.) Moench						Poaceae								ACCEPTED						Wool, grain,etc	A		E AF AS-Te			X	X				1891		1920						5289762	Lamarckia aurea	SPECIES	EXACT	100	5289762
	plants	Lolium multiflorum Lam.						Poaceae								ACCEPTED						Agric.	D		E AF AS-Te		X	X	X				1814		N						4129708	Lolium multiflorum	SPECIES	EXACT	100	4129708
	plants	Lolium persicum Boiss. & Hohen.						Poaceae								ACCEPTED						Grain	A		AS-Te		X	X					1950		2012						2706225	Lolium persicum	SPECIES	EXACT	100	2706225
	plants	Lolium rigidum Gaudich.						Poaceae								ACCEPTED						Grain, seeds, etc	A		E AF AS-Te		X	X	X				1861		2011						2706218	Lolium rigidum	SPECIES	EXACT	100	2706218
	plants	Lolium subulatum Vis.						Poaceae								SYNONYM						Grain	A		E AF AS-Te		X						1996		1997						2706221	Lolium subulatum	SPECIES	EXACT	100	2706218
	plants	Lolium x boucheanum Kunth (L. multiflorum x perenne L.)						Poaceae								Cas.						Hybridization	H		Hybr.		X	X					1950		1995											
	plants	Melica altissima L.						Poaceae								ACCEPTED						Hort.	D		E AS-Te			X					1888		1888						2703109	Melica altissima	SPECIES	EXACT	100	2703109
	plants	Milium vernale M.Bieb.						Poaceae								ACCEPTED						Wool,etc	A		E		X	X					1844		1948						2706195	Milium vernale	SPECIES	EXACT	100	2706195
	plants	Miscanthus sacchariflorus (Maxim.) Hack.						Poaceae								ACCEPTED						Hort.	D		AS-Te		X	X					1999		N						2706023	Miscanthus sacchariflorus	SPECIES	EXACT	100	2706023
	plants	Miscanthus sinensis Andersson						Poaceae								ACCEPTED						Hort.	D		AS		X	X					1982		Ann.						2706026	Miscanthus sinensis	SPECIES	EXACT	100	2706026
	plants	Molinia caerulea var. arundinacea						Poaceae								SYNONYM						Hort.?	D?		E AF AS-Te		X						2006		2006						5289878	Molinia caerulea arundinacea	VARIETY	EXACT	100	5289877
	plants	Moorochloa eruciformis (Sm.) Veldkamp	Brachiaria eruciformis (Smith) Griseb.					Poaceae								SYNONYM						Wool	A		E AF AS 			X					1947		1949						4155246	Moorochloa eruciformis	SPECIES	EXACT	100	2704068
	plants	Muhlenbergia mexicana (L.) Trin.						Poaceae								ACCEPTED						Seeds,etc	A/D		NAM		X	X	X				1824		2011						2704038	Muhlenbergia mexicana	SPECIES	EXACT	100	2704038
	plants	Nassella filiculmis (Delile) Barkworth	Stipa filiculmis Delile					Poaceae								SYNONYM						Wool	A		SAM			X					1949		1949						5674110	Nassella filiculmis	SPECIES	EXACT	100	4141113
	plants	Nassella formicarum (Delile) Barkworth	Stipa formicarum Delile					Poaceae								SYNONYM						?	A		SAM		X	X					1884		1915						5289836	Nassella formicarum	SPECIES	EXACT	100	4140964
	plants	Nassella hyalina (Nees) Barkworth	Stipa hyalina Nees					Poaceae								SYNONYM						Wool	A		SAM			X					1897		1897						5674047	Nassella hyalina	SPECIES	EXACT	100	4139768
	plants	Nassella neesiana (Trin. & Rupr.) Barkworth	Stipa neesiana Trin. et Rupr.					Poaceae								SYNONYM						Wool,etc	A		SAM		X	X					1895		1915						5289831	Nassella neesiana	SPECIES	EXACT	100	2703607
	plants	Nassella tenuissima (Trin.) Barkworth	Stipa tenuissima Trin.					Poaceae								SYNONYM						Hort., wool 	D/A		AM		X	X	X				1894		2015						5289833	Nassella tenuissima	SPECIES	EXACT	100	2703611
	plants	Notodanthonia gracilis (Hook.f.) Zotov	Danthonia gracilis Hook. f.					Poaceae								SYNONYM						Wool	A		AUS			X					1911?		1912?						4146338	Notodanthonia gracilis	SPECIES	EXACT	100	4136338
	plants	Oplismenus hirtellus (L.) P.Beauv.						Poaceae								ACCEPTED						?	A		Trop.		X						1901		1901						2705737	Oplismenus hirtellus	SPECIES	EXACT	100	2705737
	plants	Oxychloris scariosa (F.Muell.) Lazarides	Chloris scariosa F. Muell.					Poaceae								ACCEPTED						Wool	A		AUS			X					1921		1921						4108297	Oxychloris scariosa	SPECIES	EXACT	100	4108297
	plants	Panicum antidotale Retz.						Poaceae								ACCEPTED						Wool	A		AS 			X					1895		1950						2705141	Panicum antidotale	SPECIES	EXACT	100	2705141
	plants	Panicum capillare var. barbipulvinatum	Panicum riparium H. Scholz					Poaceae								SYNONYM						Grain,etc	A		NAM		X	X	X				1922		2015						2705163	Panicum capillare barbipulvinatum	VARIETY	EXACT	97	2705162
	plants	Panicum capillare var. capillare L.						Poaceae								SYNONYM						Grain, wool,etc	A		NAM		X	X	X				1861		N						6432807	Panicum capillare capillare	VARIETY	EXACT	97	2705162
	plants	Panicum capillare subsp. hillmanii	Panicum hillmanii Chase					Poaceae								SYNONYM						Grain, wool,etc	A		NAM		X	X					1888		2013						4153082	Panicum capillare hillmanii	SUBSPECIES	EXACT	100	2705098
	plants	Panicum chloroticum Nees						Poaceae								SYNONYM						Grain, wool	A		SAM		X	X					1904		2013						4152183	Panicum chloroticum	SPECIES	EXACT	100	2705144
	plants	Panicum coloratum L.						Poaceae								ACCEPTED						Wool	A		AF AS-Te		X	X					1901		1986						2705092	Panicum coloratum	SPECIES	EXACT	100	2705092
	plants	Panicum decompositum R.Br.						Poaceae								ACCEPTED						Wool	A		AUS			X					1905		1905						4113402	Panicum decompositum	SPECIES	EXACT	100	4113402
	plants	Panicum dichotomiflorum Michx.						Poaceae								ACCEPTED						Grain, seeds, wool	A		AM		X	X					1881		N						2705144	Panicum dichotomiflorum	SPECIES	EXACT	100	2705144
	plants	Panicum hirticaule J.Presl						Poaceae								ACCEPTED						Grain?	A		AM		X						1969		1969						2705066	Panicum hirticaule	SPECIES	EXACT	100	2705066
	plants	Panicum laevinode Lindl.						Poaceae								ACCEPTED						Wool	A		AUS			X					1904		1947						4116709	Panicum laevinode	SPECIES	EXACT	100	4116709
	plants	Panicum miliaceum subsp. agricola						Poaceae								SYNONYM						Seeds,etc	A		E		X						2002		N						4134826	Panicum miliaceum agricola	SUBSPECIES	EXACT	100	2705090
	plants	Panicum miliaceum subsp. miliaceum L.						Poaceae								ACCEPTED						Agric.	D		AS		X	X	X				1868		Ann.						6449041	Panicum miliaceum miliaceum	SUBSPECIES	EXACT	97	6449041
	plants	Panicum miliaceum subsp. ruderale						Poaceae								SYNONYM						Grain,etc	A		AS		X						1996		2014						4134741	Panicum miliaceum ruderale	SUBSPECIES	EXACT	97	2705090
	plants	Panicum schinzii Hack.						Poaceae								ACCEPTED						Wool, seeds,etc	A		AF  		X	X	X				1887		N						4125308	Panicum schinzii	SPECIES	EXACT	100	4125308
	plants	Panicum virgatum L.						Poaceae								ACCEPTED						Hort., wool 	D/A		AM		X	X					1948		2011						2705081	Panicum virgatum	SPECIES	EXACT	100	2705081
	plants	Parapholis incurva (L.) C.E.Hubb.						Poaceae								ACCEPTED						Wool, ore, salt	A		E AF AS-Te		X	X					1895		N?						5290069	Parapholis incurva	SPECIES	EXACT	100	5290069
	plants	Paspalum dilatatum Poir.						Poaceae								ACCEPTED						Traffic?	A		SAM		X						2000		2000						2705565	Paspalum dilatatum	SPECIES	EXACT	100	2705565
	plants	Paspalum distichum L.						Poaceae								ACCEPTED						Birdseed?	A		Trop.		X						1950		1954						2705622	Paspalum distichum	SPECIES	EXACT	100	2705622
	plants	Paspalum notatum var. saurae	Paspalum saurae Parodi					Poaceae								SYNONYM						?	A?		AM		X						2014		2014						4106609	Paspalum notatum saurae	VARIETY	EXACT	100	4154259
	plants	Paspalum paniculatum L.						Poaceae								ACCEPTED						Grain	A		AM		X						1999		1999						2705587	Paspalum paniculatum	SPECIES	EXACT	100	2705587
	plants	Pennisetum alopecuroides (L.) Spreng.						Poaceae								ACCEPTED						Hort.	D		AS-Te		X						2011		2012						2706156	Pennisetum alopecuroides	SPECIES	EXACT	100	2706156
	plants	Pennisetum flaccidum Griseb.						Poaceae								ACCEPTED						Hort.	D		AS		X		 				2000		N						2706137	Pennisetum flaccidum	SPECIES	EXACT	100	2706137
	plants	Pennisetum petiolare (Hochst.) Chiov.						Poaceae								ACCEPTED						Grain	A		AF		X						2000		2000						2706130	Pennisetum petiolare	SPECIES	EXACT	100	2706130
	plants	Pentaschistis airoides (Nees) Stapf						Poaceae								ACCEPTED						Wool	A		AF			X					1911		1912						4145907	Pentaschistis airoides	SPECIES	EXACT	100	4145907
	plants	Phalaris angusta Nees ex Trin.						Poaceae								ACCEPTED						Wool, grain	A		AM		X	X					1889		2009						5289753	Phalaris angusta	SPECIES	EXACT	100	5289753
	plants	Phalaris aquatica L.						Poaceae								ACCEPTED						Seeds?	A		E AF AS-Te		X	 					1998		2015						5289746	Phalaris aquatica	SPECIES	EXACT	100	5289746
	plants	Phalaris arundinacea var. picta						Poaceae								ACCEPTED						Hort.	D		Cult.		X	X					1861		2013						5289757	Phalaris arundinacea picta	VARIETY	EXACT	100	5289757
	plants	Phalaris brachystachys Link						Poaceae								ACCEPTED						Grain,etc	A		E AF AS-Te		X						1906		2000						5289745	Phalaris brachystachys	SPECIES	EXACT	100	5289745
	plants	Phalaris canariensis L.						Poaceae								ACCEPTED						Birdseed	D		E AF AS-Te		X	X	X				1847		Ann.						5289744	Phalaris canariensis	SPECIES	EXACT	100	5289744
	plants	Phalaris coerulescens Desf.						Poaceae								ACCEPTED						?	A		E AF AS-Te				X				<1950		<1950						5289751	Phalaris coerulescens	SPECIES	EXACT	100	5289751
	plants	Phalaris minor Retz.						Poaceae								ACCEPTED						Grain, wool	A		E AF AS-Te		X	X	X				<1850		2015						5289752	Phalaris minor	SPECIES	EXACT	100	5289752
	plants	Phalaris paradoxa var. paradoxa L.						Poaceae								SYNONYM						Grain, wool	A		E AF AS-Te		X	X					<1850		2015						6067713	Phalaris paradoxa paradoxa	VARIETY	EXACT	100	5289758
	plants	Phalaris paradoxa f. praemorsa						Poaceae								SYNONYM						Grain, wool	A		E AF AS-Te		X	X					1893		1994						5289759	Phalaris paradoxa praemorsa	FORM	EXACT	100	5289758
	plants	Phalaris platensis Henrard ex Heukels						Poaceae								ACCEPTED						Wool	A		SAM			X					1895		1921						5678593	Phalaris platensis	SPECIES	EXACT	100	5678593
	plants	Phleum echinatum Host						Poaceae								ACCEPTED						Wool,etc	A		E AF AS-Te		X	X					1923		1949						4139894	Phleum echinatum	SPECIES	EXACT	100	4139894
	plants	Phleum exaratum Griseb.						Poaceae								ACCEPTED						Grain,etc	A		E AS-Te		X	X					1912		2015						4139846	Phleum exaratum	SPECIES	EXACT	100	4139846
	plants	Phleum hirsutum Honck.						Poaceae								ACCEPTED						?	A		E			X					<1835		<1835						4139625	Phleum hirsutum	SPECIES	EXACT	100	4139625
	plants	Phleum paniculatum Huds.						Poaceae								ACCEPTED						Grain,etc	A		E AF AS-Te		X	X					1905		2015						2706002	Phleum paniculatum	SPECIES	EXACT	100	2706002
	plants	Phleum subulatum (Savi) Asch. & Graebn.						Poaceae								ACCEPTED						Grain,etc	A		E AF AS-Te		X	X					1895		1953						2706003	Phleum subulatum	SPECIES	EXACT	100	2706003
