index	nameMatchValidation	taxonID	datasetName	scientificName	verbatimScientificName	synonym	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	vernacularNameEN	vernacularNameNL	vernacularNameFR	status	statusCertainty	BFIS	ISEIA	spatialDistribution	invasiveness	introductionPathway	introductionMode	habitat	origin	presenceBE	presenceFL	presenceWA	presenceBR	presenceBECoast	presenceBPNS	presenceBEEZ	firstObservationYearBE	firstObservationYearFL	latestObservationYearBE	source	sourceID	riskAnalysis	publicationStatus	notes
162			plants	Erythranthe lutea (L.) G.L.Nesom (incl. hybrids)	Erythranthe lutea (L.) G.L.Nesom (incl. hybrids)	Mimulus luteus L. (incl. hybrids)	Plantae				Phrymaceae							Cas.						Hort.	D		SAM			X					2012		2012					
162			plants	Erythranthe moschata ( Douglas ex Lindl. ) G.L. Nesom 	Erythranthe moschata ( Douglas ex Lindl. ) G.L. Nesom 	Mimulus moschatus Dougl. ex Lindl.	Plantae				Phrymaceae							Nat.?						Hort.	D		NAM		X	X					1882		N?					
162			plants	Andrachne telephioides L.	Andrachne telephioides L.		Plantae				Phyllanthaceae							Cas.						Wool	A		E AF AS-Te			X					1947		1947					
162			plants	Phyllanthus tenellus Roxb.	Phyllanthus tenellus Roxb.		Plantae				Phyllanthaceae							Cas.						Nurseries	A		AF		X						2003		2003					
162			plants	Phytolacca acinosa Roxb. s.l. 	Phytolacca acinosa Roxb. s.l. 	Incl. P. esculenta Van Houtte	Plantae				Phytolaccaceae							Nat.						Hort.	D		AS-Te		X	X					1960		N					
162			plants	Phytolacca americana L.	Phytolacca americana L.		Plantae				Phytolaccaceae							Nat.						Hort.	D		NAM		X	X					1958		N					
162			plants	Abies alba Mill.	Abies alba Mill.		Plantae				Pinaceae							Cas.						Hort.	D		E		X						2008		2008					
162			plants	Abies grandis (Dougl. ex D. Don) Lindl.	Abies grandis (Dougl. ex D. Don) Lindl.		Plantae				Pinaceae							Cas. 						Hort.	D		NAM		X						2009		2009					
162			plants	Larix decidua Mill.	Larix decidua Mill.		Plantae				Pinaceae							Cas.						Hort.	D		E		X		X				?		2012					
162			plants	Larix kaempferi (Lambert) Carr.	Larix kaempferi (Lambert) Carr.		Plantae				Pinaceae							Cas.						Hort.	D		AS-Te		X						2009		2009					
162			plants	Larix x marschlinsii Coaz (L. decidua x kaempferi)	Larix x marschlinsii Coaz (L. decidua x kaempferi)		Plantae				Pinaceae							Cas.						Hort.	D		Cult.			X					2009		2009					
162			plants	Picea abies (L.) Karst.	Picea abies (L.) Karst.		Plantae				Pinaceae							Nat.						Hort.	D		E		X	X	?				1951		N					
162			plants	Picea omorika (Pančić) Purk.	Picea omorika (Pančić) Purk.		Plantae				Pinaceae							Cas.						Hort.	D		E		X						2013		2013					
162			plants	Picea sitchensis (Bong.) Carr.	Picea sitchensis (Bong.) Carr.		Plantae				Pinaceae							Cas.						Hort.	D		NAM		X	X					2010		2013					
162			plants	Pinus nigra Arnold subsp. nigra	Pinus nigra Arnold subsp. nigra		Plantae				Pinaceae							Cas.						Hort.	D		E AS-Te		X						1974		2001					
162			plants	Pinus nigra Arnold. subsp. laricio Maire	Pinus nigra Arnold. subsp. laricio Maire		Plantae				Pinaceae							Cas.						Hort.	D		E			X					2006		2006					
162			plants	Pinus pinaster Ait.	Pinus pinaster Ait.		Plantae				Pinaceae							Cas.						Hort.	D		E		X	?	?				?		?					
162			plants	Pinus ponderosa Douglas ex P. Lawson et C. Lawson	Pinus ponderosa Douglas ex P. Lawson et C. Lawson		Plantae				Pinaceae							Cas.						Hort.	D		NAM		X						2006		2006					
162			plants	Pinus rigida Mill.	Pinus rigida Mill.		Plantae				Pinaceae							Cas.						Hort.	D		NAM		?	?	?				?		?					
162			plants	Pinus strobus L.	Pinus strobus L.		Plantae				Pinaceae							Cas.						Hort.	D		NAM		X						2006		2006					
162			plants	Pinus sylvestris L.	Pinus sylvestris L.		Plantae				Pinaceae							Nat.?						Hort.	D		E AS-Te		X	X	?				?		N					
162			plants	Pinus wallichiana A.B. Jacks	Pinus wallichiana A.B. Jacks		Plantae				Pinaceae							Cas.						Hort.	D		AS-Te		X						2012		2015					
162			plants	Pseudotsuga menziesii (Mirb.) Franco	Pseudotsuga menziesii (Mirb.) Franco		Plantae				Pinaceae							Nat.						Hort.	D		NAM		X	X					2002?		N					
162			plants	Tsuga canadensis (L.) Carr.	Tsuga canadensis (L.) Carr.		Plantae				Pinaceae							Cas.						Hort.	D		NAM		X						2008		2009					
162			plants	Tsuga heterophylla (Rafin.) Sarg.	Tsuga heterophylla (Rafin.) Sarg.		Plantae				Pinaceae							Cas.						Hort.	D		NAM		X						2008		2014					
162			plants	Anarrhinum bellidifolium (L.) Willd.	Anarrhinum bellidifolium (L.) Willd.		Plantae				Plantaginaceae							Cas.						Hort.	D		E		X	X	X				1957		2015					
162			plants	Antirrhinum graniticum Rothm.	Antirrhinum graniticum Rothm.		Plantae				Plantaginaceae							Cas.						?	A		E			X					1975		1975					
162			plants	Antirrhinum majus L.	Antirrhinum majus L.		Plantae				Plantaginaceae							Nat.						Hort.	D		E AF		X	X	X				1846		N					
162			plants	Asarina procumbens Miller	Asarina procumbens Miller		Plantae				Plantaginaceae							Nat.						Hort.	D		E		X						2008		N					
162			plants	Chaenorhinum origanifolium (L.) Kostel.	Chaenorhinum origanifolium (L.) Kostel.		Plantae				Plantaginaceae							Cas.						Hort.	D		E AF		X		X				2001		2015					
162			plants	Chelone obliqua L.	Chelone obliqua L.		Plantae				Plantaginaceae							Cas.						Hort.	D 		NAM		X						2011		2013					
162			plants	Collinsia heterophylla Buist ex Graham	Collinsia heterophylla Buist ex Graham		Plantae				Plantaginaceae							Cas.						Hort.	D		NAM		X						2000		2012					
162			plants	Cymbalaria muralis P. Gaertn., B. Mey. et Scherb. subsp. muralis	Cymbalaria muralis P. Gaertn., B. Mey. et Scherb. subsp. muralis		Plantae				Plantaginaceae							Nat.						Hort.	D		E		X	X	X				<1835		N					
162			plants	Cymbalaria muralis P. Gaertn., B. Mey. et Scherb. subsp. pubescens (C. Presl) D.A. Webb	Cymbalaria muralis P. Gaertn., B. Mey. et Scherb. subsp. pubescens (C. Presl) D.A. Webb		Plantae				Plantaginaceae							Cas.						Hort.	D		E			X					1900		1900					
162			plants	Cymbalaria pallida (Ten.) Wettst.	Cymbalaria pallida (Ten.) Wettst.		Plantae				Plantaginaceae							Nat.						Hort.	D		E			X					1995		N					
162			plants	Erinus alpinus L.	Erinus alpinus L.		Plantae				Plantaginaceae							Nat.?						Hort.	D		E			X					2008		N?					
162			plants	Linaria angustissima (Loisel.) Borbás	Linaria angustissima (Loisel.) Borbás		Plantae				Plantaginaceae							Cas.						?	A?		E			X					<1835		<1835					
162			plants	Linaria bipartita (Vent.) Desf.	Linaria bipartita (Vent.) Desf.		Plantae				Plantaginaceae							Cas.						Hort.	D		AF		X						1943		1966					
162			plants	Linaria chalepensis (L.) Mill.	Linaria chalepensis (L.) Mill.		Plantae				Plantaginaceae							Cas.						Grain	A		E AF AS-Te		X	X					1954		2002					
162			plants	Linaria genistifolia (L.) Mill.	Linaria genistifolia (L.) Mill.		Plantae				Plantaginaceae							Cas.						Grain,etc	A		E AS-Te		X	X					1891		<1927					
162			plants	Linaria hirta (L.) Moench	Linaria hirta (L.) Moench		Plantae				Plantaginaceae							Cas.						Grain	A		E		X						1999		2000					
162			plants	Linaria incarnata (Vent.) Spreng.	Linaria incarnata (Vent.) Spreng.		Plantae				Plantaginaceae							Cas.						Hort.?	D?		E AF		X						1952		1952					
162			plants	Linaria maroccana Hook. f.	Linaria maroccana Hook. f.		Plantae				Plantaginaceae							Cas.						Hort.	D		AF		X		 				1938		2014					
162			plants	Linaria purpurea (L.) Mill.	Linaria purpurea (L.) Mill.		Plantae				Plantaginaceae							Nat.						Hort.	D		E AF		X	X					2001		N					
162			plants	Linaria simplex (Willd.) DC.	Linaria simplex (Willd.) DC.		Plantae				Plantaginaceae							Cas.						?	A		E AF AS-Te		?	?	X				<1900		2014					
162			plants	Linaria supina (L.) Chazelles	Linaria supina (L.) Chazelles		Plantae				Plantaginaceae							Nat.						Ore?	A		E AF		X	X	X				1882		N					
162			plants	Linaria triornithophora (L.) Willd.	Linaria triornithophora (L.) Willd.		Plantae				Plantaginaceae							Cas.						Nurseries	A		E		X						1972		1972					
162			plants	Misopates calycinum Rothm.	Misopates calycinum Rothm.		Plantae				Plantaginaceae							Cas.						Grain?	A		E AF			X					1915		1915					
162			plants	Plantago afra L.	Plantago afra L.		Plantae				Plantaginaceae							Cas.						Grain,etc	A		E AF AS-Te		X	X					1884		2014					
162			plants	Plantago arenaria Waldst. et Kit.	Plantago arenaria Waldst. et Kit.		Plantae				Plantaginaceae							Nat.						Grain, ore, wool	A		E AF AS-Te		X	X	X				1811		N					
162			plants	Plantago heterophylla Nutt.	Plantago heterophylla Nutt.		Plantae				Plantaginaceae							Cas.						Wool	A		AM			X					1895		1895					
162			plants	Plantago lagopus L.	Plantago lagopus L.		Plantae				Plantaginaceae							Cas.						Grain,etc	A		E AF AS-Te		X						1978		2014					
162			plants	Plantago loeflingii L.	Plantago loeflingii L.		Plantae				Plantaginaceae							Cas.						?	A		E AF AS-Te		X						1886		1886					
162			plants	Plantago myosuros Lam.	Plantago myosuros Lam.		Plantae				Plantaginaceae							Cas.						Wool	A		SAM			X					1895		1948					
162			plants	Plantago ovata Forssk.	Plantago ovata Forssk.		Plantae				Plantaginaceae							Cas.						Wool,etc	A		E AF AS-Te			X	X				1906		1956					
162			plants	Veronica austriaca Jacq.	Veronica austriaca Jacq.		Plantae				Plantaginaceae							Cas.						Hort.	D		E				X				2015		2015					
162			plants	Veronica campylopoda Boiss.	Veronica campylopoda Boiss.		Plantae				Plantaginaceae							Cas.						Grain	A		AS 			X					1955		1955					
162			plants	Veronica ceratocarpa C.A. Mey.	Veronica ceratocarpa C.A. Mey.		Plantae				Plantaginaceae							Cas.						Grain?	A		AS-Te		X						1854		1874					
162			plants	Veronica cymbalaria Bodard	Veronica cymbalaria Bodard		Plantae				Plantaginaceae							Cas.						?	A		E AF AS-Te		X						2015		2015					
162			plants	Veronica filiformis Smith	Veronica filiformis Smith		Plantae				Plantaginaceae							Nat.						Hort.	D		AS-Te		X	X	X				1927		N					
162			plants	Veronica glauca Smith	Veronica glauca Smith		Plantae				Plantaginaceae							Cas.						Grain	A		E 			X					1954		1954					
162			plants	Veronica longifolia L.	Veronica longifolia L.		Plantae				Plantaginaceae							Nat.						Hort.	D		E AS-Te		X	X					<1830		N					
162			plants	Veronica peregrina L.	Veronica peregrina L.		Plantae				Plantaginaceae							Nat.						Nurseries	A		AM		X	X	X				1836		N					
162			plants	Veronica persica Poiret	Veronica persica Poiret		Plantae				Plantaginaceae							Nat.						Grain,etc	A		AS-Te		X	X	X				1824		N					
162			plants	Veronica spicata L.	Veronica spicata L.		Plantae				Plantaginaceae							Cas.						Hort.	D		E AS-Te		X						2007		2013					
162			plants	Veronica teucrium L. subsp. teucrium	Veronica teucrium L. subsp. teucrium		Plantae				Plantaginaceae							Cas.						Hort.	D		E AS-Te		X		X				1948		2015					
162			plants	Platanus orientalis L.	Platanus orientalis L.		Plantae				Platanaceae							Cas.						Hort.	D		E AS-Te				X				1996		1996					
162			plants	Platanus x hispanica Mill. ex Münchh. (P. occidentalis L. x orientalis)	Platanus x hispanica Mill. ex Münchh. (P. occidentalis L. x orientalis)		Plantae				Platanaceae							Cas.						Hort.	D		Hybr.		X		X				1985		Ann.					
162			plants	Armeria arenaria (Pers.) Schult.	Armeria arenaria (Pers.) Schult.		Plantae				Plumbaginaceae							Cas.						Hort.	D		E		X						1966		1966					
162			plants	Armeria maritima Willd. subsp. elongata (Hoffmann) Bonnier	Armeria maritima Willd. subsp. elongata (Hoffmann) Bonnier		Plantae				Plumbaginaceae							Nat.						Hort.	D		E		X	X					1851		N					
162			plants	Limonium sinuatum (L.) Mill.	Limonium sinuatum (L.) Mill.		Plantae				Plumbaginaceae							Cas.						Hort.	D		E AF AS-Te		X	X					1952		1956					
162			plants	Achnatherum calamagrostis (L.) Beauv.	Achnatherum calamagrostis (L.) Beauv.	Calamagrostis argentea DC.	Plantae				Poaceae							Cas.						Hort.	D?		E  		X	X					<1835		1953					
162			plants	Aegilops cylindrica Host	Aegilops cylindrica Host		Plantae				Poaceae							Cas.						Grain, wool,etc	A		E AS-Te		X	X	X				1876		2014					
162			plants	Aegilops geniculata Roth	Aegilops geniculata Roth		Plantae				Poaceae							Cas.						Grain,etc	A		E AF AS-Te		X	X					1854		1973					
162			plants	Aegilops triuncialis L.	Aegilops triuncialis L.		Plantae				Poaceae							Cas.						Seeds,etc	A		E AF AS-Te		X	X	X				1854		1946					
162			plants	Aegilops ventricosa Tausch	Aegilops ventricosa Tausch		Plantae				Poaceae							Cas.						Grain,etc	A		E AF AS-Te		X	X					<1835		1892					
162			plants	Aeluropus littoralis (Gouan) Parl.	Aeluropus littoralis (Gouan) Parl.		Plantae				Poaceae							Cas.						?	A		E AF AS-Te		X						1853		1853					
162			plants	Agropyron cristatum (L.) Gaertn. subsp. pectinatum (Bieb.) Tzvelev	Agropyron cristatum (L.) Gaertn. subsp. pectinatum (Bieb.) Tzvelev		Plantae				Poaceae							Cas.						Grain, wool	A		E AF AS-Te		X	X					1947		2015					
162			plants	Agrostis castellana Boiss. et Reut.	Agrostis castellana Boiss. et Reut.		Plantae				Poaceae							Cas.						Grass seed, wool	A		E AF AS-Te		X	X					1904		2004					
162			plants	Agrostis eriantha Hack.	Agrostis eriantha Hack.		Plantae				Poaceae							Cas.						Wool	A		AF			X					1904		1951					
162			plants	Agrostis exarata Trin.	Agrostis exarata Trin.		Plantae				Poaceae							Cas.						Grass seed	A		NAM AS-Te		X						1990		1990					
162			plants	Agrostis lachnantha Nees	Agrostis lachnantha Nees		Plantae				Poaceae							Cas.						Wool	A		AF			X					1891		1959					
162			plants	Agrostis nebulosa Boiss. et Reut.	Agrostis nebulosa Boiss. et Reut.		Plantae				Poaceae							Cas.						Hort.	D		E AF			X					1881		1881					
162			plants	Agrostis scabra Willd.	Agrostis scabra Willd.		Plantae				Poaceae							Nat.						Grain, wool	A		NAM AS-Te		X	X	X				1930		N					
162			plants	Agrostis x fouilladeana Lambinon et Verloove (A. capillaris L. x castellana)	Agrostis x fouilladeana Lambinon et Verloove (A. capillaris L. x castellana)		Plantae				Poaceae							Nat.						Grass seed	D?		Hybr.		X						1973		N					
162			plants	Aira caryophyllea subsp. plesiantha (Jord.) K. Richt.	Aira caryophyllea subsp. plesiantha (Jord.) K. Richt.	Aira caryophyllea subsp. multiculmis (Dumort.) Bonnier & Layens	Plantae				Poaceae							Cas.						?	A		E AF		X						?		2012					
162			plants	Aira elegantissima Schur	Aira elegantissima Schur		Plantae				Poaceae							Cas.						Wool, hort.?	A/D?		E AF AS-Te			X					1898		<1994					
162			plants	Alopecurus magellanicus Lam.	Alopecurus magellanicus Lam.	Alopecurus borealis Trin. subsp. borealis	Plantae				Poaceae							Cas.						Wool	A		E AM AS			X					1912		1912					
162			plants	Amphibromus recurvatus Swallen	Amphibromus recurvatus Swallen		Plantae				Poaceae							Cas.						Wool	A		AUS			X					1904		1904					
162			plants	Anthoxanthum aristatum Boiss.	Anthoxanthum aristatum Boiss.		Plantae				Poaceae							Nat.						Seeds, grain,etc	A		E AF		X	X	X				1840		N					
162			plants	Anthoxanthum nitens (Weber) Schouten et Veldkamp	Anthoxanthum nitens (Weber) Schouten et Veldkamp	Hierochloe odorata (L.) Beauv.	Plantae				Poaceae							Nat.						?	A?		E AS-Te NAM		X						2002		N					
162			plants	Apera intermedia Hack.	Apera intermedia Hack.		Plantae				Poaceae							Cas.						?	A		AS-Te				X				1907		1907					
162			plants	Apera interrupta (L.) Beauv.	Apera interrupta (L.) Beauv.		Plantae				Poaceae							Nat.						Grain, wool, ore	A		E		X	X	X				1818		N					
162			plants	Aristida adscensionis L.	Aristida adscensionis L.		Plantae				Poaceae							Cas.						Wool	A		Trop.			X					1939		1947					
162			plants	Aristida congesta Roem. et Schult.	Aristida congesta Roem. et Schult.		Plantae				Poaceae							Cas.						Wool	A		AF AS-Te			X					1947		1950					
162			plants	Aristida hordeacea Kunth	Aristida hordeacea Kunth		Plantae				Poaceae							Cas.						Wool	A		AF		X						1884		1884					
162			plants	Aristida longespica Poiret	Aristida longespica Poiret		Plantae				Poaceae							Cas.						?	A		NAM		X						1891		1891					
162			plants	Arundo donax L.	Arundo donax L.		Plantae				Poaceae							Cas.						Hort.	D		AS-Te		X						2011		2014					
162			plants	Austrodanthonia racemosa (R. Brown) H.P. Linder var. racemosa	Austrodanthonia racemosa (R. Brown) H.P. Linder var. racemosa	Danthonia racemosa R. Brown	Plantae				Poaceae							Cas.						Wool	A		AUS			X					1893?		1948					
162			plants	Austrodanthonia setacea (R. Brown) H.P. Linder	Austrodanthonia setacea (R. Brown) H.P. Linder	Danthonia setacea R. Brown	Plantae				Poaceae							Cas.						Wool	A		AUS			X					1893		1947					
162			plants	Austrodanthonia tenuior (Steud.) H.P. Linder	Austrodanthonia tenuior (Steud.) H.P. Linder		Plantae				Poaceae							Cas.						Wool	A		AUS			X					1948		1948					
162			plants	Austrostipa nitida (Summerh. et C.E. Hubbard) S.W.L. Jacobs et J. Everett	Austrostipa nitida (Summerh. et C.E. Hubbard) S.W.L. Jacobs et J. Everett	Stipa nitida Summerh. et C.E. Hubbard	Plantae				Poaceae							Cas.						Wool	A		AUS			X					1902		1902					
162			plants	Austrostipa scabra (Lindl.) S.W.L. Jacobs et J. Everett subsp. falcata (Hughes) S.W.L. Jacobs et J. Everett	Austrostipa scabra (Lindl.) S.W.L. Jacobs et J. Everett subsp. falcata (Hughes) S.W.L. Jacobs et J. Everett	Stipa scabra Lindl. subsp. falcata (Hughes) Vickery	Plantae				Poaceae							Cas.						Wool	A		AUS			X					1896		1896					
162			plants	Austrostipa scabra (Lindl.) S.W.L. Jacobs et J. Everett subsp. scabra	Austrostipa scabra (Lindl.) S.W.L. Jacobs et J. Everett subsp. scabra	Stipa scabra Lindl. subsp. scabra	Plantae				Poaceae							Cas.						Wool	A		AUS			X					1897		1939					
162			plants	Austrostipa verticillata (Nees ex Spreng.) S.W.L. Jacobs et J. Everett	Austrostipa verticillata (Nees ex Spreng.) S.W.L. Jacobs et J. Everett	Stipa verticillata Nees ex Spreng.	Plantae				Poaceae							Cas.						Wool	A		AUS			X					1953		1963					
162			plants	Avena barbata Pott ex Link	Avena barbata Pott ex Link		Plantae				Poaceae							Cas.						Wool,etc	A		E AF AS-Te		X	X					1824		1953					
162			plants	Avena brevis Roth	Avena brevis Roth		Plantae				Poaceae							Cas.						Seeds	A		?		X	X					<1885		1909					
162			plants	Avena hispanica Ard.	Avena hispanica Ard.		Plantae				Poaceae							Cas.						?	A		E			X					1865		1865					
162			plants	Avena matritensis Baum	Avena matritensis Baum		Plantae				Poaceae							Cas.						Wool	A		E AF			X					1902		1902					
162			plants	Avena nuda L.	Avena nuda L.		Plantae				Poaceae							Cas.						Grain,etc	D?		?		X						1881		1999					
162			plants	Avena sativa L. s.l.	Avena sativa L. s.l.		Plantae				Poaceae							Cas.						Agric.	D		?		X	X	X				1854		Ann.					
162			plants	Avena sativa L. x sterilis L.	Avena sativa L. x sterilis L.		Plantae				Poaceae							Cas.						Hybridization	H		Hybr.			X					1887		1920					
162			plants	Avena sterilis L. subsp. ludoviciana (Durieu) Nyman	Avena sterilis L. subsp. ludoviciana (Durieu) Nyman		Plantae				Poaceae							Cas.						Grain,etc	A		E AF AS-Te		X	X					1877		2005					
162			plants	Avena sterilis L. subsp. sterilis	Avena sterilis L. subsp. sterilis		Plantae				Poaceae							Cas.						Grain,etc	A		E AF AS-Te		X	X					1823		2014					
162			plants	Avena strigosa Schreb.	Avena strigosa Schreb.		Plantae				Poaceae							Cas.						Agric.	D		?		X	X					1811		2013					
162			plants	Avena x marquandii Druce (A. fatua L. x sativa)	Avena x marquandii Druce (A. fatua L. x sativa)		Plantae				Poaceae							Cas.						Hybridization	H		Hybr.		X	X					<1850		1925					
162			plants	Axonopus fissifolius (Raddi) Kuhlm.	Axonopus fissifolius (Raddi) Kuhlm.	Axonopus affinis Chase	Plantae				Poaceae							Cas.						Nurseries	A		AM		X						1980		1980					
162			plants	Beckmannia syzigachne (Steud.) Fernald	Beckmannia syzigachne (Steud.) Fernald		Plantae				Poaceae							Cas.						Grain, wool,etc	A		NAM AS-Te		X	X					1911		2012					
162			plants	Bothriochloa decipiens (Hack.) C.E. Hubbard	Bothriochloa decipiens (Hack.) C.E. Hubbard		Plantae				Poaceae							Cas.						Wool	A		AUS			X					1947		1947					
162			plants	Bothriochloa ischaemum (L.) Keng	Bothriochloa ischaemum (L.) Keng		Plantae				Poaceae							Ext.						Wool, ore	A		E AF AS-Te		X	X					1813		1916					
162			plants	Bothriochloa macra (Steud.) S.T. Blake	Bothriochloa macra (Steud.) S.T. Blake		Plantae				Poaceae							Cas.						Wool	A		AUS			X					1911		1947					
162			plants	Brachyachne convergens (F. Muell.) Stapf	Brachyachne convergens (F. Muell.) Stapf		Plantae				Poaceae							Cas.						Wool	A		AUS			X					1947		1947					
162			plants	Brachypodium distachyon (L.) Beauv.	Brachypodium distachyon (L.) Beauv.		Plantae				Poaceae							Ext.						Wool,etc	A		E AF AS-Te		X	X					1823		1956					
162			plants	Briza maxima L.	Briza maxima L.		Plantae				Poaceae							Cas.						Hort.,etc	D/A		E AF AS-Te		X	X	X				1853		2015					
162			plants	Briza minor L.	Briza minor L.		Plantae				Poaceae							Cas.						Seeds	A		E AF AS-Te		X	X	X				1812		1980					
162			plants	Bromus alopecuros Poiret	Bromus alopecuros Poiret		Plantae				Poaceae							Cas.						Grain	A		E AF AS-Te			X					1958		1958					
162			plants	Bromus arenarius Labill.	Bromus arenarius Labill.	Excl. B. pectinatus Thunb.	Plantae				Poaceae							Cas.						Wool	A		AUS			X					1898		1898					
162			plants	Bromus brevis Nees ex Steud.	Bromus brevis Nees ex Steud.	Ceratochloa brevis (Nees ex Steud.) B.D. Jackson	Plantae				Poaceae							Cas.						Wool	A		SAM			X					1902		1949					
162			plants	Bromus briziformis Fisch. et C.A. Mey.	Bromus briziformis Fisch. et C.A. Mey.		Plantae				Poaceae							Cas.						?	A		AS		X						1922		1922					
162			plants	Bromus carinatus Hook. et Arnott var. carinatus	Bromus carinatus Hook. et Arnott var. carinatus	 	Plantae				Poaceae							Cas.						?	A		AM		X	 	 				2013		2013					
162			plants	Bromus carinatus Hook. et Arnott var. marginatus (Nees) Barkworth et Anderton	Bromus carinatus Hook. et Arnott var. marginatus (Nees) Barkworth et Anderton	Bromus marginatus Nees	Plantae				Poaceae							Cas.						?	A		AM		 	 	 X				1930		1930					
162			plants	Bromus catharticus Vahl	Bromus catharticus Vahl	Ceratochloa cathartica (Vahl) Herter	Plantae				Poaceae							Cas.?						Grain, wool,etc	A/D		SAM		X	X	X				1864		Ann.					
162			plants	Bromus danthoniae Trin.	Bromus danthoniae Trin.		Plantae				Poaceae							Cas.						Grain	A		AS			X					1954		1955					
162			plants	Bromus diandrus Roth subsp. diandrus	Bromus diandrus Roth subsp. diandrus	Anisantha diandra (Roth) Tutin ex Tzvelev subsp. diandra	Plantae				Poaceae							Nat.						Grain, wool,etc	A		E AF AS-Te		X	X	X				1905		N					
162			plants	Bromus diandrus Roth subsp. maximus (Desf.) Soó	Bromus diandrus Roth subsp. maximus (Desf.) Soó	Anisantha rigida (Roth.) Hyl.	Plantae				Poaceae							Nat.						Grain, wool,etc	A		E AF AS-Te		X	X	X				1906		N					
162			plants	Bromus hordeaceus L. subsp. longipedicellatus L.M. Spalton	Bromus hordeaceus L. subsp. longipedicellatus L.M. Spalton		Plantae				Poaceae							Cas.						Seeds?	A		E		X	X	X				<1895		2013					
162			plants	Bromus hordeaceus L. subsp. molliformis (Lloyd) Maire et Weiller	Bromus hordeaceus L. subsp. molliformis (Lloyd) Maire et Weiller		Plantae				Poaceae							Cas.						?	A		E AF AS-Te		X	X					1857		1870					
162			plants	Bromus hordeaceus L. subsp. pseudothominei (P.M. Smith) H. Scholz	Bromus hordeaceus L. subsp. pseudothominei (P.M. Smith) H. Scholz	Bromus pseudothominei P.M. Smith	Plantae				Poaceae							Cas.						Seeds?	A		E		X	X					1904		2014					
162			plants	Bromus inermis Leyss.	Bromus inermis Leyss.	Bromopsis inermis (Leyss.) Holub	Plantae				Poaceae							Nat.						Grain, wool,etc	A		E AS  		X	X	X				1823		N					
162			plants	Bromus intermedius Guss.	Bromus intermedius Guss.		Plantae				Poaceae							Cas.						?	A		E AF AS-Te		X						1952		1952					
162			plants	Bromus japonicus Thunb.	Bromus japonicus Thunb.		Plantae				Poaceae							Cas.						Grain, seeds,etc	A		E AS		X	X	X				1862		2014					
162			plants	Bromus lanceolatus Roth	Bromus lanceolatus Roth		Plantae				Poaceae							Cas.						Grain, wool,etc	A		E AF AS-Te		X	X	X				1888		2000					
162			plants	Bromus lepidus Holmberg	Bromus lepidus Holmberg		Plantae				Poaceae							Cas.						Grass seed, etc.	A		E		X	X					1916		2012					
162			plants	Bromus madritensis L.	Bromus madritensis L.	Anisantha madritensis (L.) Nevski	Plantae				Poaceae							Nat.						Grain, wool,etc	A		E AF AS-Te		X	X	X				1848		N					
162			plants	Bromus pectinatus Thunb. 	Bromus pectinatus Thunb. 	 	Plantae				Poaceae							Cas.						Wool,etc	A		AF AS AUS		X	X					1881		1909					
162			plants	Bromus polyanthus Scribn.	Bromus polyanthus Scribn.	Ceratochloa polyantha (Scribn. ex Shear) Tzvelev	Plantae				Poaceae							Cas.						?	A		NAM		X						1915		1915					
162			plants	Bromus rubens L.	Bromus rubens L.	Anisantha rubens (L.) Nevski	Plantae				Poaceae							Cas.						Wool,etc	A		E AF AS-Te		X	X					1904		1953					
162			plants	Bromus scoparius L.	Bromus scoparius L.		Plantae				Poaceae							Cas.						Grain,etc	A		E AF AS-Te		X	X	X				1827		1954					
162			plants	Bromus sitchensis Trin.	Bromus sitchensis Trin.	Bromus carinatus auct. belg. non Hook. et Arnott	Plantae				Poaceae							Nat.						Grain, etc.	A/D?		NAM		X	X	X				1944		N					
162			plants	Bromus squarrosus L.	Bromus squarrosus L.		Plantae				Poaceae							Cas.						Grain,etc	A		E AF AS-Te		X	X	X				<1850		2011					
162			plants	Cenchrus echinatus L	Cenchrus echinatus L		Plantae				Poaceae							Cas.						Grain	A		AM		X						1997		1999					
162			plants	Cenchrus incertus M.A. Curtis	Cenchrus incertus M.A. Curtis		Plantae				Poaceae							Cas.						Wool	A		AM			X					1960		1960					
162			plants	Cenchrus longispinus (Hack.) Fernald	Cenchrus longispinus (Hack.) Fernald		Plantae				Poaceae							Cas.						Grain, wool	A		NAM		X	X					1888		2004					
162			plants	Chasmanthium latifolium (Michaux) Yates	Chasmanthium latifolium (Michaux) Yates		Plantae				Poaceae							Cas.						Wool	A		NAM			X					1949		1949					
162			plants	Chloris divaricata R. Brown	Chloris divaricata R. Brown		Plantae				Poaceae							Cas.						Wool	A		AUS			X					1889		1964					
162			plants	Chloris pectinata Benth.	Chloris pectinata Benth.		Plantae				Poaceae							Cas.						Wool	A		AUS		X	X					1887		1954					
162			plants	Chloris pycnothrix Trin.	Chloris pycnothrix Trin.		Plantae				Poaceae							Cas.						Grain	A		AF		X						1992		1992					
162			plants	Chloris truncata R. Brown	Chloris truncata R. Brown		Plantae				Poaceae							Cas.						Wool	A		AUS		X	X					1887		1963					
162			plants	Chloris ventricosa R. Brown	Chloris ventricosa R. Brown		Plantae				Poaceae							Cas.						Wool	A		AUS		X	X					1911		1953					
162			plants	Chloris virgata Swartz	Chloris virgata Swartz		Plantae				Poaceae							Cas.						Wool,etc	A		Trop.			X					1865		1959					
