index	nameMatchValidation	taxonID	datasetName	scientificName	verbatimScientificName	synonym	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	vernacularNameEN	vernacularNameNL	vernacularNameFR	status	statusCertainty	BFIS	ISEIA	spatialDistribution	invasiveness	introductionPathway	introductionMode	habitat	origin	presenceBE	presenceFL	presenceWA	presenceBR	presenceBECoast	presenceBPNS	presenceBEEZ	firstObservationYearBE	firstObservationYearFL	latestObservationYearBE	source	sourceID	riskAnalysis	publicationStatus	notes
162			rinse	Cyperus aggregatus	Cyperus aggregatus		Plantae	Angiospermae	Monocotyledoneae			Cyperus	aggregatus													terrestrial		present														
162			rinse	Cyperus alternifolius	Cyperus alternifolius		Plantae	Angiospermae	Monocotyledoneae			Cyperus	alternifolius													terrestrial		present														
162			rinse	Cyperus conglomeratus	Cyperus conglomeratus		Plantae	Angiospermae	Monocotyledoneae			Cyperus	conglomeratus													terrestrial		present														
162			rinse	Cyperus cyperoides	Cyperus cyperoides		Plantae	Angiospermae	Monocotyledoneae			Cyperus	cyperoides													terrestrial		present														
162			rinse	Cyperus difformis	Cyperus difformis		Plantae	Angiospermae	Monocotyledoneae			Cyperus	difformis													terrestrial		present														
162			rinse	Cyperus eragrostis	Cyperus eragrostis		Plantae	Angiospermae	Monocotyledoneae			Cyperus	eragrostis													terrestrial		present														
162			rinse	Cyperus esculentus	Cyperus esculentus		Plantae	Angiospermae	Monocotyledoneae			Cyperus	esculentus													terrestrial		present														
162			rinse	Cyperus exaltatus	Cyperus exaltatus		Plantae	Angiospermae	Monocotyledoneae			Cyperus	exaltatus													terrestrial		present														
162			rinse	Cyperus imbricatus	Cyperus imbricatus		Plantae	Angiospermae	Monocotyledoneae			Cyperus	imbricatus													terrestrial		present														
162			rinse	Cyperus longus	Cyperus longus		Plantae	Angiospermae	Monocotyledoneae			Cyperus	longus													terrestrial		present														
162			rinse	Cyperus reflexus	Cyperus reflexus		Plantae	Angiospermae	Monocotyledoneae			Cyperus	reflexus													terrestrial		present														
162			rinse	Cyperus rigens	Cyperus rigens		Plantae	Angiospermae	Monocotyledoneae			Cyperus	rigens													terrestrial		not confirmed														
162			rinse	Cyperus rotundus	Cyperus rotundus		Plantae	Angiospermae	Monocotyledoneae			Cyperus	rotundus													terrestrial		present														
162			rinse	Cyperus schweinitzii	Cyperus schweinitzii		Plantae	Angiospermae	Monocotyledoneae			Cyperus	schweinitzii													terrestrial		not confirmed														
162			rinse	Cyperus virens	Cyperus virens		Plantae	Angiospermae	Monocotyledoneae			Cyperus	virens													terrestrial		present														
162			rinse	Cytisus decumbens	Cytisus decumbens		Plantae	Angiospermae				Cytisus	decumbens													terrestrial		present														
162			rinse	Cytisus galianoi	Cytisus galianoi		Plantae	Angiospermae				Cytisus	galianoi													terrestrial		not confirmed														
162			rinse	Cytisus multiflorus	Cytisus multiflorus		Plantae	Angiospermae				Cytisus	multiflorus													terrestrial		present														data based solely on DAISIE portal
162			rinse	Cytisus sessilifolius	Cytisus sessilifolius		Plantae	Angiospermae				Cytisus	sessilifolius													terrestrial		present														
162			rinse	Cytisus striatus	Cytisus striatus		Plantae	Angiospermae				Cytisus	striatus													terrestrial		present														data based solely on DAISIE portal
162			rinse	Daboecia cantabrica	Daboecia cantabrica		Plantae	Angiospermae				Daboecia	cantabrica													terrestrial		not confirmed														data based solely on DAISIE portal
162			rinse	Dactylis glomerata	Dactylis glomerata		Plantae	Angiospermae				Dactylis	glomerata													terrestrial		present														data based solely on DAISIE portal
162			rinse	Dactyloctenium aegyptinum	Dactyloctenium aegyptinum		Plantae	Angiospermae				Dactyloctenium	aegyptinum													terrestrial		present														
162			rinse	Dactyloctenium radulans	Dactyloctenium radulans		Plantae	Angiospermae				Dactyloctenium	radulans													terrestrial		present														data based solely on DAISIE portal
162			rinse	Dahlia pinnata	Dahlia pinnata		Plantae	Angiospermae				Dahlia	pinnata													terrestrial		not confirmed														data based solely on DAISIE portal
162			rinse	Dahlia x cultorum	Dahlia x cultorum		Plantae	Angiospermae				Dahlia	x cultorum													terrestrial		present														
162			rinse	Danae racemosa	Danae racemosa		Plantae	Angiospermae				Danae	racemosa													terrestrial		not confirmed														
162			rinse	Danthonia gracilis	Danthonia gracilis		Plantae	Angiospermae				Danthonia	gracilis													terrestrial		present														
162			rinse	Darmera peltata	Darmera peltata		Plantae	Angiospermae				Darmera	peltata													terrestrial		not confirmed														data based solely on DAISIE portal
162			rinse	Dasypyrum villosum	Dasypyrum villosum		Plantae	Angiospermae				Dasypyrum	villosum													terrestrial		present														
162			rinse	Datura ferox	Datura ferox		Plantae	Angiospermae	Eudicotyledoneae			Datura	ferox													terrestrial		present														data based solely on DAISIE portal
162			rinse	Datura inoxia	Datura inoxia		Plantae	Angiospermae	Eudicotyledoneae			Datura	inoxia													terrestrial		present														
162			rinse	Datura stramonium	Datura stramonium		Plantae	Angiospermae	Eudicotyledoneae			Datura	stramonium													terrestrial		present														
162			rinse	Daucus aureus	Daucus aureus		Plantae	Angiospermae				Daucus	aureus													terrestrial		present														
162			rinse	Daucus broteri	Daucus broteri		Plantae	Angiospermae				Daucus	broteri													terrestrial		not confirmed														
162			rinse	Daucus carota sativus	Daucus carota sativus		Plantae	Angiospermae				Daucus	carota sativus													terrestrial		present														data based solely on DAISIE portal
162			rinse	Daucus durieua	Daucus durieua		Plantae	Angiospermae				Daucus	durieua													terrestrial		present														
162			rinse	Daucus glochidiatus	Daucus glochidiatus		Plantae	Angiospermae				Daucus	glochidiatus													terrestrial		present														data based solely on DAISIE portal
162			rinse	Daucus muricatus	Daucus muricatus		Plantae	Angiospermae				Daucus	muricatus													terrestrial		not confirmed														
162			rinse	Delairea odorata	Delairea odorata		Plantae	Angiospermae	Eudicotyledoneae			Delairea	odorata													terrestrial		not confirmed														
162			rinse	Delosperma cooperi	Delosperma cooperi		Plantae	Angiospermae				Delosperma	cooperi													terrestrial		not confirmed														
162			rinse	Descurainia incana incisa	Descurainia incana incisa		Plantae	Angiospermae				Descurainia	incana incisa													terrestrial		present														
162			rinse	Descurainia pinnata	Descurainia pinnata		Plantae	Angiospermae				Descurainia	pinnata													terrestrial		present														
162			rinse	Descurainia sophia	Descurainia sophia		Plantae	Angiospermae				Descurainia	sophia													terrestrial		not confirmed														data based solely on DAISIE portal
162			rinse	Desmanthus illinoensis	Desmanthus illinoensis		Plantae	Angiospermae				Desmanthus	illinoensis													terrestrial		present														
162			rinse	Deutzia gracilis	Deutzia gracilis		Plantae	Angiospermae				Deutzia	gracilis													terrestrial		present														
162			rinse	Deutzia scabra	Deutzia scabra		Plantae	Angiospermae				Deutzia	scabra													terrestrial		present														data based solely on DAISIE portal
162			rinse	Dianthus barbatus	Dianthus barbatus		Plantae	Angiospermae				Dianthus	barbatus													terrestrial		present														data based solely on DAISIE portal
162			rinse	Dianthus caryophyllus	Dianthus caryophyllus		Plantae	Angiospermae				Dianthus	caryophyllus													terrestrial		present														data based solely on DAISIE portal
162			rinse	Dianthus caryophyllus x gratianopolitanus	Dianthus caryophyllus x gratianopolitanus		Plantae	Angiospermae				Dianthus	caryophyllus x gratianopolitanus													terrestrial		not confirmed														data based solely on DAISIE portal
162			rinse	Dianthus gratianopolitanus x plumarius	Dianthus gratianopolitanus x plumarius		Plantae	Angiospermae				Dianthus	gratianopolitanus x plumarius													terrestrial		not confirmed														data based solely on DAISIE portal
162			rinse	Dianthus plumarius	Dianthus plumarius		Plantae	Angiospermae				Dianthus	plumarius													terrestrial		present														data based solely on DAISIE portal
162			rinse	Dianthus subacaulis	Dianthus subacaulis		Plantae	Angiospermae				Dianthus	subacaulis													terrestrial		present														
162			rinse	Dianthus superbus	Dianthus superbus		Plantae	Angiospermae				Dianthus	superbus													terrestrial		present														
162			rinse	Dianthus x allwoodii	Dianthus x allwoodii		Plantae	Angiospermae				Dianthus	x allwoodii													terrestrial		not confirmed														data based solely on DAISIE portal
162			rinse	Dicentra formosa	Dicentra formosa		Plantae	Angiospermae				Dicentra	formosa													terrestrial		present														data based solely on DAISIE portal
162			rinse	Dichanthelium acuminatum fasciculatum	Dichanthelium acuminatum fasciculatum		Plantae	Angiospermae				Dichanthelium	acuminatum fasciculatum													terrestrial		not confirmed														
162			rinse	Dichondra micrantha	Dichondra micrantha		Plantae	Angiospermae				Dichondra	micrantha													terrestrial		not confirmed														
162			rinse	Digitalis lanata	Digitalis lanata		Plantae	Angiospermae				Digitalis	lanata													terrestrial		not confirmed														
162			rinse	Digitalis lutea	Digitalis lutea		Plantae	Angiospermae				Digitalis	lutea													terrestrial		not confirmed														data based solely on DAISIE portal
162			rinse	Digitaria acuminatissima	Digitaria acuminatissima		Plantae	Angiospermae	Monocotyledoneae			Digitaria	acuminatissima													terrestrial		present														
162			rinse	Digitaria aequiglumis	Digitaria aequiglumis		Plantae	Angiospermae	Monocotyledoneae			Digitaria	aequiglumis													terrestrial		present														
162			rinse	Digitaria brownii	Digitaria brownii		Plantae	Angiospermae	Monocotyledoneae			Digitaria	brownii													terrestrial		present														
162			rinse	Digitaria ciliaris	Digitaria ciliaris		Plantae	Angiospermae	Monocotyledoneae			Digitaria	ciliaris													terrestrial		present														data based solely on DAISIE portal
162			rinse	Digitaria ischaemum	Digitaria ischaemum		Plantae	Angiospermae	Monocotyledoneae			Digitaria	ischaemum													terrestrial		not confirmed														data based solely on DAISIE portal
162			rinse	Digitaria longiflora	Digitaria longiflora		Plantae	Angiospermae	Monocotyledoneae			Digitaria	longiflora													terrestrial		not confirmed														
162			rinse	Digitaria sanguinalis	Digitaria sanguinalis		Plantae	Angiospermae	Monocotyledoneae			Digitaria	sanguinalis													terrestrial		present														data based solely on DAISIE portal
162			rinse	Digitaria violascens	Digitaria violascens		Plantae	Angiospermae	Monocotyledoneae			Digitaria	violascens													terrestrial		present														
162			rinse	Dinebra retroflexa	Dinebra retroflexa		Plantae	Angiospermae				Dinebra	retroflexa													terrestrial		present														
162			rinse	Diospyros kaki	Diospyros kaki		Plantae	Angiospermae				Diospyros	kaki													terrestrial		not confirmed														
162			rinse	Diospyros lotus	Diospyros lotus		Plantae	Angiospermae				Diospyros	lotus													terrestrial		not confirmed														
162			rinse	Diplachne fusca	Diplachne fusca		Plantae	Angiospermae				Diplachne	fusca													terrestrial		present														data based solely on DAISIE portal
162			rinse	Diplotaxis assurgens	Diplotaxis assurgens		Plantae	Angiospermae				Diplotaxis	assurgens													terrestrial		not confirmed														
162			rinse	Diplotaxis erucoides	Diplotaxis erucoides		Plantae	Angiospermae				Diplotaxis	erucoides													terrestrial		present														data based solely on DAISIE portal
162			rinse	Diplotaxis muralis	Diplotaxis muralis		Plantae	Angiospermae				Diplotaxis	muralis													terrestrial		not confirmed														data based solely on DAISIE portal
162			rinse	Diplotaxis tenuifolia	Diplotaxis tenuifolia		Plantae	Angiospermae				Diplotaxis	tenuifolia													terrestrial		not confirmed														data based solely on DAISIE portal
162			rinse	Diplotaxis tenuisiliqua	Diplotaxis tenuisiliqua		Plantae	Angiospermae				Diplotaxis	tenuisiliqua													terrestrial		not confirmed														
162			rinse	Diplotaxis virgata	Diplotaxis virgata		Plantae	Angiospermae				Diplotaxis	virgata													terrestrial		present														
162			rinse	Dipsacus fullonum x sativus	Dipsacus fullonum x sativus		Plantae	Angiospermae				Dipsacus	fullonum x sativus													terrestrial		not confirmed														data based solely on DAISIE portal
162			rinse	Dipsacus laciniatus	Dipsacus laciniatus		Plantae	Angiospermae				Dipsacus	laciniatus													terrestrial		present														data based solely on DAISIE portal
162			rinse	Dipsacus sativus	Dipsacus sativus		Plantae	Angiospermae				Dipsacus	sativus													terrestrial		present														data based solely on DAISIE portal
162			rinse	Dipsacus strigosus	Dipsacus strigosus		Plantae	Angiospermae				Dipsacus	strigosus													terrestrial		not confirmed														data based solely on DAISIE portal
