Phylum/Division;Class;Genus;Species;Great Britain;France;Belgium;Netherlands;Environment;Notes;;;
Angiospermae;;Silene;scabriflora;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Silene;schafta;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Silene;stricta;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Silene;viscosa;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Silene;x hampeana;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Silphium;perfoliatum;not confirmed;present;present;not confirmed;terrestrial;;;;
Angiospermae;;Silybum;marianum;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Sinacalia;tangutica;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Sinapis;alba;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Sinapis;alba alba;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Sinapis;alba dissecta;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Sinapis;arvensis;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Sisymbrium;altissimum;present;present;present;present;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Sisymbrium;assoanum;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Sisymbrium;austriacum chrysanthum;not confirmed;not confirmed;present;present;terrestrial;;;;
Angiospermae;;Sisymbrium;erysimoides;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Sisymbrium;irio;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Sisymbrium;loeselii;present;present;present;present;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Sisymbrium;officinale;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Sisymbrium;orientale;present;not confirmed;present;present;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Sisymbrium;runcinatum;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Sisymbrium;septulatum;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Sisymbrium;strictissimum;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Sisymbrium;volgense;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Sisyrinchium;angustifolium;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Sisyrinchium;bermudiana;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Sisyrinchium;californicum;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Sisyrinchium;laxum;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Sisyrinchium;montanum;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Sisyrinchium;striatum;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Sium;sisarum;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Sixalix;atropurpurea;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Smilax;excelsa;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Smyrnium;olusatrum;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Smyrnium;perfoliatum;present;not confirmed;present;present;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Solanum;americanum;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Solanum;bonariense;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Solanum;capsicoides;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Solanum;carolinense;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Solanum;cornutum;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Solanum;elaeagnifolium;not confirmed;present;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Solanum;fontanesianum;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Solanum;heterodoxum;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Solanum;jasminoides;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Solanum;laciniatum;present;present;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Solanum;mauritianum;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Solanum;melongena;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Solanum;nigrum guineense;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Solanum;nigrum schultesii;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Solanum;nitidibaccatum;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Solanum;physalifolium;present;present;not confirmed;present;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Solanum;pseudocapsicum;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Solanum;pygmaeum;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Solanum;rantonnetii;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Solanum;sarachoides;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Solanum;sisymbriifolium;present;present;present;present;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Solanum;sodomaeum;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Solanum;sublobatum;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Solanum;triflorum;present;present;present;present;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Solanum;triflorum ponticum;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Solanum;triflorum triflorum;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Solanum;tuberosum;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Solanum;vernei;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Solanum;viarum;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Solanum;villosum;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Solanum;villosum alatum;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Solanum;villosum villosum;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Solanum;x procurrens;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Soleirolia;soleirolii;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Solidago;canadensis;present;present;present;present;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Solidago;canadensis altissima;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Solidago;canadensis canadensis;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Solidago;gigantea;present;present;present;present;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Solidago;gigantea gigantea;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Solidago;gigantea serotina;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Solidago;graminifolia;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Solidago;rugosa;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Solidago;x niederederi;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Soliva;anthemifolia;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Soliva;pterosperma;not confirmed;present;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Soliva;sessilis;present;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Sonchus;tenerrimus;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Sorbaria;kirilowii;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Sorbaria;sorbifolia;present;present;present;present;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Sorbaria;tomentosa;present;present;present;present;terrestrial;;;;
Angiospermae;;Sorbus;aria;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Sorbus;aucuparia x intermedia;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Sorbus;croceocarpa;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Sorbus;decipiens;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Sorbus;domestica;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Sorbus;hybrida;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Sorbus;intermedia;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Sorbus;latifolia;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Sorbus;x rotundifolia;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Sorbus;x thuringiaca;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Monocotyledoneae;Sorghum;bicolor;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Monocotyledoneae;Sorghum;bicolor drummondii;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;Monocotyledoneae;Sorghum;halepense;present;present;present;present;terrestrial;;;;
Angiospermae;;Sparaxis;fragrans grandiflora;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Monocotyledoneae;Spartina;alterniflora;present;present;not confirmed;present;terrestrial+marine;;;;
Angiospermae;Monocotyledoneae;Spartina;anglica;present;present;present;present;terrestrial+marine;;;;
Angiospermae;Monocotyledoneae;Spartina;patens;not confirmed;present;not confirmed;not confirmed;terrestrial+marine;;;;
Angiospermae;Monocotyledoneae;Spartina;pectinata;present;not confirmed;present;not confirmed;terrestrial+marine;;;;
Angiospermae;Monocotyledoneae;Spartina;townsendii;present;present;present;present;terrestrial+marine;;;;
Angiospermae;;Spartium;junceum;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Spergula;arvensis;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Spergula;morisonii;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Spergularia;bocconei;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Sphaeralcea;bonariensis;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Spinacia;oleracea;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Spiraea;agg.;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Spiraea;alba;present;present;present;present;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Spiraea;billardii;present;present;present;present;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Spiraea;canescens;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Spiraea;chamaedryfolia;present;present;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Spiraea;chamaedryfolia ulmifolia;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Spiraea;douglasii;present;present;present;present;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Spiraea;douglasii douglasii;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Spiraea;douglasii menziesii;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Spiraea;hypericifolia;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Spiraea;japonica;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Spiraea;media;present;present;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Spiraea;prunifolia;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Spiraea;salicifolia;present;present;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Spiraea;x arguta;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Spiraea;x billardii;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Spiraea;x brachybotrys;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Spiraea;x pseudosalicifolia;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Spiraea;x rosalba;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Spiraea;x semperflorens;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Spiraea;x vanhouttei;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Sporobolus;africanus;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Sporobolus;carolii;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Sporobolus;creber;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Sporobolus;elongatus;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Sporobolus;indicus;not confirmed;present;present;not confirmed;terrestrial;;;;
Angiospermae;;Sporobolus;neglectus;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Sporobolus;vaginiflorus;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Sporobolus;virginicus;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Stachys;alpina;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Stachys;annua;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Stachys;arvensis;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Stachys;atherocalyx;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Stachys;byzantina;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Stachys;cretica;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Stachys;recta;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Magnoliopsida;Staphylea;pinnata;present;present;present;present;terrestrial;;;;
Angiospermae;;Stenotaphrum;secundatum;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Stephanandra;incisa;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Sternbergia;lutea;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Stipa;bromoides;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Stipa;calamagrostis;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Stipa;capensis;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Stipa;filiculmis;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Stipa;formicarum;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Stipa;hyalina;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Stipa;nitida;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Stipa;papposa;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Stipa;pennata;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Stipa;scabra falcata;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Stipa;scabra scabra;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Stipa;tenacissima;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Stipa;verticillata;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Stipagrostis;pungens;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Stratiotes;aloides;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Stuartina;muelleri;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Styphnolobium;japonicum;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Styrax;officinalis;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Sutera;cordata;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Symphoricarpos;albus;present;present;present;present;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Symphoricarpos;albus laevigatus;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Symphoricarpos;orbiculatus;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Symphoricarpos;x chenaultii;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Symphytum;asperum;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Symphytum;bulbosum;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Symphytum;caucasicum;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Symphytum;ibericum;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Symphytum;orientale;present;present;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Symphytum;peregrinum;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Symphytum;tauricum;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Symphytum;x coeruleum;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Symphytum;x 'Hidcote Blue';present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Symphytum;x uplandicum;present;present;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Syringa;persica;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Syringa;vulgaris;present;present;present;present;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Taeniatherum;caput-medusae;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Tagetes;erecta;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Tagetes;minuta;not confirmed;present;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Tagetes;patula;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Tamarix;africana;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Tamarix;canariensis;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Tamarix;gallica;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Tamarix;parviflora;not confirmed;present;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Tamarix;ramosissima;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Tanacetum;cinerariifolium;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Tanacetum;coccineum;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Tanacetum;corymbosum;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Tanacetum;macrophyllum;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Tanacetum;parthenium;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Taraxacum;officinale;present;present;present;present;terrestrial;;;;
Angiospermae;;Tecoma;radicans;not confirmed;present;present;not confirmed;terrestrial;;;;
Angiospermae;;Telekia;speciosa;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Tellima;grandiflora;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Tetragonia;tetragonioides;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Tetragonolobus;biflorus;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Tetragonolobus;purpureus;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Teucrium;botrys;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Teucrium;chamaedrys;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Teucrium;resupinatum;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Thalictrum;aquilegiifolium;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Thalictrum;delavayi;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Thermopsis;montana;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Thlaspi;alliaceum;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Thlaspi;arvense;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Thlaspi;brachypetalum;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Thlaspi;caerulescens;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Thlaspi;macrophyllum;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Thymus;pannonicus;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Thymus;vulgaris;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Thymus;x citriodorus;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Tilia;americana;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Tilia;tomentosa;not confirmed;present;present;not confirmed;terrestrial;;;;
Angiospermae;;Tolmiea;menziesii;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Tordylium;maximum;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Torilis;arvensis;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Torilis;arvensis purpurea;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Torilis;leptophylla;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Torilis;tenella;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Toxicodendron;radicans;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Trachelium;caeruleum;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Monocotyledoneae;Trachycarpus;fortunei;not confirmed;present;not confirmed;present;terrestrial;;;;
Angiospermae;;Trachyspermum;ammi;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Trachystemon;orientalis;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Monocotyledoneae;Tradescantia;fluminensis;present;present;present;not confirmed;terrestrial;;;;
Angiospermae;Monocotyledoneae;Tradescantia;virginiana;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Tragopogon;dubius;not confirmed;not confirmed;present;present;terrestrial;;;;
Angiospermae;;Tragopogon;dubius major;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Tragopogon;hybridus;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Tragopogon;porrifolius;present;not confirmed;not confirmed;present;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Tragopogon;porrifolius porrifolius;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Tragopogon;pratensis pratensis;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Tragopogon;x mirabilis;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Tragus;australianus;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Tragus;berteronianus;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Tragus;racemosus;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Trapa;natans;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
