Unnamed: 0	taxonID	datasetName	scientificName	synonym	kingdom	phylum	class	order	family	genus	specificEpithet	subspecies	taxonGroup	vernacularNameEN	vernacularNameNL	vernacularNameFR	status	statusCertainty	BFIS	ISEIA	spatialDistribution	invasiveness	introductionPathway	introductionMode	habitat	origin	presenceBE	presenceFL	presenceWA	presenceBR	presenceBECoast	presenceBPNS	presenceBEEZ	firstObservationYearBE	firstObservationYearFL	latestObservationYearBE	source	sourceID	riskAnalysis	publicationStatus	notes	gbifapi_usageKey	gbifapi_scientificName	gbifapi_canonicalName	gbifapi_status	gbifapi_rank	gbifapi_matchType	gbifapi_confidence	gbifapi_acceptedKey
8699		rinse	Psittacula derbiana			Chordata	Aves			Psittacula	derbiana														terrestrial		not confirmed																						
8700		rinse	Psittacula eupatria			Chordata	Aves			Psittacula	eupatria														terrestrial		present																						
8701		rinse	Psittacula krameri			Chordata	Aves			Psittacula	krameri														terrestrial		present																						
8702		rinse	Psittacus erithacus			Chordata	Aves			Psittacus	erithacus														terrestrial		present 																						
8703		rinse	Pycnonotus aurigaster			Chordata	Aves			Pycnonotus	aurigaster														terrestrial		not confirmed																						
8704		rinse	Pycnonotus barbatus			Chordata	Aves			Pycnonotus	barbatus														terrestrial		not confirmed																						
8705		rinse	Pycnonotus cafer			Chordata	Aves			Pycnonotus	cafer														terrestrial		present																						
8706		rinse	Pycnonotus jocosus			Chordata	Aves			Pycnonotus	jocosus														terrestrial		present																						
8707		rinse	Pycnonotus leucotis			Chordata	Aves			Pycnonotus	leucotis														terrestrial		not confirmed																						
8708		rinse	Pycnonotus sinensis			Chordata	Aves			Pycnonotus	sinensis														terrestrial		not confirmed																						
8709		rinse	Pyrrhocorax graculus			Chordata	Aves			Pyrrhocorax	graculus														terrestrial		not confirmed																						
8710		rinse	Quelea erythrops			Chordata	Aves			Quelea	erythrops														terrestrial		not confirmed																						
8711		rinse	Quelea quelea			Chordata	Aves			Quelea	quelea														terrestrial		not confirmed																						
8712		rinse	Quiscalus major			Chordata	Aves			Quiscalus	major														terrestrial+marine		present																						
8713		rinse	Ramphastos toco			Chordata	Aves			Ramphastos	toco														terrestrial		not confirmed																						
8714		rinse	Rangifer tarandus			Chordata	Mammalia			Rangifer	tarandus														terrestrial		not confirmed																						
8715		rinse	Rattus norvegicus			Chordata	Mammalia			Rattus	norvegicus														terrestrial		present																						
8716		rinse	Rattus rattus			Chordata	Mammalia			Rattus	rattus														terrestrial		present																						
8717		rinse	Rhea americana			Chordata	Aves			Rhea	americana														terrestrial		not confirmed																						
8718		rinse	Rhodeus amarus			Chordata	Actinopterygii			Rhodeus	amarus														freshwater		native																						
8719		rinse	Rhodopechys obsoleta			Chordata	Aves			Rhodopechys	obsoleta														terrestrial		not confirmed																						
8720		rinse	Rhodospiza obsoleta			Chordata	Aves			Rhodospiza	obsoleta														terrestrial		present																						
8721		rinse	Salamandra salamandra			Chordata	Amphibia			Salamandra	salamandra														freshwater+terrestrial		present																						
8722		rinse	Salmo salar			Chordata	Actinopterygii			Salmo	salar														freshwater		native																						
8723		rinse	Salvelinus alpinus			Chordata	Actinopterygii			Salvelinus	alpinus														freshwater		not confirmed																						
8724		rinse	Salvelinus fontinalis			Chordata	Actinopterygii			Salvelinus	fontinalis														freshwater		present/extinct																						
8725		rinse	Salvelinus malma			Chordata	Actinopterygii			Salvelinus	malma														freshwater		not confirmed																						
8726		rinse	Salvelinus namaycush			Chordata	Actinopterygii			Salvelinus	namaycush														freshwater		not confirmed																						
8727		rinse	Sander lucioperca			Chordata	Actinopterygii			Sander	lucioperca														freshwater		present																						
8728		rinse	Sarcophilus harrisi			Chordata	Mammalia			Sarcophilus	harrisi														terrestrial		present																						
8729		rinse	Sarkidiornis melanotos			Chordata	Aves			Sarkidiornis	melanotos														freshwater+terrestrial		present																						
8730		rinse	Sciurotamias davidianus			Chordata	Mammalia			Sciurotamias	davidianus														terrestrial		present																						
8731		rinse	Sciurus carolinensis			Chordata	Mammalia			Sciurus	carolinensis														terrestrial		present																						
8732		rinse	Sciurus granatensis			Chordata	Mammalia			Sciurus	granatensis														terrestrial		not confirmed																						
8733		rinse	Sciurus lis			Chordata	Mammalia			Sciurus	lis														terrestrial		not confirmed																						
8734		rinse	Sciurus niger			Chordata	Mammalia			Sciurus	niger														terrestrial		not confirmed																						
8735		rinse	Scopus umbretta			Chordata	Aves			Scopus	umbretta														freshwater+terrestrial		present																						
8736		rinse	Sebastes schlegelii			Chordata	Actinopterygii			Sebastes	schlegelii														freshwater		not confirmed																						
8737		rinse	Serinus canaria			Chordata	Aves			Serinus	canaria														terrestrial		present																						
8738		rinse	Serinus canicollis			Chordata	Aves			Serinus	canicollis														terrestrial		not confirmed																						
8739		rinse	Serinus mozambicus			Chordata	Aves			Serinus	mozambicus														terrestrial		not confirmed																						
8740		rinse	Serinus pusillus			Chordata	Aves			Serinus	pusillus														terrestrial		not confirmed																						
8741		rinse	Setophaga ruticilla			Chordata	Aves			Setophaga	ruticilla														terrestrial		not confirmed																						
8742		rinse	Sicalis flaveola			Chordata	Aves			Sicalis	flaveola														terrestrial		not confirmed																						
8743		rinse	Sigmodon hispidus			Chordata	Mammalia			Sigmodon	hispidus														terrestrial		not confirmed																						
8744		rinse	Silurus glanis			Chordata	Actinopterygii			Silurus	glanis														freshwater		present/native																						
8745		rinse	Speleomantes ambrosii			Chordata	Amphibia			Speleomantes	ambrosii														freshwater+terrestrial		not confirmed																						
8746		rinse	Spilopelia senegalensis			Chordata	Aves			Spilopelia	senegalensis														terrestrial		not confirmed																						
8747		rinse	Streptopelia decaocto			Chordata	Aves			Streptopelia	decaocto														terrestrial		present																						
8748		rinse	Streptopelia risoria			Chordata	Aves			Streptopelia	risoria														terrestrial		present																						
8749		rinse	Streptopelia senegalensis			Chordata	Aves			Streptopelia	senegalensis														terrestrial		not confirmed																						
8750		rinse	Streptopelia tranquebarica			Chordata	Aves			Streptopelia	tranquebarica														terrestrial		not confirmed																						
8751		rinse	Struthio camelus			Chordata	Aves			Struthio	camelus														terrestrial		not confirmed																						
8752		rinse	Sturnia sinensis			Chordata	Aves			Sturnia	sinensis														terrestrial		present																						
8753		rinse	Sturnus cineraceus			Chordata	Aves			Sturnus	cineraceus														terrestrial		not confirmed																						
8754		rinse	Sturnus contra			Chordata	Aves			Sturnus	contra														terrestrial		not confirmed																						
8755		rinse	Sturnus pagodarum			Chordata	Aves			Sturnus	pagodarum														terrestrial		not confirmed																						
8756		rinse	Sturnus roseus			Chordata	Aves			Sturnus	roseus														terrestrial		present																						
8757		rinse	Sturnus sinensis			Chordata	Aves			Sturnus	sinensis														terrestrial		not confirmed																						
8758		rinse	Sturnus sturninus			Chordata	Aves			Sturnus	sturninus														terrestrial		not confirmed																						
8759		rinse	Styela clava			Chordata	Ascidiacea			Styela	clava														marine		present																						
8760		rinse	Styela plicata			Chordata	Ascidiacea			Styela	plicata														marine		not confirmed																						
8761		rinse	Sylvilagus floridanus			Chordata	Mammalia			Sylvilagus	floridanus														terrestrial		extinct																						
8762		rinse	Syrmaticus reevesii			Chordata	Aves			Syrmaticus	reevesii														terrestrial		present																						
8763		rinse	Tadorna cana			Chordata	Aves			Tadorna	cana														freshwater+terrestrial		present																						
8764		rinse	Tadorna ferruginea			Chordata	Aves			Tadorna	ferruginea														freshwater+terrestrial		present																						
8765		rinse	Tadorna radjah			Chordata	Aves			Tadorna	radjah														freshwater+terrestrial+marine		not confirmed																						
8766		rinse	Tadorna tadornoides			Chordata	Aves			Tadorna	tadornoides														freshwater+terrestrial+marine		present																						
8767		rinse	Tadorna variegata			Chordata	Aves			Tadorna	variegata														freshwater+terrestrial+marine		present																						
8768		rinse	Taeniopygia guttata			Chordata	Aves			Taeniopygia	guttata														terrestrial		present																						
8769		rinse	Tamias sibiricus			Chordata	Mammalia			Tamias	sibiricus														terrestrial		present																						
8770		rinse	Tamias striatus			Chordata	Mammalia			Tamias	striatus														terrestrial		not confirmed																						
8771		rinse	Tamiasciurus hudsonicus			Chordata	Mammalia			Tamiasciurus	hudsonicus														terrestrial		not confirmed																						
8772		rinse	Tarsiger cyanurus			Chordata	Aves			Tarsiger	cyanurus														terrestrial		present																						
8773		rinse	Tauraco persa			Chordata	Aves			Tauraco	persa														terrestrial		not confirmed																						
8774		rinse	Terathopius ecaudatus			Chordata	Aves			Terathopius	ecaudatus														terrestrial		not confirmed																						
8775		rinse	Testudo graeca			Chordata	Reptilia			Testudo	graeca														terrestrial		present																						
8776		rinse	Testudo hermanni			Chordata	Reptilia			Testudo	hermanni														terrestrial		present																						
8777		rinse	Tetraodon fluviatilis			Chordata	Actinopterygii			Tetraodon	fluviatilis														marine+freshwater		present																						
8778		rinse	Theristicus caudatus			Chordata	Aves			Theristicus	caudatus														terrestrial		not confirmed																						
8779		rinse	Threskiornis aethiopicus			Chordata	Aves			Threskiornis	aethiopicus														freshwater+terrestrial		present																						
8780		rinse	Threskiornis melanocephalus			Chordata	Aves			Threskiornis	melanocephalus														freshwater+terrestrial		not confirmed																						
8781		rinse	Threskiornis spinicollis			Chordata	Aves			Threskiornis	spinicollis														terrestrial		present																						
8782		rinse	Thymallus thymallus			Chordata	Actinopterygii			Thymallus	thymallus														freshwater		present/native																						
8783		rinse	Tilapia zillii			Chordata	Actinopterygii			Tilapia	zillii														freshwater		not confirmed																						
8784		rinse	Trachemys scripta			Chordata	Reptilia			Trachemys	scripta														freshwater+terrestrial		present																						
8785		rinse	Trachyphonus erythrocephalus			Chordata	Aves			Trachyphonus	erythrocephalus														terrestrial		not confirmed																						
8786		rinse	Trinectes maculatus			Chordata	Actinopterygii			Trinectes	maculatus														marine		not confirmed																						
8787		rinse	Triturus carnifex			Chordata	Amphibia			Triturus	carnifex														freshwater+terrestrial		present																						
8788		rinse	Triturus marmoratus			Chordata	Amphibia			Triturus	marmoratus														freshwater+terrestrial		present																						
8789		rinse	Turdus dissimilis			Chordata	Aves			Turdus	dissimilis														terrestrial		present																						
8790		rinse	Turdus kessleri			Chordata	Aves			Turdus	kessleri														terrestrial		not confirmed																						
8791		rinse	Turdus migratorius			Chordata	Aves			Turdus	migratorius														terrestrial		not confirmed																						
8792		rinse	Umbra krameri			Chordata	Actinopterygii			Umbra	krameri														freshwater		not confirmed																						
8793		rinse	Umbra pygmaea			Chordata	Actinopterygii			Umbra	pygmaea														freshwater		present																						
8794		rinse	Uragus sibiricus			Chordata	Aves			Uragus	sibiricus														terrestrial		present																						
8795		rinse	Urocissa erythrorhyncha			Chordata	Aves			Urocissa	erythrorhyncha														terrestrial		not confirmed																						
8796		rinse	Vanellus armatus			Chordata	Aves			Vanellus	armatus														terrestrial		present																						
8797		rinse	Vanellus miles			Chordata	Aves			Vanellus	miles														terrestrial		present																						
8798		rinse	Vanellus spinosus			Chordata	Aves			Vanellus	spinosus														freshwater+terrestrial		present																						
8799		rinse	Vidua macroura			Chordata	Aves			Vidua	macroura														terrestrial		present																						
8800		rinse	Vidua obtusa			Chordata	Aves			Vidua	obtusa														terrestrial		not confirmed																						
8801		rinse	Vimba vimba			Chordata	Actinopterygii			Vimba	vimba														freshwater		present/not confirmed																						
8802		rinse	Vipera aspis			Chordata	Reptilia			Vipera	aspis														terrestrial		present																						
8803		rinse	Xanthocephalus xanthocephalus			Chordata	Aves			Xanthocephalus	xanthocephalus														terrestrial		not confirmed																						
8804		rinse	Xenopus laevis			Chordata	Amphibia			Xenopus	laevis														freshwater+terrestrial		present																						
8805		rinse	Yuhina diademata			Chordata	Aves			Yuhina	diademata														terrestrial		not confirmed																						
8806		rinse	Zamenis longissimus			Chordata	Reptilia			Zamenis	longissimus														terrestrial		not confirmed																						
8807		rinse	Zonotrichia albicollis			Chordata	Aves			Zonotrichia	albicollis														terrestrial		not confirmed																						
8808		rinse	Zonotrichia capensis			Chordata	Aves			Zonotrichia	capensis														terrestrial		not confirmed																						
8809		rinse	Zonotrichia leucophrys			Chordata	Aves			Zonotrichia	leucophrys														terrestrial		not confirmed																						
8810		rinse	Zoothera sibirica			Chordata	Aves			Zoothera	sibirica														terrestrial		not confirmed																						
8811		rinse	Zosterops erythropleura			Chordata	Aves			Zosterops	erythropleura														terrestrial		not confirmed																						
8812		rinse	Zosterops japonicus			Chordata	Aves			Zosterops	japonicus														terrestrial		not confirmed																						
8813		rinse	Zosterops palpebrosus			Chordata	Aves			Zosterops	palpebrosus														terrestrial		not confirmed																						
8814		rinse	Batrachochytrium dendrobatidis			Chytridiomycota	Chytridiomycetes			Batrachochytrium	dendrobatidis														freshwater		present																						
8815		rinse	Synchytrium endobioticum			Chytridiomycota	Chytridiomycetes			Synchytrium	endobioticum														terrestrial		not confirmed																						
8816		rinse	Aiptasia pulchella			Cnidaria	Anthozoa			Aiptasia	pulchella														marine		not confirmed																						
8817		rinse	Blackfordia virginica			Cnidaria	Hydrozoa			Blackfordia	virginica														marine		not confirmed																						
8818		rinse	Clavopsella navis			Cnidaria	Hydrozoa			Clavopsella	navis														marine		not confirmed																						
8819		rinse	Clytia linearis			Cnidaria	Hydrozoa			Clytia	linearis														marine		not confirmed																						
8820		rinse	Cordylophora caspia			Cnidaria	Hydrozoa			Cordylophora	caspia														marine+freshwater		present																						
8821		rinse	Coryne pintneri			Cnidaria	Hydrozoa			Coryne	pintneri														marine		not confirmed																						
8822		rinse	Craspedacusta sowerbyi			Cnidaria	Hydrozoa			Craspedacusta	sowerbyi														freshwater		present																						
8823		rinse	Diadumene cincta			Cnidaria	Anthozoa			Diadumene	cincta														marine		present																						
8824		rinse	Diadumene lineata			Cnidaria	Anthozoa			Diadumene	lineata														marine		present																						
8825		rinse	Eucheilota paradoxica			Cnidaria	Hydrozoa			Eucheilota	paradoxica														marine		not confirmed																						
8826		rinse	Garveia franciscana			Cnidaria	Hydrozoa			Garveia	franciscana														marine+freshwater		present																						
8827		rinse	Gonionemus vertens			Cnidaria	Hydrozoa			Gonionemus	vertens														marine		present/extinct																						
8828		rinse	Haliplanella lineata			Cnidaria	Anthozoa			Haliplanella	lineata														marine		present																						
8829		rinse	Haliplanella luciae			Cnidaria	Anthozoa			Haliplanella	luciae														marine		not confirmed																						
8830		rinse	Maeotias marginata			Cnidaria	Hydrozoa			Maeotias	marginata														marine		not confirmed																						
8831		rinse	Melicertum octocostatum			Cnidaria	Hydrozoa			Melicertum	octocostatum														marine		present																						
8832		rinse	Myxobolus artus			Cnidaria	Myxosporea			Myxobolus	artus														freshwater		not confirmed																						
8833		rinse	Nemopsis bachei			Cnidaria	Hydrozoa			Nemopsis	bachei														marine		present																						
8834		rinse	Ostroumovia inkermanica			Cnidaria	Hydrozoa			Ostroumovia	inkermanica														marine		not confirmed																						
8835		rinse	Thecocodium brieni			Cnidaria	Hydrozoa			Thecocodium	brieni														marine		not confirmed																						
8836		rinse	Beroe cucumi			Ctenophora	Nuda			Beroe	cucumi														marine		present																						
8837		rinse	Mnemiopsis leidyi			Ctenophora	Tentaculata			Mnemiopsis	leidyi														marine		present																						
8838		rinse	Alexandrium affine			Dinoflagellata	Dinophyceae			Alexandrium	affine														marine		not confirmed																						
8839		rinse	Alexandrium catenella			Dinoflagellata	Dinophyceae			Alexandrium	catenella														marine		not confirmed																						
8840		rinse	Alexandrium leei			Dinoflagellata	Dinophyceae			Alexandrium	leei														marine		not confirmed																						
8841		rinse	Alexandrium minutum			Dinoflagellata	Dinophyceae			Alexandrium	minutum														marine		present																						
8842		rinse	Alexandrium tamarense			Dinoflagellata	Dinophyceae			Alexandrium	tamarense														marine		present																						
8843		rinse	Alexandrium taylori			Dinoflagellata	Dinophyceae			Alexandrium	taylori														marine		not confirmed																						
8844		rinse	Ceratium candelabrum			Dinoflagellata	Dinophyceae			Ceratium	candelabrum														marine		not confirmed																						
8845		rinse	Gymnodinium catenatum			Dinoflagellata	Dinophyceae			Gymnodinium	catenatum														marine		not confirmed																						
8846		rinse	Karenia brevisulcata			Dinoflagellata	Dinophyceae			Karenia	brevisulcata														marine		not confirmed																						
8847		rinse	Karenia mikimotoi			Dinoflagellata	Dinophyceae			Karenia	mikimotoi														marine		not confirmed																						
8848		rinse	Karenia papilionacea			Dinoflagellata	Dinophyceae			Karenia	papilionacea														marine		not confirmed																						
8849		rinse	Karenia umbella			Dinoflagellata	Dinophyceae			Karenia	umbella														marine		not confirmed																						
8850		rinse	Noctiluca scintillans			Dinoflagellata	Dinophyceae			Noctiluca	scintillans														marine		present																						
8851		rinse	Prorocentrum minimum			Dinoflagellata	Dinophyceae			Prorocentrum	minimum														marine		not confirmed																						
8852		rinse	Prorocentrum triestinum			Dinoflagellata	Dinophyceae			Prorocentrum	triestinum														marine		not confirmed																						
8853		rinse	Scrippsiella hangoei			Dinoflagellata	Dinophyceae			Scrippsiella	hangoei														marine		not confirmed																						
8854		rinse	Takayama tasmanica			Dinoflagellata	Dinophyceae			Takayama	tasmanica														marine		not confirmed																						
8855		rinse	Barentsia matsushimana			Entoprocta	incertae sedis			Barentsia	matsushimana														marine		not confirmed																						
8856		rinse	Loxosomella antedonis			Entoprocta	incertae sedis			Loxosomella	antedonis														marine		not confirmed																						
8857		rinse	Loxosomella kefersteinii			Entoprocta	incertae sedis			Loxosomella	kefersteinii														marine		not confirmed																						
8858		rinse	Aerococcus viridans			Firmicutes	Bacilli			Aerococcus	viridans														marine		not confirmed																						
8859		rinse	Isochrysis galbana			Haptophyta	Coccolithophyceae			Isochrysis	galbana														marine		not confirmed																						
8860		rinse	Phaeocystis pouchetii			Haptophyta	Coccolithophyceae			Phaeocystis	pouchetii														marine		present																						
8861		rinse	Acrothrix gracilis			Heterokontophyta	Phaeophyceae			Acrothrix	gracilis														marine		not confirmed																						
8862		rinse	Aphanomyces astaci			Heterokontophyta	Oomycetes			Aphanomyces	astaci														freshwater		present																						
8863		rinse	Aphanomyces raphani			Heterokontophyta	Oomycetes			Aphanomyces	raphani														terrestrial		not confirmed																						
8864		rinse	Asperococcus scaber			Heterokontophyta	Phaeophyceae			Asperococcus	scaber														marine		not confirmed																						
8865		rinse	Asteromphalus sarcophagus			Heterokontophyta	Bacillariophyceae			Asteromphalus	sarcophagus														marine		not confirmed																						
8866		rinse	Basidiophora entospora			Heterokontophyta	Oomycetes			Basidiophora	entospora														terrestrial		not confirmed																						
8867		rinse	Botrytella sp.			Heterokontophyta	Phaeophyceae			Botrytella	sp.														marine		not confirmed																						
8868		rinse	Chaetoceros calcitrans			Heterokontophyta	Bacillariophyceae			Chaetoceros	calcitrans														marine		not confirmed																						
8869		rinse	Chaetoceros peruvianus			Heterokontophyta	Bacillariophyceae			Chaetoceros	peruvianus														marine		not confirmed																						
8870		rinse	Chaetoceros rostratus			Heterokontophyta	Bacillariophyceae			Chaetoceros	rostratus														marine		not confirmed																						
8871		rinse	Chattonella antiqua			Heterokontophyta	Raphidophyceae			Chattonella	antiqua														marine		not confirmed																						
8872		rinse	Chattonella marina			Heterokontophyta	Raphidophyceae			Chattonella	marina														marine		not confirmed																						
8873		rinse	Chorda filum			Heterokontophyta	Phaeophyceae			Chorda	filum														marine		present																						
8874		rinse	Cladosiphon zosterae			Heterokontophyta	Phaeophyceae			Cladosiphon	zosterae														marine		not confirmed																						
8875		rinse	Colpomenia peregrina			Heterokontophyta	Phaeophyceae			Colpomenia	peregrina														marine		not confirmed																						
8876		rinse	Coscinodiscus wailesii			Heterokontophyta	Bacillariophyceae			Coscinodiscus	wailesii														marine		present																						
8877		rinse	Desmarestia viridis			Heterokontophyta	Phaeophyceae			Desmarestia	viridis														marine		not confirmed																						
8878		rinse	Elachista sp.			Heterokontophyta	Phaeophyceae			Elachista	sp.														marine		not confirmed																						
8879		rinse	Eucampia cornuta			Heterokontophyta	Bacillariophyceae			Eucampia	cornuta														marine		not confirmed																						
8880		rinse	Fibrocapsa japonica			Heterokontophyta	Raphidophyceae			Fibrocapsa	japonica														marine		not confirmed																						
8881		rinse	Fucus spiralis			Heterokontophyta	Phaeophyceae			Fucus	spiralis														marine		present																						
8882		rinse	Halothrix lumbricalis			Heterokontophyta	Phaeophyceae			Halothrix	lumbricalis														marine		not confirmed																						
8883		rinse	Heterosigma akashiwo			Heterokontophyta	Raphidophyceae			Heterosigma	akashiwo														marine		present																						
8884		rinse	Labyrinthula zosterae			Heterokontophyta	Labyrinthulomycetes			Labyrinthula	zosterae														marine		not confirmed																						
8885		rinse	Laminaria japonica			Heterokontophyta	Phaeophyceae			Laminaria	japonica														marine		not confirmed																						
8886		rinse	Laurencia brongniartii			Heterokontophyta	Phaeophyceae			Laurencia	brongniartii														marine		not confirmed																						
8887		rinse	Leathesia difformis			Heterokontophyta	Phaeophyceae			Leathesia	difformis														marine		not confirmed																						
8888		rinse	Leathesia verruculiformis			Heterokontophyta	Phaeophyceae			Leathesia	verruculiformis														marine		not confirmed																						
8889		rinse	Macrocystis pyrifera			Heterokontophyta	Phaeophyceae			Macrocystis	pyrifera														marine		not confirmed																						
8890		rinse	Myriactula sp.			Heterokontophyta	Phaeophyceae			Myriactula	sp.														marine		not confirmed																						
8891		rinse	Odontella sinensis			Heterokontophyta	Bacillariophyceae			Odontella	sinensis														marine		present																						
8892		rinse	Olisthodiscus luteus			Heterokontophyta	Raphidophyceae			Olisthodiscus	luteus														marine		not confirmed																						
8893		rinse	Peronospora grisea			Heterokontophyta	Oomycetes			Peronospora	grisea														terrestrial		not confirmed																						
8894		rinse	Peronospora hyoscyami			Heterokontophyta	Oomycetes			Peronospora	hyoscyami														terrestrial		not confirmed																						
8895		rinse	Peronospora manshurica			Heterokontophyta	Oomycetes			Peronospora	manshurica														terrestrial		not confirmed																						
8896		rinse	Peronospora sparsa			Heterokontophyta	Oomycetes			Peronospora	sparsa														terrestrial		not confirmed																						
8897		rinse	Phytophthora alni			Heterokontophyta	Oomycetes			Phytophthora	alni														terrestrial		present																						
8898		rinse	Phytophthora capsici			Heterokontophyta	Oomycetes			Phytophthora	capsici														terrestrial		not confirmed																						
8899		rinse	Phytophthora cinnamomi			Heterokontophyta	Oomycetes			Phytophthora	cinnamomi														terrestrial		present																						
8900		rinse	Phytophthora erythroseptica			Heterokontophyta	Oomycetes			Phytophthora	erythroseptica														terrestrial		not confirmed																						
8901		rinse	Phytophthora fragariae			Heterokontophyta	Oomycetes			Phytophthora	fragariae														terrestrial		not confirmed																						
8902		rinse	Phytophthora hibernalis			Heterokontophyta	Oomycetes			Phytophthora	hibernalis														terrestrial		not confirmed																						
8903		rinse	Phytophthora ilicis			Heterokontophyta	Oomycetes			Phytophthora	ilicis														terrestrial		not confirmed																						
8904		rinse	Phytophthora infestans			Heterokontophyta	Oomycetes			Phytophthora	infestans														terrestrial		not confirmed																						
8905		rinse	Phytophthora kernoviae			Heterokontophyta	Oomycetes			Phytophthora	kernoviae														terrestrial		not confirmed																						
8906		rinse	Phytophthora lateralis			Heterokontophyta	Oomycetes			Phytophthora	lateralis														terrestrial		not confirmed																						
8907		rinse	Phytophthora megasperma			Heterokontophyta	Oomycetes			Phytophthora	megasperma														terrestrial		not confirmed																						
8908		rinse	Phytophthora nicotianae			Heterokontophyta	Oomycetes			Phytophthora	nicotianae														terrestrial		not confirmed																						
8909		rinse	Phytophthora palmivora			Heterokontophyta	Oomycetes			Phytophthora	palmivora														terrestrial		not confirmed																						
8910		rinse	Phytophthora quercina			Heterokontophyta	Oomycetes			Phytophthora	quercina														terrestrial		present																						
8911		rinse	Phytophthora ramorum			Heterokontophyta	Oomycetes			Phytophthora	ramorum														terrestrial		present																						
8912		rinse	Phytophthora sojae			Heterokontophyta	Oomycetes			Phytophthora	sojae														terrestrial		not confirmed																						
8913		rinse	Phytophthora syringae			Heterokontophyta	Oomycetes			Phytophthora	syringae														terrestrial		present																						
8914		rinse	Pilayella littoralis			Heterokontophyta	Phaeophyceae			Pilayella	littoralis														marine		present																						
8915		rinse	Plasmopara halstedii			Heterokontophyta	Oomycetes			Plasmopara	halstedii														terrestrial		not confirmed																						
8916		rinse	Plasmopara viticola			Heterokontophyta	Oomycetes			Plasmopara	viticola														terrestrial		not confirmed																						
8917		rinse	Pleurosigma planctonicum			Heterokontophyta	Bacillariophyceae			Pleurosigma	planctonicum														marine		not confirmed																						
8918		rinse	Pleurosigma simonsenii			Heterokontophyta	Bacillariophyceae			Pleurosigma	simonsenii														marine		not confirmed																						
8919		rinse	Pseudochattonella verruculosa			Heterokontophyta	Dictyochophyceae			Pseudochattonella	verruculosa														marine		not confirmed																						
8920		rinse	Pseudo-nitzschia multistriata			Heterokontophyta	Bacillariophyceae			Pseudo-nitzschia	multistriata														marine		not confirmed																						
8921		rinse	Pseudoperonospora cannabina			Heterokontophyta	Oomycetes			Pseudoperonospora	cannabina														terrestrial		not confirmed																						
8922		rinse	Pseudoperonospora cubensis			Heterokontophyta	Oomycetes			Pseudoperonospora	cubensis														terrestrial		not confirmed																						
8923		rinse	Pseudoperonospora humuli			Heterokontophyta	Oomycetes			Pseudoperonospora	humuli														terrestrial		present																						
8924		rinse	Pythium prolatum			Heterokontophyta	Oomycetes			Pythium	prolatum														terrestrial		not confirmed																						
8925		rinse	Pythium splendens			Heterokontophyta	Oomycetes			Pythium	splendens														terrestrial		present																						
8926		rinse	Rhizosolenia indica			Heterokontophyta	Bacillariophyceae			Rhizosolenia	indica														marine		not confirmed																						
8927		rinse	Saccharina latissima			Heterokontophyta	Phaeophyceae			Saccharina	latissima														marine		present																						
8928		rinse	Sargassum muticum			Heterokontophyta	Phaeophyceae			Sargassum	muticum														marine		present																						
8929		rinse	Scytosiphon dotyi			Heterokontophyta	Phaeophyceae			Scytosiphon	dotyi														marine		not confirmed																						
8930		rinse	Sphaerotrichia firma			Heterokontophyta	Phaeophyceae			Sphaerotrichia	firma														marine		not confirmed																						
8931		rinse	Stephanopyxis palmeriana			Heterokontophyta	Bacillariophyceae			Stephanopyxis	palmeriana														marine		not confirmed																						
8932		rinse	Thalassiosira punctigera			Heterokontophyta	Bacillariophyceae			Thalassiosira	punctigera														marine		present																						
8933		rinse	Thalassiosira tealata			Heterokontophyta	Bacillariophyceae			Thalassiosira	tealata														marine		present																						
8934		rinse	Undaria pinnatifida			Heterokontophyta	Phaeophyceae			Undaria	pinnatifida														marine		present																						
8935		rinse	Selaginella kraussiana			Lycopodiophyta	Selaginellopsida			Selaginella	kraussiana														terrestrial		present																						
8936		rinse	Lophocolea bispinosa			Marchantiophyta	Jungermanniopsida			Lophocolea	bispinosa														terrestrial		not confirmed																						
8937		rinse	Lophocolea semiteres			Marchantiophyta	Jungermanniopsida			Lophocolea	semiteres														terrestrial		present																						
8938		rinse	Lophozia herzogiana			Marchantiophyta	Jungermanniopsida			Lophozia	herzogiana														terrestrial		not confirmed																						
8939		rinse	Lunularia cruciata			Marchantiophyta	Marchantiopsida			Lunularia	cruciata														terrestrial		present																						
8940		rinse	Riccia crystallina			Marchantiophyta	Marchantiopsida			Riccia	crystallina														terrestrial		present																						
8941		rinse	Riccia rhenana			Marchantiophyta	Marchantiopsida			Riccia	rhenana														terrestrial		present																						
8942		rinse	Sphaerocarpos michelii			Marchantiophyta	Marchantiopsida			Sphaerocarpos	michelii														terrestrial		not confirmed																						
8943		rinse	Sphaerocarpos texanus			Marchantiophyta	Marchantiopsida			Sphaerocarpos	texanus														terrestrial		present																						
8944		rinse	Achatina fulica			Mollusca	Gastropoda			Achatina	fulica														terrestrial		not confirmed																						
8945		rinse	Aegopinella nitens			Mollusca	Gastropoda			Aegopinella	nitens														terrestrial		present/native																						
8946		rinse	Anodonta woodiana			Mollusca	Bivalvia			Anodonta	woodiana														freshwater		present																						
8947		rinse	Anomia chinensis			Mollusca	Bivalvia			Anomia	chinensis														marine		not confirmed																						
8948		rinse	Anomia ephippium			Mollusca	Bivalvia			Anomia	ephippium														marine		present																						
