AphiaID	Kingdom	Phylum	Class	Order	Family	Genus	Taxon	PlaceName	Distribution_id	Note	Beginyear	Occurrence	Origin	Invasiveness	Reference_id	Reference
106401.0	Animalia	Ctenophora	Tentaculata	Lobata	Bolinopsidae	Mnemiopsis	Mnemiopsis leidyi	Belgian Exclusive Economic Zone	817273.0			Established	Alien	Invasive	162989.0	Van Ginderdeuren, K.; Hostens, K.; Hoffman, S.; Vansteenbrugge, L.; Soenen, K.; De_Blauwe, H.; Robbens, J.; Vincx, M. (2012). Distribution of the invasive ctenophore Mnemiopsis leidyi in the Belgian part of the North Sea. <em>Aquatic Invasions.</em> 7(2): 163-169.
106401.0	Animalia	Ctenophora	Tentaculata	Lobata	Bolinopsidae	Mnemiopsis	Mnemiopsis leidyi	Belgian Exclusive Economic Zone	642478.0	non-indigenous			Alien		132969.0	VLIZ Alien Species Consortium
106401.0	Animalia	Ctenophora	Tentaculata	Lobata	Bolinopsidae	Mnemiopsis	Mnemiopsis leidyi	Belgian part of the North Sea	856890.0		2007.0	Established	Alien	Not specified	162989.0	Van Ginderdeuren, K.; Hostens, K.; Hoffman, S.; Vansteenbrugge, L.; Soenen, K.; De_Blauwe, H.; Robbens, J.; Vincx, M. (2012). Distribution of the invasive ctenophore Mnemiopsis leidyi in the Belgian part of the North Sea. <em>Aquatic Invasions.</em> 7(2): 163-169.
106401.0	Animalia	Ctenophora	Tentaculata	Lobata	Bolinopsidae	Mnemiopsis	Mnemiopsis leidyi	Belgian part of the North Sea	819104.0	Year first introduced or recorded : First sightings in August 2007 but most probably the species has been present for a long time.	2007.0	Established	Alien	Invasive	162989.0	Van Ginderdeuren, K.; Hostens, K.; Hoffman, S.; Vansteenbrugge, L.; Soenen, K.; De_Blauwe, H.; Robbens, J.; Vincx, M. (2012). Distribution of the invasive ctenophore Mnemiopsis leidyi in the Belgian part of the North Sea. <em>Aquatic Invasions.</em> 7(2): 163-169.
103788.0	Animalia	Chordata	Ascidiacea	Stolidobranchia	Molgulidae	Molgula	Molgula manhattensis	Belgian Exclusive Economic Zone	642542.0	non-indigenous			Alien		132969.0	VLIZ Alien Species Consortium
103788.0	Animalia	Chordata	Ascidiacea	Stolidobranchia	Molgulidae	Molgula	Molgula manhattensis	Belgian part of the North Sea	856891.0		1847.0	Established	Alien	Not specified	162709.0	Van Beneden, P.-J. (1847). Recherches sur l'embryogénie, l'anatomie et la physiologie des Ascidies simples. Mém. Acad. R. Sci. Lett. B.-Arts Belg., Collect. 4 XX: 1-66, plates I-IV
103788.0	Animalia	Chordata	Ascidiacea	Stolidobranchia	Molgulidae	Molgula	Molgula manhattensis	Belgian part of the North Sea	825376.0	Location : Oostende		Reported	Alien	Uncertain	192217.0	Haydar, D.; Hoarau, G.; Olsen, J. L.; Stam, W. T.; Wolff, W. J. (2010). Introduced or glacial relict? Phylogeography of the cryptogenic tunicate Molgula manhattensis (Ascidiacea, Pleurogona). <em>Diversity and Distributions.</em> 17(1): 68-80.
148603.0	Animalia	Arthropoda	Malacostraca	Amphipoda	Corophiidae	Monocorophium	Monocorophium sextonae	Belgian Exclusive Economic Zone	642525.0	non-indigenous			Alien		132969.0	VLIZ Alien Species Consortium
148603.0	Animalia	Arthropoda	Malacostraca	Amphipoda	Corophiidae	Monocorophium	Monocorophium sextonae	Belgian part of the North Sea	856892.0		1993.0	Established	Alien	Not specified	1656.0	Dewicke, A. (2002). De hyperbenthische gemeenschappen van de Noordzee [Hyperbenthic communities of the North Sea]. PhD Thesis. Universiteit Gent (RUG): Gent, Belgium. 219 + 1 cd-rom pp.
140430.0	Animalia	Mollusca	Bivalvia	Myoida	Myidae	Mya	Mya arenaria	Belgian Exclusive Economic Zone	642489.0	non-indigenous			Alien		132969.0	VLIZ Alien Species Consortium
140430.0	Animalia	Mollusca	Bivalvia	Myoida	Myidae	Mya	Mya arenaria	Belgian part of the North Sea	817340.0			Established	Alien	Uncertain	177036.0	DAISIE - European Invasive Alien Species Gateway
140430.0	Animalia	Mollusca	Bivalvia	Myoida	Myidae	Mya	Mya arenaria	Belgian part of the North Sea	856893.0	first observation before 1810		Established	Alien	Not specified	71170.0	Kerckhof, F., Haelters, J.; Gollasch, S. (2007). Alien species in the marine and brackish ecosystem: the situation in Belgian waters. <em>Aquatic Invasions.</em> 2(3): 243-257.
168589.0	Animalia	Porifera	Demospongiae	Poecilosclerida	Mycalidae	Mycale	Mycale (Carmia) micracanthoxea	Belgian Exclusive Economic Zone	642482.0	non-indigenous			Alien		132969.0	VLIZ Alien Species Consortium
128900.0	Animalia	Arthropoda		Poecilostomatoida	Mytilicolidae	Mytilicola	Mytilicola intestinalis	Belgian Exclusive Economic Zone	642526.0	non-indigenous			Alien		132969.0	VLIZ Alien Species Consortium
128900.0	Animalia	Arthropoda		Poecilostomatoida	Mytilicolidae	Mytilicola	Mytilicola intestinalis	Belgian part of the North Sea	856894.0		1950.0	Established	Alien	Not specified	95129.0	Leloup, E. (1951). Sur la présence de Mytilicola intestinalis Steuer le long de la côte de Belgique. <em>Revue des Travaux de l'Office Scientifique et Technique des Pêches Maritimes.</em> 17(2):57-58. (iii-1951).
156887.0	Animalia	Mollusca	Bivalvia	Veneroida	Dreissenidae	Mytilopsis	Mytilopsis leucophaeata	Belgian Exclusive Economic Zone	642490.0	non-indigenous			Alien		132969.0	VLIZ Alien Species Consortium
156887.0	Animalia	Mollusca	Bivalvia	Veneroida	Dreissenidae	Mytilopsis	Mytilopsis leucophaeata	Belgian part of the North Sea	856931.0	estuaries and river basins	1835.0	Established	Alien	Not specified	195447.0	Nyst, P-H. (1835). Mollusques. <em>Bull. Acad. r. sci. b.-lett. Brux.</em> 2: 235-236, 1 plate.
156887.0	Animalia	Mollusca	Bivalvia	Veneroida	Dreissenidae	Mytilopsis	Mytilopsis leucophaeata	Belgian part of the North Sea	819133.0	Location : Scheldt Estuary at Antwerp<br/>Year first introduced or recorded : Region of first record: Scheldt Estuary at Antwerp	1835.0	Established	Alien	Uncertain	177036.0	DAISIE - European Invasive Alien Species Gateway
156887.0	Animalia	Mollusca	Bivalvia	Veneroida	Dreissenidae	Mytilopsis	Mytilopsis leucophaeata	Belgian part of the North Sea	814929.0		1835.0	Reported	Alien	Uncertain	40767.0	Nyst, P. H. J. (1835). Recherches sur les coquilles fossiles de la province d'Anvers. Perichon, Bruxelles. 36 pp.
117348.0	Animalia	Cnidaria	Hydrozoa	Anthoathecata	Bougainvilliidae	Nemopsis	Nemopsis bachei	Belgian Exclusive Economic Zone	642480.0	non-indigenous			Alien		132969.0	VLIZ Alien Species Consortium
117348.0	Animalia	Cnidaria	Hydrozoa	Anthoathecata	Bougainvilliidae	Nemopsis	Nemopsis bachei	Belgian part of the North Sea	856895.0		1996.0	Established	Alien	Not specified	38053.0	Dumoulin, E., 1997. [The invasion-like occurrence in the southern North Sea of the hydromedusae Nemopsis bachei L. Agassiz, 1849 and Eucheilota maculata Hartlaub, 1894 in August-September 1996 (with supplementary data for 1997) (Hydrozoa: Athecata, Thecata).]
126916.0	Animalia	Chordata	Actinopteri	Perciformes	Gobiidae	Neogobius	Neogobius melanostomus	Belgian part of the North Sea	856919.0	Brackish, estuaries	2010.0	Established	Alien	Not specified	194948.0	Verreycken, H.; Breine, J. J.; Snoeks, J.; Belpaire, C. (2011). First record of the round goby, <I>Neogobius melanostomus</I> (Actinopterygii: Perciformes: Gobiidae) in Belgium. <em>Acta Ichthyologica Et Piscatoria.</em> 41(2): 137-140.
233888.0	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	Neosiphonia	Neosiphonia harveyi	Belgian part of the North Sea	856896.0		2000.0	Established	Alien	Not specified	71170.0	Kerckhof, F., Haelters, J.; Gollasch, S. (2007). Alien species in the marine and brackish ecosystem: the situation in Belgian waters. <em>Aquatic Invasions.</em> 2(3): 243-257.
149095.0	Chromista	Ochrophyta	Bacillariophyceae	Triceratiales	Triceratiaceae	Odontella	Odontella sinensis	Belgian Exclusive Economic Zone	642466.0	non-indigenous			Alien		132969.0	VLIZ Alien Species Consortium
149095.0	Chromista	Ochrophyta	Bacillariophyceae	Triceratiales	Triceratiaceae	Odontella	Odontella sinensis	Belgian part of the North Sea	856897.0		1904.0	Established	Alien	Not specified	191160.0	Ostenfeld, C.H., 1908. On the immigration of Biddulphia sinensis Grev. and its occurrence in the North Sea during 1903–1907 and on its use for the study of the direction and rate of ﬂow of the currents. Meddelelser fra Kommissionen for Havundersgelser, Serie Plankton, 1(6): 1-44.
127185.0	Animalia	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus mykiss	Belgian part of the North Sea	815044.0		1884.0	Established	Alien	Uncertain	177036.0	DAISIE - European Invasive Alien Species Gateway
103200.0	Animalia	Arthropoda	Malacostraca	Amphipoda	Talitridae	Orchestia	Orchestia cavimana	Belgian part of the North Sea	856922.0	estuaries and river basins	1927.0	Established	Alien	Not specified	192709.0	Wouters, Karel (2002) On the distribution of alien non-marine and estuarine macro-crustaceans in Belgium., Bulletin Van Het Koninklijk Instituut Voor Natuurwetenschappen, Biologie. 17: 119-129
103200.0	Animalia	Arthropoda	Malacostraca	Amphipoda	Talitridae	Orchestia	Orchestia cavimana	Belgium	639817.0	non-indigenous			Alien		132969.0	VLIZ Alien Species Consortium
234098.0	Animalia	Arthropoda	Malacostraca	Decapoda	Cambaridae	Orconectes	Orconectes limosus	Belgian part of the North Sea	815070.0		1962.0	Established	Alien	Uncertain	177036.0	DAISIE - European Invasive Alien Species Gateway
181372.0	Animalia	Arthropoda	Malacostraca	Decapoda	Palaemonidae	Palaemon	Palaemon macrodactylus	Belgian Exclusive Economic Zone	642528.0	non-indigenous			Alien		132969.0	VLIZ Alien Species Consortium
181372.0	Animalia	Arthropoda	Malacostraca	Decapoda	Palaemonidae	Palaemon	Palaemon macrodactylus	Belgian part of the North Sea	856898.0	Belgian coast	1998.0	Established	Alien	Not specified	194947.0	De Blauwe, H. (2006). De rugstreepsteurgarnaal Palaemon macrodactylus in België. <em>De Strandvlo.</em> 26(1): 22-23.
181372.0	Animalia	Arthropoda	Malacostraca	Decapoda	Palaemonidae	Palaemon	Palaemon macrodactylus	Belgian part of the North Sea	825475.0	Location : Zeebruge	2006.0	Reported	Alien	Uncertain	71170.0	Kerckhof, F., Haelters, J.; Gollasch, S. (2007). Alien species in the marine and brackish ecosystem: the situation in Belgian waters. <em>Aquatic Invasions.</em> 2(3): 243-257.
